bench,variant,unit,kvmoff_median,kvmoff_MAD%,nvhe_median,nvhe_MAD%,vhe_median,vhe_MAD%,pkvm_median,pkvm_MAD%,nvhe_vs_kvmoff_%,vhe_vs_kvmoff_%,pkvm_vs_kvmoff_%,pkvm_vs_vhe_%,pkvm_vs_nvhe_%
bw_mem_fwr,sz0.065536,MB/s,14382.620000,0.004554,14383.265000,0.004519,14383.265000,0.004554,14383.265000,0.004589,0.004485,0.004485,0.004485,0,0
bw_mem_fwr,sz0.131072,MB/s,14387.550000,0.001008,14386.530000,0.004553,14387.040000,0.004553,14386.240000,0.009106,-0.007089,-0.003545,-0.009105,-0.005561,-0.002016
bw_mem_fwr,sz0.262144,MB/s,14246.440000,0.001825,14246.050000,0.006318,14246.700000,0.007230,14246.440000,0.007265,-0.002738,0.001825,0,-0.001825,0.002738
bw_mem_fwr,sz0.524288,MB/s,14248.895000,0.004527,14248.380000,0.008141,14248.250000,0.009054,14248.380000,0.004527,-0.003614,-0.004527,-0.003614,0.000912,0
bw_mem_fwr,sz1.05,MB/s,14249.540000,0,14248.895000,0.004527,14248.780000,0.005334,14249.540000,0,-0.004526,-0.005334,0,0.005334,0.004527
bw_mem_fwr,sz16.78,MB/s,14246.960000,0.008493,14246.960000,0.050923,14246.960000,0.008493,14244.540000,0.008494,0,0,-0.016986,-0.016986,-0.016986
bw_mem_fwr,sz2.10,MB/s,14248.250000,0.009054,14248.250000,0.004527,14247.605000,0.013581,14248.250000,0,0,-0.004527,0,0.004527,0
bw_mem_fwr,sz33.55,MB/s,14251.195000,0.021226,14249.380000,0.025475,14247.565000,0.016985,14245.145000,0.012741,-0.012736,-0.025472,-0.042453,-0.016985,-0.029721
bw_mem_fwr,sz4.19,MB/s,14246.045000,0.008178,14245.940000,0.008915,14245.300000,0.004493,14243.390000,0.013375,-0.000737,-0.005230,-0.018637,-0.013408,-0.017900
bw_mem_fwr,sz67.11,MB/s,14250.685000,0.021192,14250.685000,0.024736,14248.170000,0.010563,14245.645000,0.010635,0,-0.017648,-0.035367,-0.017722,-0.035367
bw_mem_fwr,sz8.39,MB/s,14246.575000,0.008950,14245.940000,0.004457,14245.940000,0.008950,14242.120000,0.008917,-0.004457,-0.004457,-0.031271,-0.026815,-0.026815
bw_mem_rd,sz0.000512,MB/s,45050.945000,0.035371,45183.960000,0.017794,45046.820000,0.017693,45044.770000,0.020535,0.295255,-0.009156,-0.013707,-0.004551,-0.308052
bw_mem_rd,sz0.001024,MB/s,46690.770000,0.022499,46823.295000,0.010689,46685.220000,0.030267,46686.530000,0.021077,0.283836,-0.011887,-0.009081,0.002806,-0.292088
bw_mem_rd,sz0.002048,MB/s,47525.100000,0.030437,47682.240000,0.013642,47534.505000,0.015221,47504.295000,0.027282,0.330646,0.019790,-0.043777,-0.063554,-0.373189
bw_mem_rd,sz0.004096,MB/s,48094.380000,0.016332,48245.025000,0.015110,48091.260000,0.006488,48057.440000,0.009093,0.313228,-0.006487,-0.076807,-0.070325,-0.388817
bw_mem_rd,sz0.008192,MB/s,48361.860000,0.009077,48524.840000,0.015435,48352.825000,0.018189,48352.075000,0.016204,0.337001,-0.018682,-0.020233,-0.001551,-0.356034
bw_mem_rd,sz0.016384,MB/s,48500.215000,0.009093,48668.215000,0.013613,48515.660000,0.037658,48495.805000,0.026528,0.346390,0.031845,-0.009093,-0.040925,-0.354256
bw_mem_rd,sz0.032768,MB/s,48576.795000,0.013659,48742.960000,0.014864,48567.315000,0.027271,48551.155000,0.027311,0.342067,-0.019515,-0.052782,-0.033273,-0.393503
bw_mem_rd,sz0.065536,MB/s,48602.875000,0.020945,48766.165000,0.031343,48602.440000,0.018168,48592.620000,0.026424,0.335968,-0.000895,-0.021100,-0.020205,-0.355872
bw_mem_rd,sz0.131072,MB/s,37362.340000,0.024356,37404.940000,0.031774,37363.850000,0.026750,37377.790000,0.031757,0.114019,0.004042,0.041352,0.037309,-0.072584
bw_mem_rd,sz0.262144,MB/s,37285.770000,0.009092,37334.975000,0.016285,37249.965000,0.091597,37262.025000,0.055204,0.131967,-0.096029,-0.063684,0.032376,-0.195393
bw_mem_rd,sz0.524288,MB/s,35142.795000,0.839290,35253.310000,0.167020,33976.380000,1.417058,34720.485000,1.142884,0.314474,-3.319073,-1.201697,2.190066,-1.511418
bw_mem_rd,sz1.05,MB/s,29582.730000,0.110977,29554.430000,0.348882,29456.835000,0.301356,29466.110000,0.406111,-0.095664,-0.425569,-0.394216,0.031487,-0.298838
bw_mem_rd,sz16.78,MB/s,18622.885000,1.968224,18816.805000,1.532566,15793.655000,7.208496,15084.040000,1.571396,1.041299,-15.192222,-19.002668,-4.493039,-19.837401
bw_mem_rd,sz2.10,MB/s,28465.955000,0.252863,28451.490000,0.352003,28082.590000,0.152034,28211.520000,0.286780,-0.050815,-1.346749,-0.893822,0.459110,-0.843436
bw_mem_rd,sz33.55,MB/s,18099.490000,0.535181,18074.895000,0.525231,17290.910000,0.279858,17699.040000,0.176196,-0.135888,-4.467419,-2.212493,2.360373,-2.079431
bw_mem_rd,sz4.19,MB/s,25946.935000,1.023146,26187.270000,1.113614,26002.700000,0.470278,26044.115000,0.388437,0.926256,0.214919,0.374534,0.159272,-0.546659
bw_mem_rd,sz67.11,MB/s,18446.035000,0.441721,18403.695000,0.375169,17837.035000,0.429752,18153.890000,0.302222,-0.229534,-3.301523,-1.583782,1.776388,-1.357363
bw_mem_rd,sz8.39,MB/s,16445.325000,0.231190,16422.735000,0.518306,15945.535000,1.049322,16295.035000,0.331144,-0.137364,-3.039101,-0.913877,2.191836,-0.777581
bw_mem_rdwr,sz0.000512,MB/s,25584.115000,0.000958,25583.870000,0.003596,25584.115000,0.000958,25583.545000,0.004554,-0.000958,0,-0.002228,-0.002228,-0.001270
bw_mem_rdwr,sz0.001024,MB/s,27089.590000,0,27089.590000,0.005722,27089.590000,0.006220,27087.580000,0.007420,0,0,-0.007420,-0.007420,-0.007420
bw_mem_rdwr,sz0.002048,MB/s,27910.075000,0.005751,27909.780000,0.003475,27909.780000,0.004532,27908.810000,0.004013,-0.001057,-0.001057,-0.004532,-0.003475,-0.003475
bw_mem_rdwr,sz0.004096,MB/s,28339.580000,0.004534,28339.580000,0.004534,28340.220000,0.004534,28338.405000,0.002664,0,0.002258,-0.004146,-0.006404,-0.004146
bw_mem_rdwr,sz0.008192,MB/s,28558.520000,0.004237,28558.520000,0.002399,28558.520000,0,28557.915000,0.002119,0,0,-0.002118,-0.002118,-0.002118
bw_mem_rdwr,sz0.016384,MB/s,28671.260000,0.002581,28669.390000,0.004534,28671.260000,0.001290,28668.660000,0.001273,-0.006522,0,-0.009068,-0.009068,-0.002546
bw_mem_rdwr,sz0.032768,MB/s,28725.990000,0.003551,28725.195000,0.002768,28725.990000,0,28723.380000,0.004526,-0.002768,0,-0.009086,-0.009086,-0.006318
bw_mem_rdwr,sz0.065536,MB/s,28642.985000,0.005237,28641.480000,0.009078,28644.090000,0.004573,28642.785000,0.004556,-0.005254,0.003858,-0.000698,-0.004556,0.004556
bw_mem_rdwr,sz0.131072,MB/s,20308.770000,0.018169,20312.470000,0.026388,20306.175000,0.012804,20308.770000,0.012827,0.018219,-0.012778,0,0.012779,-0.018215
bw_mem_rdwr,sz0.262144,MB/s,20305.840000,0.009086,20309.525000,0.004530,20304.920000,0.014578,20307.600000,0.009061,0.018147,-0.004531,0.008667,0.013199,-0.009478
bw_mem_rdwr,sz0.524288,MB/s,20310.020000,0.009084,20312.780000,0.009058,20310.940000,0.016444,20312.780000,0.015335,0.013589,0.004530,0.013589,0.009059,0
bw_mem_rdwr,sz1.05,MB/s,20336.710000,0.009048,20338.550000,0.009047,20338.550000,0.009071,20336.710000,0.009048,0.009048,0.009048,0,-0.009047,-0.009047
bw_mem_rdwr,sz16.78,MB/s,11016.415000,0.107839,10515.580000,4.612870,10990.195000,0.073702,10943.670000,0.939584,-4.546261,-0.238008,-0.660333,-0.423332,4.071007
bw_mem_rdwr,sz2.10,MB/s,20344.090000,0.004522,20345.860000,0.004522,20342.240000,0.009070,20342.240000,0.004154,0.008700,-0.009094,-0.009094,0,-0.017792
bw_mem_rdwr,sz33.55,MB/s,10571.655000,0.074775,10573.735000,0.110179,10551.710000,0.051129,10560.840000,0.058992,0.019675,-0.188665,-0.102302,0.086526,-0.121953
bw_mem_rdwr,sz4.19,MB/s,20310.935000,0.022993,20303.430000,0.034945,20306.675000,0.018615,20294.125000,0.045358,-0.036951,-0.020974,-0.082763,-0.061802,-0.045830
bw_mem_rdwr,sz67.11,MB/s,10358.305000,0.077233,10356.705000,0.019263,10287.640000,0.095795,10321.660000,0.042290,-0.015447,-0.682206,-0.353774,0.330688,-0.338380
bw_mem_rdwr,sz8.39,MB/s,12991.125000,0.293508,12971.290000,0.120805,13009.960000,0.334513,13035.280000,0.292207,-0.152681,0.144984,0.339886,0.194620,0.493320
bw_mem_wr,sz0.000512,MB/s,51166.950000,0.003342,51168.660000,0.006215,51167.805000,0.007417,51166.950000,0.005746,0.003342,0.001671,0,-0.001671,-0.003342
bw_mem_wr,sz0.001024,MB/s,51167.740000,0,51167.740000,0.000948,51168.225000,0.000948,51168.225000,0.004534,0,0.000948,0.000948,0,0.000948
bw_mem_wr,sz0.002048,MB/s,54179.180000,0,54176.715000,0.006497,54179.180000,0.004550,54174.250000,0.004550,-0.004550,0,-0.009099,-0.009099,-0.004550
bw_mem_wr,sz0.004096,MB/s,55821.120000,0.004532,55818.590000,0.001738,55819.560000,0.004532,55818.590000,0.007327,-0.004532,-0.002795,-0.004532,-0.001738,0
bw_mem_wr,sz0.008192,MB/s,56679.160000,0.005663,56677.870000,0.004552,56677.870000,0.004534,56675.300000,0.006811,-0.002276,-0.002276,-0.006810,-0.004534,-0.004534
bw_mem_wr,sz0.016384,MB/s,57117.040000,0.001917,57117.040000,0,57120.235000,0.003493,57119.475000,0.004823,0,0.005594,0.004263,-0.001331,0.004263
bw_mem_wr,sz0.032768,MB/s,57338.045000,0.004535,57338.045000,0.001282,57342.510000,0.001299,57337.310000,0.002564,0,0.007787,-0.001282,-0.009068,-0.001282
bw_mem_wr,sz0.065536,MB/s,57297.050000,0,57291.840000,0.005027,57291.840000,0.004538,57291.840000,0.002025,-0.009093,-0.009093,-0.009093,0,0
bw_mem_wr,sz0.131072,MB/s,40227.500000,3.648723,39555.480000,1.276802,39508.650000,0.440106,39044.550000,1.838464,-1.670549,-1.786962,-2.940650,-1.174679,-1.291679
bw_mem_wr,sz0.262144,MB/s,52519.975000,2.188710,52080.595000,1.166202,44414.670000,15.788882,52549.405000,0.079087,-0.836596,-15.432804,0.056036,18.315424,0.900163
bw_mem_wr,sz0.524288,MB/s,31758.315000,5.454068,32706.175000,2.328765,32089.340000,1.302161,32465.530000,1.233878,2.984604,1.042325,2.226866,1.172321,-0.735778
bw_mem_wr,sz1.05,MB/s,23747.020000,0.206700,23605.080000,0.394110,23764.190000,0.571238,23721.720000,0.474418,-0.597717,0.072304,-0.106540,-0.178714,0.494131
bw_mem_wr,sz16.78,MB/s,7600.655000,5.587676,7954.040000,1.914813,7912.665000,1.526161,7716.730000,3.782820,4.649402,4.105041,1.527171,-2.476220,-2.983515
bw_mem_wr,sz2.10,MB/s,22048.170000,1.033782,21797.200000,0.817123,21862.635000,0.796862,21831.105000,0.668335,-1.138280,-0.841498,-0.984503,-0.144219,0.155548
bw_mem_wr,sz33.55,MB/s,7688.040000,0.080189,7688.330000,0.072512,7597.515000,0.120566,7645.120000,0.270434,0.003772,-1.177478,-0.558270,0.626586,-0.562021
bw_mem_wr,sz4.19,MB/s,17633.685000,0.071483,17661.880000,0.085551,17632.180000,0.088758,17635.330000,0.050524,0.159893,-0.008535,0.009329,0.017865,-0.150324
bw_mem_wr,sz67.11,MB/s,7583.570000,0.076217,7581.210000,0.067799,7531.015000,0.098260,7562.630000,0.050710,-0.031120,-0.693011,-0.276123,0.419797,-0.245080
bw_mem_wr,sz8.39,MB/s,9371.180000,0.889056,9273.835000,1.304315,9056.305000,0.589700,9260.825000,0.931828,-1.038770,-3.360036,-1.177600,2.258316,-0.140287
bw_mmap_rd,sz0.000512,MB/s,21419.045000,0.006466,21419.090000,0,21418.115000,0.004552,21418.415000,0.004786,0.000210,-0.004342,-0.002941,0.001401,-0.003151
bw_mmap_rd,sz0.001024,MB/s,17489.050000,0.008891,17524.020000,0.009672,17489.050000,0.009091,17488.255000,0.004546,0.199954,0,-0.004546,-0.004546,-0.204091
bw_mmap_rd,sz0.002048,MB/s,18104.930000,0,18160.500000,0.000826,18104.930000,0.009114,18103.490000,0.010191,0.306933,0,-0.007954,-0.007954,-0.313923
bw_mmap_rd,sz0.004096,MB/s,18438.330000,0.008081,18496.005000,0.009110,18436.840000,0.009058,18437.855000,0.004556,0.312799,-0.008081,-0.002576,0.005505,-0.314392
bw_mmap_rd,sz0.008192,MB/s,18608.295000,0.009109,18667.470000,0.009107,18609.025000,0.013622,18609.140000,0.005159,0.318003,0.003923,0.004541,0.000618,-0.312469
bw_mmap_rd,sz0.016384,MB/s,18698.625000,0.004519,18754.340000,0.013650,18696.075000,0.009093,18695.680000,0.006659,0.297963,-0.013637,-0.015750,-0.002113,-0.312781
bw_mmap_rd,sz0.032768,MB/s,18742.220000,0.005629,18800.285000,0.009069,18739.460000,0.010166,18741.160000,0.007977,0.309809,-0.014726,-0.005656,0.009072,-0.314490
bw_mmap_rd,sz0.065536,MB/s,18665.900000,0.008384,18722.020000,0.009080,18665.770000,0.009108,18664.920000,0.005250,0.300655,-0.000696,-0.005250,-0.004554,-0.304988
bw_mmap_rd,sz0.131072,MB/s,18257.395000,0.019882,18302.955000,0.022701,18244.955000,0.025212,18257.840000,0.011201,0.249543,-0.068137,0.002437,0.070622,-0.246490
bw_mmap_rd,sz0.262144,MB/s,18261.980000,0.009090,18309.865000,0.037767,18259.500000,0.031792,18263.640000,0.013634,0.262211,-0.013580,0.009090,0.022673,-0.252460
bw_mmap_rd,sz0.524288,MB/s,18229.070000,0.027237,18282.455000,0.086558,18232.380000,0.068121,18219.970000,0.038886,0.292856,0.018158,-0.049920,-0.068066,-0.341776
bw_mmap_rd,sz1.05,MB/s,18223.725000,0.013581,18284.130000,0.011978,18226.590000,0.011192,18227.850000,0.009052,0.331464,0.015721,0.022635,0.006913,-0.307808
bw_mmap_rd,sz16.78,MB/s,15232.710000,1.832110,15212.310000,1.000078,13112.060000,1.456941,13701.990000,4.947092,-0.133922,-13.921686,-10.048901,4.499140,-9.928275
bw_mmap_rd,sz2.10,MB/s,18214.655000,0.018090,18271.690000,0.013628,18213.010000,0.009691,18213.835000,0.018063,0.313127,-0.009031,-0.004502,0.004530,-0.316637
bw_mmap_rd,sz33.55,MB/s,15420.835000,0.993331,15478.250000,0.671846,15133.015000,0.279587,15205.020000,0.176751,0.372321,-1.866436,-1.399503,0.475814,-1.765251
bw_mmap_rd,sz4.19,MB/s,18136.950000,0.122182,18225.145000,0.074019,18159.725000,0.088493,18126.280000,0.088214,0.486272,0.125572,-0.058830,-0.184171,-0.542465
bw_mmap_rd,sz67.11,MB/s,15729.270000,0.596213,15731.735000,0.436602,15433.830000,0.349395,15430.875000,0.321369,0.015671,-1.878282,-1.897068,-0.019146,-1.912440
bw_mmap_rd,sz8.39,MB/s,13509.330000,0.262448,13560.390000,0.331075,13458.260000,0.147084,13473.780000,0.160682,0.377961,-0.378035,-0.263151,0.115320,-0.638698
bw_mmap_rd_o2c,sz0.000512,MB/s,83.365000,0.323877,83.380000,0.107940,83.400000,0.581535,82.425000,0.109190,0.017993,0.041984,-1.127572,-1.169065,-1.145359
bw_mmap_rd_o2c,sz0.001024,MB/s,162.945000,0.638252,164.085000,0.457080,165.290000,0.831871,162.135000,1.165695,0.699623,1.439136,-0.497100,-1.908766,-1.188408
bw_mmap_rd_o2c,sz0.002048,MB/s,321.240000,0.624144,322.025000,0.639702,321.920000,0.737761,319.160000,0.477817,0.244366,0.211680,-0.647491,-0.857356,-0.889682
bw_mmap_rd_o2c,sz0.004096,MB/s,632.100000,0.495966,629.785000,0.231825,632.715000,0.732557,627.695000,0.413417,-0.366240,0.097295,-0.696883,-0.793406,-0.331859
bw_mmap_rd_o2c,sz0.008192,MB/s,1187.680000,0.419305,1188.365000,0.220471,1186.970000,0.305399,1179.190000,0.133142,0.057675,-0.059780,-0.714839,-0.655450,-0.772069
bw_mmap_rd_o2c,sz0.016384,MB/s,2101.540000,0.370918,2095.675000,0.483854,2099.375000,0.438940,2020.280000,0.185370,-0.279081,-0.103020,-3.866688,-3.767550,-3.597648
bw_mmap_rd_o2c,sz0.032768,MB/s,3276.805000,0.539855,3281.675000,0.302742,3285.470000,0.269063,3023.445000,0.189023,0.148620,0.264434,-7.731922,-7.975267,-7.868847
bw_mmap_rd_o2c,sz0.065536,MB/s,4779.900000,0.145087,4795.535000,0.120946,4781.415000,0.189065,4222.705000,0.162810,0.327099,0.031695,-11.657043,-11.685035,-11.945070
bw_mmap_rd_o2c,sz0.131072,MB/s,6083.865000,0.095745,6101.365000,0.064494,6103.065000,0.160083,5137.750000,0.013625,0.287646,0.315589,-15.551216,-15.816889,-15.793433
bw_mmap_rd_o2c,sz0.262144,MB/s,7225.005000,0.095225,7235.195000,0.142152,7225.330000,0.124977,5900.230000,0.027287,0.141038,0.004498,-18.335973,-18.339647,-18.450989
bw_mmap_rd_o2c,sz0.524288,MB/s,7835.475000,0.094506,7844.565000,0.119318,7844.350000,0.127034,6278.045000,0.083704,0.116011,0.113267,-19.876651,-19.967301,-19.969495
bw_mmap_rd_o2c,sz1.05,MB/s,8177.145000,0.086216,8179.080000,0.084851,8175.375000,0.101891,6485.540000,0.030298,0.023664,-0.021646,-20.686988,-20.669816,-20.705752
bw_mmap_rd_o2c,sz16.78,MB/s,6396.865000,0.604046,6510.370000,2.016245,6604.620000,5.463448,6651.545000,5.702209,1.774385,3.247763,3.981325,0.710488,2.168464
bw_mmap_rd_o2c,sz2.10,MB/s,8458.635000,0.145650,8479.715000,0.178956,8474.725000,0.163309,8340.815000,0.160896,0.249213,0.190220,-1.392896,-1.580110,-1.638027
bw_mmap_rd_o2c,sz33.55,MB/s,7319.370000,0.566442,7304.025000,1.242876,7027.365000,1.401663,7108.245000,0.668941,-0.209649,-3.989483,-2.884470,1.150929,-2.680440
bw_mmap_rd_o2c,sz4.19,MB/s,8137.265000,0.272880,8166.775000,0.211038,8139.540000,0.089563,8019.990000,0.191147,0.362653,0.027958,-1.441209,-1.468756,-1.797344
bw_mmap_rd_o2c,sz67.11,MB/s,7345.545000,1.359395,7418.950000,1.648818,7194.895000,1.667085,7199.030000,1.209746,0.999313,-2.050903,-1.994610,0.057471,-2.964301
bw_mmap_rd_o2c,sz8.39,MB/s,6741.150000,0.129429,6763.490000,0.296001,6749.885000,0.124595,6678.535000,0.252675,0.331397,0.129577,-0.928847,-1.057055,-1.256082
bw_pipe,bw,MB/s,3886.955000,0.153719,3876.140000,0.303524,3872.825000,0.519001,3856.560000,0.264873,-0.278238,-0.363524,-0.781975,-0.419978,-0.505142
bw_tcp,msg0.000001MB,MB/s,2.300000,0.434783,2.300000,0.434783,2.305000,0.216920,2.300000,0.434783,0,0.217391,0,-0.216920,0
bw_tcp,msg0.000064MB,MB/s,85.770000,2.092806,86.415000,0.642250,86.570000,0.808594,86.150000,1.038886,0.752011,0.932727,0.443045,-0.485157,-0.306660
bw_tcp,msg0.000128MB,MB/s,149.905000,10.303192,168,1.738095,165.815000,2.593252,167.630000,2.329535,12.070978,10.613388,11.824155,1.094593,-0.220238
bw_tcp,msg0.000256MB,MB/s,179.085000,12.843063,231.840000,9.446170,224.690000,8.197962,195.975000,11.169792,29.458079,25.465561,9.431276,-12.779830,-15.469720
bw_tcp,msg0.000512MB,MB/s,327.245000,4.143684,335.510000,2.777861,316.580000,4.156927,324.895000,2.032964,2.525631,-3.259026,-0.718116,2.626508,-3.163840
bw_tcp,msg0.001024MB,MB/s,827.605000,0.988998,821.815000,2.004709,823.155000,0.433090,825.165000,0.588973,-0.699609,-0.537696,-0.294827,0.244182,0.407634
bw_tcp,msg0.001437MB,MB/s,1031.675000,0.661546,1041.610000,1.350313,1025.600000,0.707391,1026.740000,1.041646,0.962997,-0.588848,-0.478348,0.111154,-1.427598
bw_tcp,msg10.000000MB,MB/s,2193.120000,2.834774,2182.105000,2.526230,2182.575000,7.095747,2317.945000,5.145075,-0.502252,-0.480822,5.691663,6.202307,6.225182
bw_unix,bw,MB/s,4213.425000,0.163406,4214.400000,0.180809,4209.760000,0.229348,4194.780000,0.165921,0.023140,-0.086984,-0.442514,-0.355840,-0.465547
lat_connect,lhost,us,10713.569500,0.445533,10697.611200,0.297348,10705.581800,0.371385,10789.013600,0.375551,-0.148954,-0.074557,0.704192,0.779330,0.854419
lat_ctx,sz0k_p16,us,5.665000,0.264784,5.670000,0.176367,5.675000,0.440529,5.710000,0.175131,0.088261,0.176523,0.794351,0.616740,0.705467
lat_ctx,sz0k_p2,us,2.370000,1.265823,2.380000,1.260504,2.390000,1.046025,2.365000,1.268499,0.421941,0.843882,-0.210970,-1.046025,-0.630252
lat_ctx,sz0k_p24,us,5.740000,0.261324,5.725000,0.611354,5.730000,0.436300,5.800000,0.258621,-0.261324,-0.174216,1.045296,1.221640,1.310044
lat_ctx,sz0k_p32,us,5.785000,0.432152,5.795000,0.345125,5.795000,0.776531,5.870000,0.511073,0.172861,0.172861,1.469317,1.294219,1.294219
lat_ctx,sz0k_p4,us,5.725000,0.087336,5.725000,0.349345,5.735000,0.435920,5.745000,0.087032,0,0.174672,0.349345,0.174368,0.349345
lat_ctx,sz0k_p64,us,5.955000,0.251889,5.930000,0.337268,5.955000,0.335852,6.010000,0.166389,-0.419815,0,0.923594,0.923594,1.349073
lat_ctx,sz0k_p8,us,5.555000,0.270027,5.560000,0.359712,5.570000,0.538600,5.600000,0.178571,0.090009,0.270027,0.810081,0.538600,0.719424
lat_ctx,sz0k_p96,us,6.260000,0.479233,6.260000,0.319489,6.295000,0.397141,6.375000,0.078431,0,0.559105,1.837061,1.270850,1.837061
lat_ctx,sz16k_p16,us,5.985000,0.334169,6,0.416667,6.025000,0.331950,6.080000,0.328947,0.250627,0.668338,1.587302,0.912863,1.333333
lat_ctx,sz16k_p2,us,2.365000,2.748414,2.380000,2.310924,2.370000,2.742616,2.385000,1.048218,0.634249,0.211416,0.845666,0.632911,0.210084
lat_ctx,sz16k_p24,us,6.085000,0.739523,6.085000,0.575185,6.110000,0.654664,6.170000,0.486224,0,0.410846,1.396878,0.981997,1.396878
lat_ctx,sz16k_p32,us,6.145000,0.406835,6.165000,0.162206,6.185000,0.485044,6.245000,0.800641,0.325468,0.650936,1.627339,0.970089,1.297648
lat_ctx,sz16k_p4,us,5.920000,0.168919,5.925000,0.421941,5.930000,0.421585,5.950000,0.168067,0.084459,0.168919,0.506757,0.337268,0.421941
lat_ctx,sz16k_p64,us,6.595000,0.682335,6.575000,0.304183,6.580000,0.303951,6.720000,0.520833,-0.303260,-0.227445,1.895375,2.127660,2.205323
lat_ctx,sz16k_p8,us,5.865000,0.255754,5.860000,0.853242,5.850000,0.769231,5.955000,0.335852,-0.085251,-0.255754,1.534527,1.794872,1.621160
lat_ctx,sz16k_p96,us,7.395000,0.202840,7.405000,0.270088,7.410000,0.404858,7.590000,0.395257,0.135227,0.202840,2.636917,2.429150,2.498312
lat_ctx,sz32k_p16,us,6.245000,0.400320,6.240000,0.721154,6.230000,0.401284,6.300000,0.476190,-0.080064,-0.240192,0.880705,1.123596,0.961538
lat_ctx,sz32k_p2,us,2.445000,1.635992,2.460000,1.626016,2.405000,2.286902,2.415000,1.656315,0.613497,-1.635992,-1.226994,0.415800,-1.829268
lat_ctx,sz32k_p24,us,6.355000,0.393391,6.335000,0.631413,6.330000,0.473934,6.460000,0.464396,-0.314713,-0.393391,1.652242,2.053712,1.973165
lat_ctx,sz32k_p32,us,6.445000,0.387898,6.450000,0.775194,6.465000,0.696056,6.575000,0.532319,0.077580,0.310318,2.017067,1.701469,1.937984
lat_ctx,sz32k_p4,us,6.045000,0.330852,6.040000,0.413907,6.055000,0.578035,6.080000,0.164474,-0.082713,0.165426,0.578991,0.412882,0.662252
lat_ctx,sz32k_p64,us,7.355000,0.271924,7.355000,0.543848,7.380000,0.271003,7.490000,0.200267,0,0.339905,1.835486,1.490515,1.835486
lat_ctx,sz32k_p8,us,6.050000,0.247934,6.065000,0.577082,6.070000,0.741351,6.120000,0.816993,0.247934,0.330579,1.157025,0.823723,0.906843
lat_ctx,sz32k_p96,us,8.710000,0.401837,8.740000,0.400458,8.695000,0.172513,8.885000,0.112549,0.344432,-0.172216,2.009185,2.185164,1.659039
lat_ctx,sz4k_p16,us,5.810000,0.172117,5.810000,0.344234,5.830000,0.428816,5.870000,0.425894,0,0.344234,1.032702,0.686106,1.032702
lat_ctx,sz4k_p2,us,2.295000,1.307190,2.355000,1.486200,2.355000,1.910828,2.340000,1.068376,2.614379,2.614379,1.960784,-0.636943,-0.636943
lat_ctx,sz4k_p24,us,5.900000,0.338983,5.895000,0.508906,5.910000,0.507614,5.975000,0.167364,-0.084746,0.169492,1.271186,1.099831,1.357082
lat_ctx,sz4k_p32,us,5.950000,0.336134,5.955000,0.503778,5.980000,0.250836,6.070000,0.329489,0.084034,0.504202,2.016807,1.505017,1.931150
lat_ctx,sz4k_p4,us,5.805000,0.258398,5.775000,0.173160,5.795000,0.862813,5.820000,0.171821,-0.516796,-0.172265,0.258398,0.431406,0.779221
lat_ctx,sz4k_p64,us,6.250000,0.400000,6.235000,0.320770,6.230000,0.882825,6.340000,0.315457,-0.240000,-0.320000,1.440000,1.765650,1.684042
lat_ctx,sz4k_p8,us,5.680000,0.264085,5.685000,0.351803,5.680000,0.704225,5.730000,0.523560,0.088028,0,0.880282,0.880282,0.791557
lat_ctx,sz4k_p96,us,6.685000,0.448766,6.660000,0.225225,6.665000,0.375094,6.810000,0.220264,-0.373972,-0.299177,1.869858,2.175544,2.252252
lat_ctx,sz64k_p16,us,6.495000,0.615858,6.515000,0.306984,6.530000,0.459418,6.595000,0.227445,0.307929,0.538876,1.539646,0.995406,1.227936
lat_ctx,sz64k_p2,us,2.350000,0.638298,2.385000,0.419287,2.375000,2.105263,2.380000,0.630252,1.489362,1.063830,1.276596,0.210526,-0.209644
lat_ctx,sz64k_p24,us,6.780000,0.221239,6.755000,0.370096,6.825000,0.293040,6.880000,0.436047,-0.368732,0.663717,1.474926,0.805861,1.850481
lat_ctx,sz64k_p32,us,7.180000,0.348189,7.145000,0.209937,7.175000,0.348432,7.300000,0.547945,-0.487465,-0.069638,1.671309,1.742160,2.169349
lat_ctx,sz64k_p4,us,6.180000,0.161812,6.195000,0.403551,6.210000,0.724638,6.225000,0.562249,0.242718,0.485437,0.728155,0.241546,0.484262
lat_ctx,sz64k_p64,us,9.235000,0.324851,9.205000,0.597501,9.270000,0.323625,9.460000,0.317125,-0.324851,0.378993,2.436383,2.049622,2.770234
lat_ctx,sz64k_p8,us,6.305000,0.475813,6.330000,0.315956,6.365000,0.392773,6.455000,0.697134,0.396511,0.951626,2.379064,1.413983,1.974724
lat_ctx,sz64k_p96,us,11.775000,0.169851,11.750000,0.340426,11.900000,0.210084,12.065000,0.372980,-0.212314,1.061571,2.462845,1.386555,2.680851
lat_ctx,sz8k_p16,us,5.895000,0.424088,5.905000,0.508044,5.895000,0.424088,5.945000,0.336417,0.169635,0,0.848176,0.848176,0.677392
lat_ctx,sz8k_p2,us,2.310000,1.515152,2.380000,2.100840,2.425000,1.855670,2.365000,1.691332,3.030303,4.978355,2.380952,-2.474227,-0.630252
