Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分49秒   999    110283   40.00   13.00    0.00    0.00   53.00     3      0.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分50秒   999    110283   43.00   12.00    0.00    0.00   55.00     3      0.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分51秒   999    110283   45.00    8.00    0.00    0.00   53.00     3      9.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分52秒   999    110283   46.00    9.00    0.00    0.00   55.00     3     10.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分53秒   999    110283   41.00   13.00    0.00    0.00   54.00     3      0.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分54秒   999    110283   43.00   11.00    0.00    0.00   54.00     3      0.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分55秒   999    110283   39.00   15.00    0.00    0.00   54.00     3      0.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分56秒   999    110283   34.00   19.00    0.00    0.00   53.00     3     16.00      0.00 2670164  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分57秒   999    110283   85.00   25.00    0.00    0.00  110.00     3  16686.00      0.00 2755724  193392   0.59  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分58秒   999    110283  212.00   50.00    0.00    0.00  262.00     3  17349.00      0.00 2776316  216396   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分59秒   999    110283  200.00   54.00    0.00    0.00  254.00     3  15851.00      0.00 2781856  222068   0.68  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分00秒   999    110283  200.00   49.00    0.00    0.00  249.00     3  19571.00      0.00 2771152  211808   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分01秒   999    110283  193.00   54.00    0.00    0.00  247.00     3  24897.00      0.00 2780724  218436   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分02秒   999    110283  195.00   56.00    0.00    0.00  251.00     3  14466.00      0.00 2776776  220204   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分03秒   999    110283  206.00   46.00    0.00    0.00  252.00     3  15512.00      0.00 2778260  220964   0.68  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分04秒   999    110283  199.00   52.00    0.00    0.00  251.00     3  19363.00      0.00 2770948  208296   0.64  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分05秒   999    110283  199.00   55.00    0.00    0.00  254.00     3  16793.00      0.00 2771964  212728   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分06秒   999    110283  199.00   54.00    0.00    0.00  253.00     3  19100.00      0.00 2779144  219380   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分07秒   999    110283  205.00   48.00    0.00    0.00  253.00     3  16367.00      0.00 2777400  218332   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分08秒   999    110283  204.00   50.00    0.00    0.00  254.00     3  15117.00      0.00 2778348  221252   0.68  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分09秒   999    110283  203.00   51.00    0.00    0.00  254.00     3  15642.00      0.00 2774656  217448   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分10秒   999    110283  178.00   47.00    0.00    0.00  225.00     3  50114.00      0.00 2778312  212264   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分11秒   999    110283  167.00   56.00    0.00    0.00  223.00     3  48315.00      0.00 2794280  215000   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分12秒   999    110283  189.00   56.00    0.00    0.00  245.00     3  24609.00      0.00 2789908  214664   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分13秒   999    110283  181.00   49.00    0.00    0.00  230.00     3  40962.00      0.00 2802656  226408   0.69  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分14秒   999    110283  209.00   53.00    0.00    0.00  262.00     3  11856.00      0.00 2789352  220040   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分15秒   999    110283  108.00   64.00    0.00    0.00  172.00     3   1606.00      0.00 2788228  219276   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分16秒   999    110283  107.00   42.00    0.00    0.00  149.00     3      0.00      0.00 2784628  217452   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分17秒   999    110283  100.00   48.00    0.00    0.00  148.00     3    101.00      0.00 2783444  214956   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分18秒   999    110283   89.00   59.00    0.00    0.00  148.00     3    100.00      0.00 2781380  212984   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分19秒   999    110283   99.00   50.00    0.00    0.00  149.00     3    214.00      0.00 2779828  211256   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分20秒   999    110283   92.00   56.00    0.00    0.00  148.00     3    125.00      0.00 2777692  209744   0.64  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分21秒   999    110283   92.00   56.00    0.00    0.00  148.00     3    316.00      0.00 2777244  208988   0.64  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分22秒   999    110283  103.00   44.00    0.00    0.00  147.00     3    290.00      0.00 2775648  208432   0.64  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分23秒   999    110283   97.00   53.00    0.00    0.00  150.00     3     84.00      0.00 2772832  206556   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分24秒   999    110283   93.00   55.00    0.00    0.00  148.00     3    171.00      0.00 2771136  204084   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分25秒   999    110283   92.00   57.00    0.00    0.00  149.00     3    154.00      0.00 2768704  202168   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分26秒   999    110283   94.00   52.00    0.00    0.00  146.00     3     70.00      0.00 2766576  199992   0.61  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分27秒   999    110283   95.00   54.00    0.00    0.00  149.00     3    213.00      0.00 2764800  197896   0.61  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分28秒   999    110283   95.00   53.00    0.00    0.00  148.00     3    132.00      0.00 2763008  195908   0.60  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分29秒   999    110283   93.00   56.00    0.00    0.00  149.00     3     93.00      0.00 2760704  194016   0.59  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分30秒   999    110283  100.00   50.00    0.00    0.00  150.00     3     55.00      0.00 2758448  191988   0.59  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分31秒   999    110283   84.00   63.00    0.00    0.00  147.00     3    105.00      0.00 2756944  189840   0.58  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分32秒   999    110283   91.00   56.00    0.00    0.00  147.00     3    148.00      0.00 2755664  188180   0.58  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分33秒   999    110283  101.00   47.00    0.00    0.00  148.00     3    193.00      0.00 2753600  186868   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分34秒   999    110283   96.00   53.00    0.00    0.00  149.00     3    124.00      0.00 2751472  184960   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分35秒   999    110283   93.00   55.00    0.00    0.00  148.00     3    205.00      0.00 2750784  183544   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分36秒   999    110283  109.00   41.00    0.00    0.00  150.00     3     81.00      0.00 2748928  182376   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分37秒   999    110283   91.00   55.00    0.00    0.00  146.00     3    281.00      0.00 2748528  180972   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分38秒   999    110283   98.00   52.00    0.00    0.00  150.00     3     59.00      0.00 2746224  179232   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分39秒   999    110283   90.00   59.00    0.00    0.00  149.00     3     80.00      0.00 2743792  177196   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分40秒   999    110283   92.00   56.00    0.00    0.00  148.00     3     73.00      0.00 2739400  172392   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分41秒   999    110283   92.00   56.00    0.00    0.00  148.00     3    204.00      0.00 2736900  170076   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分42秒   999    110283   88.00   60.00    0.00    0.00  148.00     3    132.00      0.00 2733796  167772   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分43秒   999    110283   82.00   66.00    0.00    0.00  148.00     3    115.00      0.00 2725760  164132   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分44秒   999    110283   97.00   51.00    0.00    0.00  148.00     3    113.00      0.00 2724572  164000   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分45秒   999    110283   91.00   56.00    0.00    0.00  147.00     3    156.00      0.00 2724332  163996   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分46秒   999    110283   98.00   51.00    0.00    0.00  149.00     3    110.00      0.00 2723676  163836   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分47秒   999    110283   92.00   55.00    0.00    0.00  147.00     3    181.00      0.00 2723316  163268   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分48秒   999    110283   95.00   54.00    0.00    0.00  149.00     3    130.00      0.00 2722948  162892   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分49秒   999    110283   92.00   55.00    0.00    0.00  147.00     3    154.00      0.00 2722644  162880   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分50秒   999    110283   90.00   58.00    0.00    0.00  148.00     3    148.00      0.00 2723108  162688   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分51秒   999    110283   95.00   53.00    0.00    0.00  148.00     3     82.00      0.00 2722452  162688   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分52秒   999    110283   99.00   48.00    0.00    0.00  147.00     3    122.00      0.00 2721620  161804   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分53秒   999    110283   93.00   56.00    0.00    0.00  149.00     3    190.00      0.00 2721252  161400   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分54秒   999    110283   93.00   55.00    0.00    0.00  148.00     3    139.00      0.00 2720572  160460   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分55秒   999    110283   89.00   58.00    0.00    0.00  147.00     3     91.00      0.00 2719692  160020   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分56秒   999    110283  100.00   50.00    0.00    0.00  150.00     3    220.00      0.00 2719604  160188   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分57秒   999    110283  100.00   49.00    0.00    0.00  149.00     3    148.00      0.00 2719364  159652   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分58秒   999    110283   95.00   52.00    0.00    0.00  147.00     3    175.00      0.00 2719364  159592   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时57分59秒   999    110283   84.00   63.00    0.00    0.00  147.00     3     63.00      0.00 2718788  159592   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分00秒   999    110283   80.00   68.00    0.00    0.00  148.00     3    137.00      0.00 2718692  159208   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分01秒   999    110283   94.00   55.00    0.00    0.00  149.00     3    128.00      0.00 2718192  159464   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分02秒   999    110283   97.00   52.00    0.00    0.00  149.00     3    151.00      0.00 2716732  159440   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分03秒   999    110283   88.00   62.00    0.00    0.00  150.00     3    196.00      0.00 2716636  158976   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分04秒   999    110283   88.00   60.00    0.00    0.00  148.00     3    140.00      0.00 2715756  158468   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分05秒   999    110283   98.00   50.00    0.00    0.00  148.00     3     91.00      0.00 2713616  156728   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分06秒   999    110283   93.00   56.00    0.00    0.00  149.00     3    204.00      0.00 2714280  157112   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分07秒   999    110283   90.00   60.00    0.00    0.00  150.00     3     96.00      0.00 2714280  156804   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分08秒   999    110283   93.00   55.00    0.00    0.00  148.00     3    169.00      0.00 2714792  156932   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分09秒   999    110283   93.00   54.00    0.00    0.00  147.00     3     62.00      0.00 2713768  156792   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分10秒   999    110283  102.00   46.00    0.00    0.00  148.00     3    113.00      0.00 2713912  156460   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分11秒   999    110283   99.00   50.00    0.00    0.00  149.00     3     76.00      0.00 2713400  156332   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分12秒   999    110283   97.00   52.00    0.00    0.00  149.00     3    131.00      0.00 2713040  156572   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分13秒   999    110283   97.00   51.00    0.00    0.00  148.00     3    173.00      0.00 2710628  155220   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分14秒   999    110283  100.00   50.00    0.00    0.00  150.00     3    156.00      0.00 2709612  153648   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分15秒   999    110283   94.00   55.00    0.00    0.00  149.00     3    165.00      0.00 2709296  152736   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分16秒   999    110283   89.00   60.00    0.00    0.00  149.00     3    155.00      0.00 2708928  152464   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分17秒   999    110283   97.00   52.00    0.00    0.00  149.00     3     81.00      0.00 2707032  151528   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分18秒   999    110283   97.00   53.00    0.00    0.00  150.00     3     35.00      0.00 2705432  151372   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分19秒   999    110283   88.00   60.00    0.00    0.00  148.00     3    142.00      0.00 2704992  150664   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分20秒   999    110283   92.00   55.00    0.00    0.00  147.00     3    136.00      0.00 2702580  149188   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分21秒   999    110283   85.00   63.00    0.00    0.00  148.00     3     61.00      0.00 2701184  147204   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分22秒   999    110283   99.00   50.00    0.00    0.00  149.00     3     95.00      0.00 2701648  147332   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分23秒   999    110283   98.00   50.00    0.00    0.00  148.00     3    499.00      0.00 2702528  148996   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分24秒   999    110283  101.00   49.00    0.00    0.00  150.00     3      0.00      0.00 2700404  147908   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分25秒   999    110283   94.00   55.00    0.00    0.00  149.00     3    147.00      0.00 2699892  146700   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分26秒   999    110283   96.00   52.00    0.00    0.00  148.00     3    224.00      0.00 2699892  146924   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分27秒   999    110283   92.00   56.00    0.00    0.00  148.00     3    156.00      0.00 2699892  146772   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分28秒   999    110283   95.00   55.00    0.00    0.00  150.00     3    104.00      0.00 2699524  146400   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分29秒   999    110283  102.00   48.00    0.00    0.00  150.00     3     54.00      0.00 2699156  146028   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分30秒   999    110283   93.00   58.00    0.00    0.00  151.00     3    103.00      0.00 2698796  145956   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分31秒   999    110283   97.00   53.00    0.00    0.00  150.00     3    253.00      0.00 2699308  145856   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分32秒   999    110283   97.00   51.00    0.00    0.00  148.00     3    171.00      0.00 2699308  145768   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分33秒   999    110283   88.00   62.00    0.00    0.00  150.00     3     65.00      0.00 2698796  145760   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分34秒   999    110283   89.00   60.00    0.00    0.00  149.00     3    148.00      0.00 2698796  145776   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分35秒   999    110283   93.00   55.00    0.00    0.00  148.00     3    104.00      0.00 2698796  145596   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分36秒   999    110283  100.00   49.00    0.00    0.00  149.00     3    201.00      0.00 2699308  145704   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分37秒   999    110283  105.00   43.00    0.00    0.00  148.00     3    138.00      0.00 2699564  146060   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分38秒   999    110283   92.00   57.00    0.00    0.00  149.00     3     67.00      0.00 2698684  145940   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分39秒   999    110283  104.00   43.00    0.00    0.00  147.00     3    209.00      0.00 2699196  145792   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分40秒   999    110283   90.00   59.00    0.00    0.00  149.00     3     33.00      0.00 2699196  145792   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分41秒   999    110283   88.00   61.00    0.00    0.00  149.00     3    145.00      0.00 2698684  145604   0.45  beam.smp

