mode,family,label,operation,size_mb,run,metric,value,unit
protected,mmap_split,mmap_read_touch_unmap-64MB-run-3,mmap_read_touch_unmap,64,3,per_iter,374.898683,us
protected,mmap_split,write_touch_cold-64MB-run-1,write_touch_cold,64,1,per_iter,506.722937,us
protected,mmap_split,write_touch_cold-64MB-run-2,write_touch_cold,64,2,per_iter,595.563160,us
protected,mmap_split,write_touch_cold-64MB-run-3,write_touch_cold,64,3,per_iter,594.990277,us
protected,mmap_split,read_touch_cold-64MB-run-1,read_touch_cold,64,1,per_iter,275.591220,us
protected,mmap_split,read_touch_cold-64MB-run-2,read_touch_cold,64,2,per_iter,206.410140,us
protected,mmap_split,read_touch_cold-64MB-run-3,read_touch_cold,64,3,per_iter,253.839540,us
protected,mmap_split,write_touch_hot-64MB-run-1,write_touch_hot,64,1,per_iter,2.872857,us
protected,mmap_split,write_touch_hot-64MB-run-2,write_touch_hot,64,2,per_iter,2.635363,us
protected,mmap_split,write_touch_hot-64MB-run-3,write_touch_hot,64,3,per_iter,1.747640,us
protected,mmap_split,read_touch_hot-64MB-run-1,read_touch_hot,64,1,per_iter,3.105467,us
protected,mmap_split,read_touch_hot-64MB-run-2,read_touch_hot,64,2,per_iter,6.355253,us
protected,mmap_split,read_touch_hot-64MB-run-3,read_touch_hot,64,3,per_iter,5.554607,us
protected,mmap_split,munmap_after_no_touch-64MB-run-1,munmap_after_no_touch,64,1,per_iter,1.524927,us
protected,mmap_split,munmap_after_no_touch-64MB-run-2,munmap_after_no_touch,64,2,per_iter,1.726447,us
protected,mmap_split,munmap_after_no_touch-64MB-run-3,munmap_after_no_touch,64,3,per_iter,5.235593,us
protected,mmap_split,munmap_after_write_touch-64MB-run-1,munmap_after_write_touch,64,1,per_iter,45.084497,us
protected,mmap_split,munmap_after_write_touch-64MB-run-2,munmap_after_write_touch,64,2,per_iter,45.597043,us
protected,mmap_split,munmap_after_write_touch-64MB-run-3,munmap_after_write_touch,64,3,per_iter,44.586653,us
protected,mmap_split,munmap_after_read_touch-64MB-run-1,munmap_after_read_touch,64,1,per_iter,89.515390,us
protected,mmap_split,munmap_after_read_touch-64MB-run-2,munmap_after_read_touch,64,2,per_iter,114.538810,us
protected,mmap_split,munmap_after_read_touch-64MB-run-3,munmap_after_read_touch,64,3,per_iter,95.872367,us
protected,lat_mem_rd,64MB-stride128-run-1,load_stride_128,64.00000,1,load_latency,3.523,ns
protected,lat_mem_rd,64MB-stride128-run-2,load_stride_128,64.00000,2,load_latency,3.518,ns
protected,lat_mem_rd,64MB-stride128-run-3,load_stride_128,64.00000,3,load_latency,3.487,ns
protected,bw_mem,rd-64m-run-1,rd,67.11,1,bandwidth,25870.80,MB/s
protected,bw_mem,rd-64m-run-2,rd,67.11,2,bandwidth,26410.41,MB/s
protected,bw_mem,rd-64m-run-3,rd,67.11,3,bandwidth,28067.28,MB/s
protected,bw_mem,wr-64m-run-1,wr,67.11,1,bandwidth,16318.26,MB/s
protected,bw_mem,wr-64m-run-2,wr,67.11,2,bandwidth,15590.40,MB/s
protected,bw_mem,wr-64m-run-3,wr,67.11,3,bandwidth,17102.16,MB/s
protected,bw_mem,rdwr-64m-run-1,rdwr,67.11,1,bandwidth,16434.15,MB/s
protected,bw_mem,rdwr-64m-run-2,rdwr,67.11,2,bandwidth,15959.30,MB/s
protected,bw_mem,rdwr-64m-run-3,rdwr,67.11,3,bandwidth,16743.73,MB/s
protected,bw_mmap_rd,mmap_only-64m-run-1,mmap_only,67.11,1,bandwidth,24231.40,MB/s
protected,bw_mmap_rd,open2close-64m-run-1,open2close,67.11,1,bandwidth,9721.70,MB/s
protected,bw_mmap_rd,mmap_only-64m-run-2,mmap_only,67.11,2,bandwidth,24385.49,MB/s
protected,bw_mmap_rd,open2close-64m-run-2,open2close,67.11,2,bandwidth,8924.05,MB/s
protected,bw_mmap_rd,mmap_only-64m-run-3,mmap_only,67.11,3,bandwidth,23033.76,MB/s
protected,bw_mmap_rd,open2close-64m-run-3,open2close,67.11,3,bandwidth,8968.18,MB/s
nvhe,lat_mmap_precise,size-0.5MB-run-1,mmap_write_touch_unmap,0.5,1,per_iter,14.491024,us
nvhe,lat_mmap_precise,size-0.5MB-run-2,mmap_write_touch_unmap,0.5,2,per_iter,11.493180,us
nvhe,lat_mmap_precise,size-0.5MB-run-3,mmap_write_touch_unmap,0.5,3,per_iter,11.194165,us
nvhe,lat_mmap_precise,size-0.5MB-run-4,mmap_write_touch_unmap,0.5,4,per_iter,12.788607,us
nvhe,lat_mmap_precise,size-0.5MB-run-5,mmap_write_touch_unmap,0.5,5,per_iter,10.967009,us
nvhe,lat_mmap_precise,size-1MB-run-1,mmap_write_touch_unmap,1,1,per_iter,11.478297,us
nvhe,lat_mmap_precise,size-1MB-run-2,mmap_write_touch_unmap,1,2,per_iter,16.408554,us
nvhe,lat_mmap_precise,size-1MB-run-3,mmap_write_touch_unmap,1,3,per_iter,16.720673,us
nvhe,lat_mmap_precise,size-1MB-run-4,mmap_write_touch_unmap,1,4,per_iter,18.663564,us
nvhe,lat_mmap_precise,size-1MB-run-5,mmap_write_touch_unmap,1,5,per_iter,18.682256,us
nvhe,lat_mmap_precise,size-2MB-run-1,mmap_write_touch_unmap,2,1,per_iter,28.223047,us
nvhe,lat_mmap_precise,size-2MB-run-2,mmap_write_touch_unmap,2,2,per_iter,20.506779,us
nvhe,lat_mmap_precise,size-2MB-run-3,mmap_write_touch_unmap,2,3,per_iter,23.133675,us
nvhe,lat_mmap_precise,size-2MB-run-4,mmap_write_touch_unmap,2,4,per_iter,24.969466,us
nvhe,lat_mmap_precise,size-2MB-run-5,mmap_write_touch_unmap,2,5,per_iter,29.854411,us
nvhe,lat_mmap_precise,size-4MB-run-1,mmap_write_touch_unmap,4,1,per_iter,45.919176,us
nvhe,lat_mmap_precise,size-4MB-run-2,mmap_write_touch_unmap,4,2,per_iter,40.903754,us
nvhe,lat_mmap_precise,size-4MB-run-3,mmap_write_touch_unmap,4,3,per_iter,40.072374,us
nvhe,lat_mmap_precise,size-4MB-run-4,mmap_write_touch_unmap,4,4,per_iter,48.777249,us
nvhe,lat_mmap_precise,size-4MB-run-5,mmap_write_touch_unmap,4,5,per_iter,38.573459,us
nvhe,lat_mmap_precise,size-8MB-run-1,mmap_write_touch_unmap,8,1,per_iter,89.729126,us
nvhe,lat_mmap_precise,size-8MB-run-2,mmap_write_touch_unmap,8,2,per_iter,89.682576,us
nvhe,lat_mmap_precise,size-8MB-run-3,mmap_write_touch_unmap,8,3,per_iter,88.048727,us
nvhe,lat_mmap_precise,size-8MB-run-4,mmap_write_touch_unmap,8,4,per_iter,75.451985,us
nvhe,lat_mmap_precise,size-8MB-run-5,mmap_write_touch_unmap,8,5,per_iter,78.420511,us
nvhe,lat_mmap_precise,size-16MB-run-1,mmap_write_touch_unmap,16,1,per_iter,200.531331,us
nvhe,lat_mmap_precise,size-16MB-run-2,mmap_write_touch_unmap,16,2,per_iter,165.235962,us
nvhe,lat_mmap_precise,size-16MB-run-3,mmap_write_touch_unmap,16,3,per_iter,167.242920,us
nvhe,lat_mmap_precise,size-16MB-run-4,mmap_write_touch_unmap,16,4,per_iter,155.043091,us
nvhe,lat_mmap_precise,size-16MB-run-5,mmap_write_touch_unmap,16,5,per_iter,129.578613,us
nvhe,lat_mmap_precise,size-64MB-run-1,mmap_write_touch_unmap,64,1,per_iter,622.501357,us
nvhe,lat_mmap_precise,size-64MB-run-2,mmap_write_touch_unmap,64,2,per_iter,645.062933,us
nvhe,lat_mmap_precise,size-64MB-run-3,mmap_write_touch_unmap,64,3,per_iter,633.362087,us
nvhe,lat_mmap_precise,size-64MB-run-4,mmap_write_touch_unmap,64,4,per_iter,631.600887,us
nvhe,lat_mmap_precise,size-64MB-run-5,mmap_write_touch_unmap,64,5,per_iter,531.613637,us
nvhe,mmap_split,openclose-0.5MB-run-1,openclose,0.5,1,per_iter,2.431718,us
nvhe,mmap_split,openclose-0.5MB-run-2,openclose,0.5,2,per_iter,4.805164,us
nvhe,mmap_split,openclose-0.5MB-run-3,openclose,0.5,3,per_iter,2.448303,us
nvhe,mmap_split,mmap_unmap-0.5MB-run-1,mmap_unmap,0.5,1,per_iter,6.223026,us
nvhe,mmap_split,mmap_unmap-0.5MB-run-2,mmap_unmap,0.5,2,per_iter,6.077592,us
nvhe,mmap_split,mmap_unmap-0.5MB-run-3,mmap_unmap,0.5,3,per_iter,4.442489,us
nvhe,mmap_split,mmap_populate_unmap-0.5MB-run-1,mmap_populate_unmap,0.5,1,per_iter,30.375525,us
nvhe,mmap_split,mmap_populate_unmap-0.5MB-run-2,mmap_populate_unmap,0.5,2,per_iter,27.582218,us
nvhe,mmap_split,mmap_populate_unmap-0.5MB-run-3,mmap_populate_unmap,0.5,3,per_iter,28.241097,us
nvhe,mmap_split,mmap_write_touch_unmap-0.5MB-run-1,mmap_write_touch_unmap,0.5,1,per_iter,12.969320,us
nvhe,mmap_split,mmap_write_touch_unmap-0.5MB-run-2,mmap_write_touch_unmap,0.5,2,per_iter,11.746672,us
nvhe,mmap_split,mmap_write_touch_unmap-0.5MB-run-3,mmap_write_touch_unmap,0.5,3,per_iter,12.653239,us
nvhe,mmap_split,mmap_read_touch_unmap-0.5MB-run-1,mmap_read_touch_unmap,0.5,1,per_iter,12.356470,us
nvhe,mmap_split,mmap_read_touch_unmap-0.5MB-run-2,mmap_read_touch_unmap,0.5,2,per_iter,8.427612,us
nvhe,mmap_split,mmap_read_touch_unmap-0.5MB-run-3,mmap_read_touch_unmap,0.5,3,per_iter,9.807341,us
nvhe,mmap_split,write_touch_cold-0.5MB-run-1,write_touch_cold,0.5,1,per_iter,5.457427,us
nvhe,mmap_split,write_touch_cold-0.5MB-run-2,write_touch_cold,0.5,2,per_iter,4.158849,us
nvhe,mmap_split,write_touch_cold-0.5MB-run-3,write_touch_cold,0.5,3,per_iter,5.193527,us
nvhe,mmap_split,read_touch_cold-0.5MB-run-1,read_touch_cold,0.5,1,per_iter,2.829248,us
nvhe,mmap_split,read_touch_cold-0.5MB-run-2,read_touch_cold,0.5,2,per_iter,2.721689,us
nvhe,mmap_split,read_touch_cold-0.5MB-run-3,read_touch_cold,0.5,3,per_iter,2.790596,us
nvhe,mmap_split,write_touch_hot-0.5MB-run-1,write_touch_hot,0.5,1,per_iter,0.005676,us
nvhe,mmap_split,write_touch_hot-0.5MB-run-2,write_touch_hot,0.5,2,per_iter,0.003365,us
nvhe,mmap_split,write_touch_hot-0.5MB-run-3,write_touch_hot,0.5,3,per_iter,0.008032,us
nvhe,mmap_split,read_touch_hot-0.5MB-run-1,read_touch_hot,0.5,1,per_iter,0.011719,us
nvhe,mmap_split,read_touch_hot-0.5MB-run-2,read_touch_hot,0.5,2,per_iter,0.003890,us
nvhe,mmap_split,read_touch_hot-0.5MB-run-3,read_touch_hot,0.5,3,per_iter,0.006771,us
nvhe,mmap_split,munmap_after_no_touch-0.5MB-run-1,munmap_after_no_touch,0.5,1,per_iter,1.357337,us
nvhe,mmap_split,munmap_after_no_touch-0.5MB-run-2,munmap_after_no_touch,0.5,2,per_iter,2.410910,us
nvhe,mmap_split,munmap_after_no_touch-0.5MB-run-3,munmap_after_no_touch,0.5,3,per_iter,2.071233,us
nvhe,mmap_split,munmap_after_write_touch-0.5MB-run-1,munmap_after_write_touch,0.5,1,per_iter,2.439092,us
nvhe,mmap_split,munmap_after_write_touch-0.5MB-run-2,munmap_after_write_touch,0.5,2,per_iter,2.952047,us
nvhe,mmap_split,munmap_after_write_touch-0.5MB-run-3,munmap_after_write_touch,0.5,3,per_iter,3.051091,us
nvhe,mmap_split,munmap_after_read_touch-0.5MB-run-1,munmap_after_read_touch,0.5,1,per_iter,6.909595,us
nvhe,mmap_split,munmap_after_read_touch-0.5MB-run-2,munmap_after_read_touch,0.5,2,per_iter,4.209315,us
nvhe,mmap_split,munmap_after_read_touch-0.5MB-run-3,munmap_after_read_touch,0.5,3,per_iter,3.950798,us
nvhe,mmap_split,openclose-1MB-run-1,openclose,1,1,per_iter,4.661031,us
nvhe,mmap_split,openclose-1MB-run-2,openclose,1,2,per_iter,5.498240,us
nvhe,mmap_split,openclose-1MB-run-3,openclose,1,3,per_iter,4.337331,us
nvhe,mmap_split,mmap_unmap-1MB-run-1,mmap_unmap,1,1,per_iter,5.866796,us
nvhe,mmap_split,mmap_unmap-1MB-run-2,mmap_unmap,1,2,per_iter,5.617610,us
nvhe,mmap_split,mmap_unmap-1MB-run-3,mmap_unmap,1,3,per_iter,5.421422,us
nvhe,mmap_split,mmap_populate_unmap-1MB-run-1,mmap_populate_unmap,1,1,per_iter,49.161596,us
nvhe,mmap_split,mmap_populate_unmap-1MB-run-2,mmap_populate_unmap,1,2,per_iter,48.020894,us
nvhe,mmap_split,mmap_populate_unmap-1MB-run-3,mmap_populate_unmap,1,3,per_iter,49.966482,us
nvhe,mmap_split,mmap_write_touch_unmap-1MB-run-1,mmap_write_touch_unmap,1,1,per_iter,16.357757,us
nvhe,mmap_split,mmap_write_touch_unmap-1MB-run-2,mmap_write_touch_unmap,1,2,per_iter,15.671738,us
nvhe,mmap_split,mmap_write_touch_unmap-1MB-run-3,mmap_write_touch_unmap,1,3,per_iter,16.211390,us
nvhe,mmap_split,mmap_read_touch_unmap-1MB-run-1,mmap_read_touch_unmap,1,1,per_iter,15.318263,us
nvhe,mmap_split,mmap_read_touch_unmap-1MB-run-2,mmap_read_touch_unmap,1,2,per_iter,15.401281,us
nvhe,mmap_split,mmap_read_touch_unmap-1MB-run-3,mmap_read_touch_unmap,1,3,per_iter,15.833466,us
nvhe,mmap_split,write_touch_cold-1MB-run-1,write_touch_cold,1,1,per_iter,7.747911,us
nvhe,mmap_split,write_touch_cold-1MB-run-2,write_touch_cold,1,2,per_iter,7.671906,us
nvhe,mmap_split,write_touch_cold-1MB-run-3,write_touch_cold,1,3,per_iter,10.191939,us
nvhe,mmap_split,read_touch_cold-1MB-run-1,read_touch_cold,1,1,per_iter,4.957723,us
nvhe,mmap_split,read_touch_cold-1MB-run-2,read_touch_cold,1,2,per_iter,4.683769,us
nvhe,mmap_split,read_touch_cold-1MB-run-3,read_touch_cold,1,3,per_iter,6.473039,us
nvhe,mmap_split,write_touch_hot-1MB-run-1,write_touch_hot,1,1,per_iter,0.007055,us
nvhe,mmap_split,write_touch_hot-1MB-run-2,write_touch_hot,1,2,per_iter,0.005931,us
nvhe,mmap_split,write_touch_hot-1MB-run-3,write_touch_hot,1,3,per_iter,0.005112,us
nvhe,mmap_split,read_touch_hot-1MB-run-1,read_touch_hot,1,1,per_iter,0.023458,us
nvhe,mmap_split,read_touch_hot-1MB-run-2,read_touch_hot,1,2,per_iter,0.019216,us
nvhe,mmap_split,read_touch_hot-1MB-run-3,read_touch_hot,1,3,per_iter,0.014191,us
nvhe,mmap_split,munmap_after_no_touch-1MB-run-1,munmap_after_no_touch,1,1,per_iter,2.168989,us
nvhe,mmap_split,munmap_after_no_touch-1MB-run-2,munmap_after_no_touch,1,2,per_iter,2.305050,us
nvhe,mmap_split,munmap_after_no_touch-1MB-run-3,munmap_after_no_touch,1,3,per_iter,2.338803,us
nvhe,mmap_split,munmap_after_write_touch-1MB-run-1,munmap_after_write_touch,1,1,per_iter,5.440428,us
nvhe,mmap_split,munmap_after_write_touch-1MB-run-2,munmap_after_write_touch,1,2,per_iter,3.163762,us
nvhe,mmap_split,munmap_after_write_touch-1MB-run-3,munmap_after_write_touch,1,3,per_iter,6.361016,us
nvhe,mmap_split,munmap_after_read_touch-1MB-run-1,munmap_after_read_touch,1,1,per_iter,5.025407,us
nvhe,mmap_split,munmap_after_read_touch-1MB-run-2,munmap_after_read_touch,1,2,per_iter,5.033021,us
nvhe,mmap_split,munmap_after_read_touch-1MB-run-3,munmap_after_read_touch,1,3,per_iter,6.458292,us
nvhe,mmap_split,openclose-2MB-run-1,openclose,2,1,per_iter,6.121655,us
nvhe,mmap_split,openclose-2MB-run-2,openclose,2,2,per_iter,2.698169,us
nvhe,mmap_split,openclose-2MB-run-3,openclose,2,3,per_iter,2.708911,us
nvhe,mmap_split,mmap_unmap-2MB-run-1,mmap_unmap,2,1,per_iter,2.942480,us
nvhe,mmap_split,mmap_unmap-2MB-run-2,mmap_unmap,2,2,per_iter,6.795898,us
nvhe,mmap_split,mmap_unmap-2MB-run-3,mmap_unmap,2,3,per_iter,7.531958,us
nvhe,mmap_split,mmap_populate_unmap-2MB-run-1,mmap_populate_unmap,2,1,per_iter,86.849243,us
nvhe,mmap_split,mmap_populate_unmap-2MB-run-2,mmap_populate_unmap,2,2,per_iter,91.880884,us
nvhe,mmap_split,mmap_populate_unmap-2MB-run-3,mmap_populate_unmap,2,3,per_iter,93.768970,us
nvhe,mmap_split,mmap_write_touch_unmap-2MB-run-1,mmap_write_touch_unmap,2,1,per_iter,21.216162,us
nvhe,mmap_split,mmap_write_touch_unmap-2MB-run-2,mmap_write_touch_unmap,2,2,per_iter,27.750195,us
nvhe,mmap_split,mmap_write_touch_unmap-2MB-run-3,mmap_write_touch_unmap,2,3,per_iter,27.599113,us
nvhe,mmap_split,mmap_read_touch_unmap-2MB-run-1,mmap_read_touch_unmap,2,1,per_iter,21.877987,us
nvhe,mmap_split,mmap_read_touch_unmap-2MB-run-2,mmap_read_touch_unmap,2,2,per_iter,23.271981,us
nvhe,mmap_split,mmap_read_touch_unmap-2MB-run-3,mmap_read_touch_unmap,2,3,per_iter,17.373299,us
nvhe,mmap_split,write_touch_cold-2MB-run-1,write_touch_cold,2,1,per_iter,17.629064,us
nvhe,mmap_split,write_touch_cold-2MB-run-2,write_touch_cold,2,2,per_iter,17.501262,us
nvhe,mmap_split,write_touch_cold-2MB-run-3,write_touch_cold,2,3,per_iter,17.592026,us
nvhe,mmap_split,read_touch_cold-2MB-run-1,read_touch_cold,2,1,per_iter,8.917486,us
nvhe,mmap_split,read_touch_cold-2MB-run-2,read_touch_cold,2,2,per_iter,10.377825,us
nvhe,mmap_split,read_touch_cold-2MB-run-3,read_touch_cold,2,3,per_iter,10.295380,us
nvhe,mmap_split,write_touch_hot-2MB-run-1,write_touch_hot,2,1,per_iter,0.132308,us
nvhe,mmap_split,write_touch_hot-2MB-run-2,write_touch_hot,2,2,per_iter,0.057878,us
nvhe,mmap_split,write_touch_hot-2MB-run-3,write_touch_hot,2,3,per_iter,0.043905,us
nvhe,mmap_split,read_touch_hot-2MB-run-1,read_touch_hot,2,1,per_iter,0.026481,us
nvhe,mmap_split,read_touch_hot-2MB-run-2,read_touch_hot,2,2,per_iter,0.053760,us
nvhe,mmap_split,read_touch_hot-2MB-run-3,read_touch_hot,2,3,per_iter,0.065356,us
nvhe,mmap_split,munmap_after_no_touch-2MB-run-1,munmap_after_no_touch,2,1,per_iter,2.489744,us
nvhe,mmap_split,munmap_after_no_touch-2MB-run-2,munmap_after_no_touch,2,2,per_iter,2.333364,us
nvhe,mmap_split,munmap_after_no_touch-2MB-run-3,munmap_after_no_touch,2,3,per_iter,2.775850,us
nvhe,mmap_split,munmap_after_write_touch-2MB-run-1,munmap_after_write_touch,2,1,per_iter,7.704970,us
nvhe,mmap_split,munmap_after_write_touch-2MB-run-2,munmap_after_write_touch,2,2,per_iter,6.438256,us
nvhe,mmap_split,munmap_after_write_touch-2MB-run-3,munmap_after_write_touch,2,3,per_iter,8.536574,us
nvhe,mmap_split,munmap_after_read_touch-2MB-run-1,munmap_after_read_touch,2,1,per_iter,10.033725,us
nvhe,mmap_split,munmap_after_read_touch-2MB-run-2,munmap_after_read_touch,2,2,per_iter,7.099703,us
nvhe,mmap_split,munmap_after_read_touch-2MB-run-3,munmap_after_read_touch,2,3,per_iter,7.105395,us
nvhe,mmap_split,openclose-4MB-run-1,openclose,4,1,per_iter,2.632907,us
nvhe,mmap_split,openclose-4MB-run-2,openclose,4,2,per_iter,6.848104,us
nvhe,mmap_split,openclose-4MB-run-3,openclose,4,3,per_iter,5.210721,us
nvhe,mmap_split,mmap_unmap-4MB-run-1,mmap_unmap,4,1,per_iter,4.403103,us
nvhe,mmap_split,mmap_unmap-4MB-run-2,mmap_unmap,4,2,per_iter,7.399428,us
nvhe,mmap_split,mmap_unmap-4MB-run-3,mmap_unmap,4,3,per_iter,7.659152,us
nvhe,mmap_split,mmap_populate_unmap-4MB-run-1,mmap_populate_unmap,4,1,per_iter,166.407783,us
nvhe,mmap_split,mmap_populate_unmap-4MB-run-2,mmap_populate_unmap,4,2,per_iter,175.059204,us
nvhe,mmap_split,mmap_populate_unmap-4MB-run-3,mmap_populate_unmap,4,3,per_iter,173.135145,us
nvhe,mmap_split,mmap_write_touch_unmap-4MB-run-1,mmap_write_touch_unmap,4,1,per_iter,51.591960,us
nvhe,mmap_split,mmap_write_touch_unmap-4MB-run-2,mmap_write_touch_unmap,4,2,per_iter,49.127224,us
nvhe,mmap_split,mmap_write_touch_unmap-4MB-run-3,mmap_write_touch_unmap,4,3,per_iter,50.918091,us
nvhe,mmap_split,mmap_read_touch_unmap-4MB-run-1,mmap_read_touch_unmap,4,1,per_iter,36.461887,us
nvhe,mmap_split,mmap_read_touch_unmap-4MB-run-2,mmap_read_touch_unmap,4,2,per_iter,30.248752,us
nvhe,mmap_split,mmap_read_touch_unmap-4MB-run-3,mmap_read_touch_unmap,4,3,per_iter,36.234280,us
nvhe,mmap_split,write_touch_cold-4MB-run-1,write_touch_cold,4,1,per_iter,28.009721,us
nvhe,mmap_split,write_touch_cold-4MB-run-2,write_touch_cold,4,2,per_iter,36.488304,us
nvhe,mmap_split,write_touch_cold-4MB-run-3,write_touch_cold,4,3,per_iter,35.245225,us
nvhe,mmap_split,read_touch_cold-4MB-run-1,read_touch_cold,4,1,per_iter,16.179544,us
nvhe,mmap_split,read_touch_cold-4MB-run-2,read_touch_cold,4,2,per_iter,17.610592,us
nvhe,mmap_split,read_touch_cold-4MB-run-3,read_touch_cold,4,3,per_iter,17.279440,us
nvhe,mmap_split,write_touch_hot-4MB-run-1,write_touch_hot,4,1,per_iter,0.343506,us
nvhe,mmap_split,write_touch_hot-4MB-run-2,write_touch_hot,4,2,per_iter,0.181939,us
nvhe,mmap_split,write_touch_hot-4MB-run-3,write_touch_hot,4,3,per_iter,0.339844,us
nvhe,mmap_split,read_touch_hot-4MB-run-1,read_touch_hot,4,1,per_iter,0.160034,us
nvhe,mmap_split,read_touch_hot-4MB-run-2,read_touch_hot,4,2,per_iter,0.190240,us
nvhe,mmap_split,read_touch_hot-4MB-run-3,read_touch_hot,4,3,per_iter,0.099406,us
nvhe,mmap_split,munmap_after_no_touch-4MB-run-1,munmap_after_no_touch,4,1,per_iter,1.739507,us
nvhe,mmap_split,munmap_after_no_touch-4MB-run-2,munmap_after_no_touch,4,2,per_iter,1.462601,us
nvhe,mmap_split,munmap_after_no_touch-4MB-run-3,munmap_after_no_touch,4,3,per_iter,1.616278,us
nvhe,mmap_split,munmap_after_write_touch-4MB-run-1,munmap_after_write_touch,4,1,per_iter,9.527106,us
nvhe,mmap_split,munmap_after_write_touch-4MB-run-2,munmap_after_write_touch,4,2,per_iter,12.550472,us
nvhe,mmap_split,munmap_after_write_touch-4MB-run-3,munmap_after_write_touch,4,3,per_iter,11.559052,us
nvhe,mmap_split,munmap_after_read_touch-4MB-run-1,munmap_after_read_touch,4,1,per_iter,14.764108,us
nvhe,mmap_split,munmap_after_read_touch-4MB-run-2,munmap_after_read_touch,4,2,per_iter,9.576336,us
nvhe,mmap_split,munmap_after_read_touch-4MB-run-3,munmap_after_read_touch,4,3,per_iter,14.836895,us
nvhe,mmap_split,openclose-8MB-run-1,openclose,8,1,per_iter,7.055929,us
nvhe,mmap_split,openclose-8MB-run-2,openclose,8,2,per_iter,6.998800,us
nvhe,mmap_split,openclose-8MB-run-3,openclose,8,3,per_iter,7.184611,us
nvhe,mmap_split,mmap_unmap-8MB-run-1,mmap_unmap,8,1,per_iter,2.915466,us
nvhe,mmap_split,mmap_unmap-8MB-run-2,mmap_unmap,8,2,per_iter,7.912536,us
nvhe,mmap_split,mmap_unmap-8MB-run-3,mmap_unmap,8,3,per_iter,3.462016,us
nvhe,mmap_split,mmap_populate_unmap-8MB-run-1,mmap_populate_unmap,8,1,per_iter,331.602234,us
nvhe,mmap_split,mmap_populate_unmap-8MB-run-2,mmap_populate_unmap,8,2,per_iter,336.031352,us
nvhe,mmap_split,mmap_populate_unmap-8MB-run-3,mmap_populate_unmap,8,3,per_iter,334.514527,us
nvhe,mmap_split,mmap_write_touch_unmap-8MB-run-1,mmap_write_touch_unmap,8,1,per_iter,90.716695,us
nvhe,mmap_split,mmap_write_touch_unmap-8MB-run-2,mmap_write_touch_unmap,8,2,per_iter,89.704204,us
nvhe,mmap_split,mmap_write_touch_unmap-8MB-run-3,mmap_write_touch_unmap,8,3,per_iter,90.326579,us
nvhe,mmap_split,mmap_read_touch_unmap-8MB-run-1,mmap_read_touch_unmap,8,1,per_iter,53.599650,us
nvhe,mmap_split,mmap_read_touch_unmap-8MB-run-2,mmap_read_touch_unmap,8,2,per_iter,43.601909,us
nvhe,mmap_split,mmap_read_touch_unmap-8MB-run-3,mmap_read_touch_unmap,8,3,per_iter,41.752828,us
nvhe,mmap_split,write_touch_cold-8MB-run-1,write_touch_cold,8,1,per_iter,70.107118,us
nvhe,mmap_split,write_touch_cold-8MB-run-2,write_touch_cold,8,2,per_iter,70.857175,us
nvhe,mmap_split,write_touch_cold-8MB-run-3,write_touch_cold,8,3,per_iter,59.178784,us
nvhe,mmap_split,read_touch_cold-8MB-run-1,read_touch_cold,8,1,per_iter,34.402321,us
nvhe,mmap_split,read_touch_cold-8MB-run-2,read_touch_cold,8,2,per_iter,35.260980,us
nvhe,mmap_split,read_touch_cold-8MB-run-3,read_touch_cold,8,3,per_iter,24.797102,us
nvhe,mmap_split,write_touch_hot-8MB-run-1,write_touch_hot,8,1,per_iter,0.431437,us
nvhe,mmap_split,write_touch_hot-8MB-run-2,write_touch_hot,8,2,per_iter,0.396952,us
nvhe,mmap_split,write_touch_hot-8MB-run-3,write_touch_hot,8,3,per_iter,0.446330,us
nvhe,mmap_split,read_touch_hot-8MB-run-1,read_touch_hot,8,1,per_iter,0.405131,us
nvhe,mmap_split,read_touch_hot-8MB-run-2,read_touch_hot,8,2,per_iter,0.188986,us
nvhe,mmap_split,read_touch_hot-8MB-run-3,read_touch_hot,8,3,per_iter,0.188802,us
nvhe,mmap_split,munmap_after_no_touch-8MB-run-1,munmap_after_no_touch,8,1,per_iter,1.348787,us
nvhe,mmap_split,munmap_after_no_touch-8MB-run-2,munmap_after_no_touch,8,2,per_iter,1.571346,us
nvhe,mmap_split,munmap_after_no_touch-8MB-run-3,munmap_after_no_touch,8,3,per_iter,2.441369,us
nvhe,mmap_split,munmap_after_write_touch-8MB-run-1,munmap_after_write_touch,8,1,per_iter,13.310251,us
nvhe,mmap_split,munmap_after_write_touch-8MB-run-2,munmap_after_write_touch,8,2,per_iter,15.495063,us
nvhe,mmap_split,munmap_after_write_touch-8MB-run-3,munmap_after_write_touch,8,3,per_iter,15.903988,us
nvhe,mmap_split,munmap_after_read_touch-8MB-run-1,munmap_after_read_touch,8,1,per_iter,21.266518,us
nvhe,mmap_split,munmap_after_read_touch-8MB-run-2,munmap_after_read_touch,8,2,per_iter,19.483053,us
nvhe,mmap_split,munmap_after_read_touch-8MB-run-3,munmap_after_read_touch,8,3,per_iter,20.765301,us
nvhe,mmap_split,openclose-16MB-run-1,openclose,16,1,per_iter,5.016602,us
nvhe,mmap_split,openclose-16MB-run-2,openclose,16,2,per_iter,7.469075,us
nvhe,mmap_split,openclose-16MB-run-3,openclose,16,3,per_iter,7.969157,us
nvhe,mmap_split,mmap_unmap-16MB-run-1,mmap_unmap,16,1,per_iter,7.848063,us
