project,scenario,metric,unit,higher_better,pair,first_mode,nvhe_boot_median,protected_boot_median,raw_delta_pct,penalty_pct
redis,r3-ttl-eviction,latency_p95,ms,False,3,nvhe,0.975,0.991,1.6410256410256396,1.6410256410256396
redis,r3-ttl-eviction,latency_p95,ms,False,4,protected,0.975,0.999,2.4615384615384706,2.4615384615384706
redis,r3-ttl-eviction,latency_p95,ms,False,5,nvhe,0.983,0.999,1.6276703967446515,1.6276703967446515
redis,r3-ttl-eviction,latency_p99,ms,False,1,nvhe,1.687,1.743,3.319502074688807,3.319502074688807
redis,r3-ttl-eviction,latency_p99,ms,False,2,protected,1.703,1.711,0.4697592483851931,0.4697592483851931
redis,r3-ttl-eviction,latency_p99,ms,False,3,nvhe,1.695,1.719,1.415929203539834,1.415929203539834
redis,r3-ttl-eviction,latency_p99,ms,False,4,protected,1.687,1.735,2.8452874925904093,2.8452874925904093
redis,r3-ttl-eviction,latency_p99,ms,False,5,nvhe,1.711,1.727,0.9351256575102385,0.9351256575102385
redis,r3-ttl-eviction,throughput,ops/s,True,1,nvhe,93947.35,93853.31,-0.10009861906696838,0.10009861906696838
redis,r3-ttl-eviction,throughput,ops/s,True,2,protected,93923.39,93901.07,-0.023764048550622974,0.023764048550622974
redis,r3-ttl-eviction,throughput,ops/s,True,3,nvhe,93935.22,93904.06,-0.03317179647847057,0.03317179647847057
redis,r3-ttl-eviction,throughput,ops/s,True,4,protected,93938.62,93856.86,-0.08703555577034283,0.08703555577034283
redis,r3-ttl-eviction,throughput,ops/s,True,5,nvhe,93914.75,93878.38,-0.03872661110208009,0.03872661110208009
redis,r4-bgsave,latency_avg,ms,False,1,nvhe,0.719,0.739,2.781641168289295,2.781641168289295
redis,r4-bgsave,latency_avg,ms,False,2,protected,0.725,0.726,0.13793103448276334,0.13793103448276334
redis,r4-bgsave,latency_avg,ms,False,3,nvhe,0.716,0.73,1.9553072625698276,1.9553072625698276
redis,r4-bgsave,latency_avg,ms,False,4,protected,0.72,0.74,2.77777777777779,2.77777777777779
redis,r4-bgsave,latency_avg,ms,False,5,nvhe,0.726,0.732,0.8264462809917328,0.8264462809917328
redis,r4-bgsave,latency_p50,ms,False,1,nvhe,0.735,0.751,2.176870748299331,2.176870748299331
redis,r4-bgsave,latency_p50,ms,False,2,protected,0.743,0.743,0.0,0.0
redis,r4-bgsave,latency_p50,ms,False,3,nvhe,0.735,0.743,1.0884353741496655,1.0884353741496655
redis,r4-bgsave,latency_p50,ms,False,4,protected,0.735,0.759,3.2653061224489743,3.2653061224489743
redis,r4-bgsave,latency_p50,ms,False,5,nvhe,0.743,0.751,1.076716016150736,1.076716016150736
redis,r4-bgsave,latency_p95,ms,False,1,nvhe,0.879,0.911,3.640500568828209,3.640500568828209
redis,r4-bgsave,latency_p95,ms,False,2,protected,0.887,0.903,1.8038331454340417,1.8038331454340417
redis,r4-bgsave,latency_p95,ms,False,3,nvhe,0.887,0.903,1.8038331454340417,1.8038331454340417
redis,r4-bgsave,latency_p95,ms,False,4,protected,0.887,0.911,2.7057497181510737,2.7057497181510737
redis,r4-bgsave,latency_p95,ms,False,5,nvhe,0.887,0.903,1.8038331454340417,1.8038331454340417
redis,r4-bgsave,latency_p99,ms,False,1,nvhe,1.471,1.511,2.7192386131883017,2.7192386131883017
redis,r4-bgsave,latency_p99,ms,False,2,protected,1.479,1.479,0.0,0.0
redis,r4-bgsave,latency_p99,ms,False,3,nvhe,1.463,1.487,1.640464798359531,1.640464798359531
redis,r4-bgsave,latency_p99,ms,False,4,protected,1.471,1.511,2.7192386131883017,2.7192386131883017
redis,r4-bgsave,latency_p99,ms,False,5,nvhe,1.487,1.495,0.5379959650302579,0.5379959650302579
redis,r4-bgsave,throughput,ops/s,True,1,nvhe,93936.67,93927.99,-0.009240267937959956,0.009240267937959956
redis,r4-bgsave,throughput,ops/s,True,2,protected,93932.23,93932.24,1.0645973169687295e-05,-1.0645973169687295e-05
redis,r4-bgsave,throughput,ops/s,True,3,nvhe,93935.29,93930.09,-0.005535725710748007,0.005535725710748007
redis,r4-bgsave,throughput,ops/s,True,4,protected,93933.66,93928.63,-0.005354842981741825,0.005354842981741825
redis,r4-bgsave,throughput,ops/s,True,5,nvhe,93933.26,93933.61,0.00037260497507407564,-0.00037260497507407564
