pair,mode,project,scenario,rep,metric,value,unit,higher_better
1,protected,rabbitmq,q2-reliable,1,received,48950.0,msg/s,True
1,protected,rabbitmq,q2-reliable,1,consumer_p95,9986785.0,us,False
1,protected,rabbitmq,q2-reliable,1,consumer_p99,10051244.0,us,False
1,protected,rabbitmq,q2-reliable,1,confirm_p95,161108.0,us,False
1,protected,rabbitmq,q2-reliable,1,confirm_p99,205747.0,us,False
1,protected,rabbitmq,q2-reliable,2,published,51086.0,msg/s,True
1,protected,rabbitmq,q2-reliable,2,received,50486.0,msg/s,True
1,protected,rabbitmq,q2-reliable,2,consumer_p95,4306576.0,us,False
1,protected,rabbitmq,q2-reliable,2,consumer_p99,4378404.0,us,False
1,protected,rabbitmq,q2-reliable,2,confirm_p95,155869.0,us,False
1,protected,rabbitmq,q2-reliable,2,confirm_p99,197802.0,us,False
1,protected,rabbitmq,q2-reliable,3,published,50316.0,msg/s,True
1,protected,rabbitmq,q2-reliable,3,received,49925.0,msg/s,True
1,protected,rabbitmq,q2-reliable,3,consumer_p95,8078701.0,us,False
1,protected,rabbitmq,q2-reliable,3,consumer_p99,8189303.0,us,False
1,protected,rabbitmq,q2-reliable,3,confirm_p95,161527.0,us,False
1,protected,rabbitmq,q2-reliable,3,confirm_p99,202224.0,us,False
1,protected,rabbitmq,q2-reliable,4,published,50767.0,msg/s,True
1,protected,rabbitmq,q2-reliable,4,received,50775.0,msg/s,True
1,protected,rabbitmq,q2-reliable,4,consumer_p95,4727487.0,us,False
1,protected,rabbitmq,q2-reliable,4,consumer_p99,4803701.0,us,False
1,protected,rabbitmq,q2-reliable,4,confirm_p95,158068.0,us,False
1,protected,rabbitmq,q2-reliable,4,confirm_p99,198604.0,us,False
1,protected,rabbitmq,q2-reliable,5,published,49691.0,msg/s,True
1,protected,rabbitmq,q2-reliable,5,received,48094.0,msg/s,True
1,protected,rabbitmq,q2-reliable,5,consumer_p95,10596136.0,us,False
1,protected,rabbitmq,q2-reliable,5,consumer_p99,10696463.0,us,False
1,protected,rabbitmq,q2-reliable,5,confirm_p95,165014.0,us,False
1,protected,rabbitmq,q2-reliable,5,confirm_p99,208805.0,us,False
1,protected,rabbitmq,q3-rate50,1,published,24012.0,msg/s,True
1,protected,rabbitmq,q3-rate50,1,received,24014.0,msg/s,True
1,protected,rabbitmq,q3-rate50,1,consumer_p95,827.0,us,False
1,protected,rabbitmq,q3-rate50,1,consumer_p99,933.0,us,False
1,protected,rabbitmq,q3-rate50,1,confirm_p95,966.0,us,False
1,protected,rabbitmq,q3-rate50,1,confirm_p99,1097.0,us,False
1,protected,rabbitmq,q3-rate50,2,published,24013.0,msg/s,True
1,protected,rabbitmq,q3-rate50,2,received,24009.0,msg/s,True
1,protected,rabbitmq,q3-rate50,2,consumer_p95,822.0,us,False
1,protected,rabbitmq,q3-rate50,2,consumer_p99,941.0,us,False
1,protected,rabbitmq,q3-rate50,2,confirm_p95,968.0,us,False
1,protected,rabbitmq,q3-rate50,2,confirm_p99,1120.0,us,False
1,protected,rabbitmq,q3-rate50,3,published,24014.0,msg/s,True
1,protected,rabbitmq,q3-rate50,3,received,24010.0,msg/s,True
1,protected,rabbitmq,q3-rate50,3,consumer_p95,836.0,us,False
1,protected,rabbitmq,q3-rate50,3,consumer_p99,953.0,us,False
1,protected,rabbitmq,q3-rate50,3,confirm_p95,981.0,us,False
1,protected,rabbitmq,q3-rate50,3,confirm_p99,1152.0,us,False
1,protected,rabbitmq,q3-rate50,4,published,24014.0,msg/s,True
1,protected,rabbitmq,q3-rate50,4,received,24014.0,msg/s,True
1,protected,rabbitmq,q3-rate50,4,consumer_p95,804.0,us,False
1,protected,rabbitmq,q3-rate50,4,consumer_p99,917.0,us,False
1,protected,rabbitmq,q3-rate50,4,confirm_p95,946.0,us,False
1,protected,rabbitmq,q3-rate50,4,confirm_p99,1076.0,us,False
1,protected,rabbitmq,q3-rate50,5,published,24016.0,msg/s,True
1,protected,rabbitmq,q3-rate50,5,received,24011.0,msg/s,True
1,protected,rabbitmq,q3-rate50,5,consumer_p95,832.0,us,False
1,protected,rabbitmq,q3-rate50,5,consumer_p99,943.0,us,False
1,protected,rabbitmq,q3-rate50,5,confirm_p95,972.0,us,False
1,protected,rabbitmq,q3-rate50,5,confirm_p99,1112.0,us,False
1,protected,rabbitmq,q3-rate70,1,published,33611.0,msg/s,True
1,protected,rabbitmq,q3-rate70,1,received,33613.0,msg/s,True
1,protected,rabbitmq,q3-rate70,1,consumer_p95,1046.0,us,False
1,protected,rabbitmq,q3-rate70,1,consumer_p99,1490.0,us,False
1,protected,rabbitmq,q3-rate70,1,confirm_p95,1500.0,us,False
1,protected,rabbitmq,q3-rate70,1,confirm_p99,2089.0,us,False
1,protected,rabbitmq,q3-rate70,2,published,33610.0,msg/s,True
1,protected,rabbitmq,q3-rate70,2,received,33607.0,msg/s,True
1,protected,rabbitmq,q3-rate70,2,consumer_p95,1045.0,us,False
1,protected,rabbitmq,q3-rate70,2,consumer_p99,1443.0,us,False
1,protected,rabbitmq,q3-rate70,2,confirm_p95,1518.0,us,False
1,protected,rabbitmq,q3-rate70,2,confirm_p99,2058.0,us,False
1,protected,rabbitmq,q3-rate70,3,published,33613.0,msg/s,True
1,protected,rabbitmq,q3-rate70,3,received,33611.0,msg/s,True
1,protected,rabbitmq,q3-rate70,3,consumer_p95,1004.0,us,False
1,protected,rabbitmq,q3-rate70,3,consumer_p99,1293.0,us,False
1,protected,rabbitmq,q3-rate70,3,confirm_p95,1397.0,us,False
1,protected,rabbitmq,q3-rate70,3,confirm_p99,1941.0,us,False
1,protected,rabbitmq,q3-rate70,4,published,33609.0,msg/s,True
1,protected,rabbitmq,q3-rate70,4,received,33607.0,msg/s,True
1,protected,rabbitmq,q3-rate70,4,consumer_p95,1065.0,us,False
1,protected,rabbitmq,q3-rate70,4,consumer_p99,1554.0,us,False
1,protected,rabbitmq,q3-rate70,4,confirm_p95,1554.0,us,False
1,protected,rabbitmq,q3-rate70,4,confirm_p99,2116.0,us,False
1,protected,rabbitmq,q3-rate70,5,published,33612.0,msg/s,True
1,protected,rabbitmq,q3-rate70,5,received,33612.0,msg/s,True
1,protected,rabbitmq,q3-rate70,5,consumer_p95,1053.0,us,False
1,protected,rabbitmq,q3-rate70,5,consumer_p99,1568.0,us,False
1,protected,rabbitmq,q3-rate70,5,confirm_p95,1538.0,us,False
1,protected,rabbitmq,q3-rate70,5,confirm_p99,2114.0,us,False
1,protected,rabbitmq,q3-rate85,1,published,40836.0,msg/s,True
1,protected,rabbitmq,q3-rate85,1,received,40838.0,msg/s,True
1,protected,rabbitmq,q3-rate85,1,consumer_p95,2440.0,us,False
1,protected,rabbitmq,q3-rate85,1,consumer_p99,3321.0,us,False
1,protected,rabbitmq,q3-rate85,1,confirm_p95,3247.0,us,False
1,protected,rabbitmq,q3-rate85,1,confirm_p99,4390.0,us,False
1,protected,rabbitmq,q3-rate85,2,published,40838.0,msg/s,True
1,protected,rabbitmq,q3-rate85,2,received,40839.0,msg/s,True
1,protected,rabbitmq,q3-rate85,2,consumer_p95,2325.0,us,False
1,protected,rabbitmq,q3-rate85,2,consumer_p99,3197.0,us,False
1,protected,rabbitmq,q3-rate85,2,confirm_p95,3090.0,us,False
1,protected,rabbitmq,q3-rate85,2,confirm_p99,4180.0,us,False
1,protected,rabbitmq,q3-rate85,3,published,40832.0,msg/s,True
1,protected,rabbitmq,q3-rate85,3,received,40831.0,msg/s,True
1,protected,rabbitmq,q3-rate85,3,consumer_p95,2316.0,us,False
1,protected,rabbitmq,q3-rate85,3,consumer_p99,3165.0,us,False
1,protected,rabbitmq,q3-rate85,3,confirm_p95,3080.0,us,False
1,protected,rabbitmq,q3-rate85,3,confirm_p99,4155.0,us,False
1,protected,rabbitmq,q3-rate85,4,published,40836.0,msg/s,True
1,protected,rabbitmq,q3-rate85,4,received,40836.0,msg/s,True
1,protected,rabbitmq,q3-rate85,4,consumer_p95,2152.0,us,False
1,protected,rabbitmq,q3-rate85,4,consumer_p99,2964.0,us,False
1,protected,rabbitmq,q3-rate85,4,confirm_p95,2899.0,us,False
1,protected,rabbitmq,q3-rate85,4,confirm_p99,3877.0,us,False
1,protected,rabbitmq,q3-rate85,5,published,40835.0,msg/s,True
1,protected,rabbitmq,q3-rate85,5,received,40833.0,msg/s,True
1,protected,rabbitmq,q3-rate85,5,consumer_p95,2090.0,us,False
1,protected,rabbitmq,q3-rate85,5,consumer_p99,2910.0,us,False
1,protected,rabbitmq,q3-rate85,5,confirm_p95,2806.0,us,False
1,protected,rabbitmq,q3-rate85,5,confirm_p99,3800.0,us,False
1,protected,rabbitmq,q4-join-late,1,published,10009.0,msg/s,True
1,protected,rabbitmq,q4-join-late,1,received,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,1,consumer_p95,583.0,us,False
1,protected,rabbitmq,q4-join-late,1,consumer_p99,676.0,us,False
1,protected,rabbitmq,q4-join-late,1,confirm_p95,759.0,us,False
1,protected,rabbitmq,q4-join-late,1,confirm_p99,879.0,us,False
1,protected,rabbitmq,q4-join-late,2,published,10009.0,msg/s,True
1,protected,rabbitmq,q4-join-late,2,received,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,2,consumer_p95,580.0,us,False
1,protected,rabbitmq,q4-join-late,2,consumer_p99,672.0,us,False
1,protected,rabbitmq,q4-join-late,2,confirm_p95,759.0,us,False
1,protected,rabbitmq,q4-join-late,2,confirm_p99,880.0,us,False
1,protected,rabbitmq,q4-join-late,3,published,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,3,received,10006.0,msg/s,True
1,protected,rabbitmq,q4-join-late,3,consumer_p95,589.0,us,False
1,protected,rabbitmq,q4-join-late,3,consumer_p99,681.0,us,False
1,protected,rabbitmq,q4-join-late,3,confirm_p95,764.0,us,False
1,protected,rabbitmq,q4-join-late,3,confirm_p99,889.0,us,False
1,protected,rabbitmq,q4-join-late,4,published,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,4,received,10007.0,msg/s,True
1,protected,rabbitmq,q4-join-late,4,consumer_p95,477.0,us,False
1,protected,rabbitmq,q4-join-late,4,consumer_p99,680.0,us,False
1,protected,rabbitmq,q4-join-late,4,confirm_p95,748.0,us,False
1,protected,rabbitmq,q4-join-late,4,confirm_p99,886.0,us,False
1,protected,rabbitmq,q4-join-late,5,published,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,5,received,10007.0,msg/s,True
1,protected,rabbitmq,q4-join-late,5,consumer_p95,374.0,us,False
1,protected,rabbitmq,q4-join-late,5,consumer_p99,667.0,us,False
1,protected,rabbitmq,q4-join-late,5,confirm_p95,716.0,us,False
1,protected,rabbitmq,q4-join-late,5,confirm_p99,852.0,us,False
1,protected,rabbitmq,q5-backlog,1,fill_time,17.82,s,False
1,protected,rabbitmq,q5-backlog,1,drain_time,13.76,s,False
1,protected,rabbitmq,q5-backlog,2,fill_time,17.74,s,False
1,protected,rabbitmq,q5-backlog,2,drain_time,12.78,s,False
1,protected,rabbitmq,q5-backlog,3,fill_time,17.61,s,False
1,protected,rabbitmq,q5-backlog,3,drain_time,13.76,s,False
1,protected,rabbitmq,q5-backlog,4,fill_time,17.39,s,False
1,protected,rabbitmq,q5-backlog,4,drain_time,12.77,s,False
1,protected,rabbitmq,q5-backlog,5,fill_time,18.07,s,False
1,protected,rabbitmq,q5-backlog,5,drain_time,12.79,s,False
1,protected,rabbitmq,q1-one-fast,1,published,70648.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,1,received,70672.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,1,consumer_p95,13670.0,us,False
1,protected,rabbitmq,q1-one-fast,1,consumer_p99,16091.0,us,False
1,protected,rabbitmq,q1-one-fast,2,published,63713.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,2,received,63706.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,2,consumer_p95,18092.0,us,False
1,protected,rabbitmq,q1-one-fast,2,consumer_p99,20371.0,us,False
1,protected,rabbitmq,q1-one-fast,3,published,66835.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,3,received,66821.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,3,consumer_p95,15366.0,us,False
1,protected,rabbitmq,q1-one-fast,3,consumer_p99,17676.0,us,False
1,protected,rabbitmq,q1-one-fast,4,published,68198.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,4,received,68157.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,4,consumer_p95,14716.0,us,False
1,protected,rabbitmq,q1-one-fast,4,consumer_p99,17055.0,us,False
1,protected,rabbitmq,q1-one-fast,5,published,67746.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,5,received,67744.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,5,consumer_p95,14938.0,us,False
1,protected,rabbitmq,q1-one-fast,5,consumer_p99,17215.0,us,False
1,protected,geekbench,cpu,1,wall_time,391.17,s,False
1,protected,geekbench,cpu,2,wall_time,390.29,s,False
1,protected,geekbench,cpu,3,wall_time,391.46,s,False
1,protected,geekbench,cpu,4,wall_time,391.36,s,False
1,protected,geekbench,cpu,5,wall_time,392.28,s,False
2,nvhe,redis,r4-bgsave,1,throughput,93931.67,ops/s,True
2,nvhe,redis,r4-bgsave,1,latency_avg,0.723,ms,False
2,nvhe,redis,r4-bgsave,1,latency_p50,0.743,ms,False
2,nvhe,redis,r4-bgsave,1,latency_p95,0.887,ms,False
2,nvhe,redis,r4-bgsave,1,latency_p99,1.479,ms,False
2,nvhe,redis,r4-bgsave,2,throughput,93934.22,ops/s,True
2,nvhe,redis,r4-bgsave,2,latency_avg,0.724,ms,False
2,nvhe,redis,r4-bgsave,2,latency_p50,0.743,ms,False
2,nvhe,redis,r4-bgsave,2,latency_p95,0.887,ms,False
2,nvhe,redis,r4-bgsave,2,latency_p99,1.479,ms,False
2,nvhe,redis,r4-bgsave,3,throughput,93935.33,ops/s,True
2,nvhe,redis,r4-bgsave,3,latency_avg,0.725,ms,False
2,nvhe,redis,r4-bgsave,3,latency_p50,0.743,ms,False
2,nvhe,redis,r4-bgsave,3,latency_p95,0.887,ms,False
2,nvhe,redis,r4-bgsave,3,latency_p99,1.479,ms,False
2,nvhe,redis,r4-bgsave,4,throughput,93929.63,ops/s,True
2,nvhe,redis,r4-bgsave,4,latency_avg,0.726,ms,False
2,nvhe,redis,r4-bgsave,4,latency_p50,0.743,ms,False
2,nvhe,redis,r4-bgsave,4,latency_p95,0.887,ms,False
2,nvhe,redis,r4-bgsave,4,latency_p99,1.487,ms,False
2,nvhe,redis,r4-bgsave,5,throughput,93932.23,ops/s,True
2,nvhe,redis,r4-bgsave,5,latency_avg,0.725,ms,False
2,nvhe,redis,r4-bgsave,5,latency_p50,0.743,ms,False
2,nvhe,redis,r4-bgsave,5,latency_p95,0.887,ms,False
2,nvhe,redis,r4-bgsave,5,latency_p99,1.479,ms,False
2,nvhe,redis,r1-steady,1,throughput,94002.86,ops/s,True
2,nvhe,redis,r1-steady,1,latency_avg,0.695,ms,False
2,nvhe,redis,r1-steady,1,latency_p50,0.719,ms,False
2,nvhe,redis,r1-steady,1,latency_p95,0.799,ms,False
2,nvhe,redis,r1-steady,1,latency_p99,1.439,ms,False
2,nvhe,redis,r1-steady,2,throughput,94001.98,ops/s,True
2,nvhe,redis,r1-steady,2,latency_avg,0.69,ms,False
2,nvhe,redis,r1-steady,2,latency_p50,0.711,ms,False
2,nvhe,redis,r1-steady,2,latency_p95,0.783,ms,False
2,nvhe,redis,r1-steady,2,latency_p99,1.423,ms,False
2,nvhe,redis,r1-steady,3,throughput,94003.28,ops/s,True
2,nvhe,redis,r1-steady,3,latency_avg,0.694,ms,False
2,nvhe,redis,r1-steady,3,latency_p50,0.719,ms,False
2,nvhe,redis,r1-steady,3,latency_p95,0.783,ms,False
2,nvhe,redis,r1-steady,3,latency_p99,1.439,ms,False
2,nvhe,redis,r1-steady,4,throughput,94002.02,ops/s,True
2,nvhe,redis,r1-steady,4,latency_avg,0.69,ms,False
2,nvhe,redis,r1-steady,4,latency_p50,0.719,ms,False
2,nvhe,redis,r1-steady,4,latency_p95,0.783,ms,False
2,nvhe,redis,r1-steady,4,latency_p99,1.431,ms,False
2,nvhe,redis,r1-steady,5,throughput,94002.29,ops/s,True
2,nvhe,redis,r1-steady,5,latency_avg,0.693,ms,False
2,nvhe,redis,r1-steady,5,latency_p50,0.719,ms,False
2,nvhe,redis,r1-steady,5,latency_p95,0.783,ms,False
2,nvhe,redis,r1-steady,5,latency_p99,1.439,ms,False
2,nvhe,redis,r2-pipeline,1,throughput,629631.99,ops/s,True
2,nvhe,redis,r2-pipeline,1,latency_avg,2.539,ms,False
2,nvhe,redis,r2-pipeline,1,latency_p50,2.079,ms,False
2,nvhe,redis,r2-pipeline,1,latency_p95,3.599,ms,False
2,nvhe,redis,r2-pipeline,1,latency_p99,3.791,ms,False
2,nvhe,redis,r2-pipeline,2,throughput,627324.1,ops/s,True
2,nvhe,redis,r2-pipeline,2,latency_avg,2.548,ms,False
2,nvhe,redis,r2-pipeline,2,latency_p50,2.095,ms,False
2,nvhe,redis,r2-pipeline,2,latency_p95,3.615,ms,False
2,nvhe,redis,r2-pipeline,2,latency_p99,3.807,ms,False
2,nvhe,redis,r2-pipeline,3,throughput,628637.21,ops/s,True
2,nvhe,redis,r2-pipeline,3,latency_avg,2.543,ms,False
2,nvhe,redis,r2-pipeline,3,latency_p50,2.079,ms,False
2,nvhe,redis,r2-pipeline,3,latency_p95,3.615,ms,False
2,nvhe,redis,r2-pipeline,3,latency_p99,3.791,ms,False
2,nvhe,redis,r2-pipeline,4,throughput,627607.61,ops/s,True
2,nvhe,redis,r2-pipeline,4,latency_avg,2.547,ms,False
2,nvhe,redis,r2-pipeline,4,latency_p50,2.095,ms,False
2,nvhe,redis,r2-pipeline,4,latency_p95,3.583,ms,False
2,nvhe,redis,r2-pipeline,4,latency_p99,3.791,ms,False
2,nvhe,redis,r2-pipeline,5,throughput,630215.62,ops/s,True
2,nvhe,redis,r2-pipeline,5,latency_avg,2.537,ms,False
2,nvhe,redis,r2-pipeline,5,latency_p50,2.079,ms,False
2,nvhe,redis,r2-pipeline,5,latency_p95,3.599,ms,False
2,nvhe,redis,r2-pipeline,5,latency_p99,3.791,ms,False
2,nvhe,redis,r3-ttl-eviction,1,throughput,93919.66,ops/s,True
2,nvhe,redis,r3-ttl-eviction,1,latency_avg,0.829,ms,False
2,nvhe,redis,r3-ttl-eviction,1,latency_p50,0.839,ms,False
2,nvhe,redis,r3-ttl-eviction,1,latency_p95,0.983,ms,False
2,nvhe,redis,r3-ttl-eviction,1,latency_p99,1.703,ms,False
2,nvhe,redis,r3-ttl-eviction,2,throughput,93924.15,ops/s,True
2,nvhe,redis,r3-ttl-eviction,2,latency_avg,0.83,ms,False
2,nvhe,redis,r3-ttl-eviction,2,latency_p50,0.839,ms,False
2,nvhe,redis,r3-ttl-eviction,2,latency_p95,0.983,ms,False
2,nvhe,redis,r3-ttl-eviction,2,latency_p99,1.703,ms,False
2,nvhe,redis,r3-ttl-eviction,3,throughput,93918.16,ops/s,True
2,nvhe,redis,r3-ttl-eviction,3,latency_avg,0.83,ms,False
2,nvhe,redis,r3-ttl-eviction,3,latency_p50,0.839,ms,False
2,nvhe,redis,r3-ttl-eviction,3,latency_p95,0.991,ms,False
2,nvhe,redis,r3-ttl-eviction,3,latency_p99,1.703,ms,False
2,nvhe,redis,r3-ttl-eviction,4,throughput,93923.39,ops/s,True
2,nvhe,redis,r3-ttl-eviction,4,latency_avg,0.83,ms,False
2,nvhe,redis,r3-ttl-eviction,4,latency_p50,0.839,ms,False
2,nvhe,redis,r3-ttl-eviction,4,latency_p95,0.983,ms,False
2,nvhe,redis,r3-ttl-eviction,4,latency_p99,1.703,ms,False
2,nvhe,redis,r3-ttl-eviction,5,throughput,93936.13,ops/s,True
2,nvhe,redis,r3-ttl-eviction,5,latency_avg,0.827,ms,False
2,nvhe,redis,r3-ttl-eviction,5,latency_p50,0.839,ms,False
2,nvhe,redis,r3-ttl-eviction,5,latency_p95,0.983,ms,False
2,nvhe,redis,r3-ttl-eviction,5,latency_p99,1.695,ms,False
2,nvhe,rabbitmq,q2-reliable,1,published,51791.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,1,received,50388.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,1,consumer_p95,10087281.0,us,False
2,nvhe,rabbitmq,q2-reliable,1,consumer_p99,10156089.0,us,False
2,nvhe,rabbitmq,q2-reliable,1,confirm_p95,156541.0,us,False
2,nvhe,rabbitmq,q2-reliable,1,confirm_p99,197360.0,us,False
2,nvhe,rabbitmq,q2-reliable,2,published,51844.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,2,received,51036.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,2,consumer_p95,6428491.0,us,False
2,nvhe,rabbitmq,q2-reliable,2,consumer_p99,6504871.0,us,False
2,nvhe,rabbitmq,q2-reliable,2,confirm_p95,156449.0,us,False
2,nvhe,rabbitmq,q2-reliable,2,confirm_p99,199771.0,us,False
2,nvhe,rabbitmq,q2-reliable,3,published,52234.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,3,received,52043.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,3,consumer_p95,5465818.0,us,False
2,nvhe,rabbitmq,q2-reliable,3,consumer_p99,5553605.0,us,False
2,nvhe,rabbitmq,q2-reliable,3,confirm_p95,154130.0,us,False
2,nvhe,rabbitmq,q2-reliable,3,confirm_p99,194978.0,us,False
2,nvhe,rabbitmq,q2-reliable,4,published,51854.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,4,received,49054.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,4,consumer_p95,14583988.0,us,False
2,nvhe,rabbitmq,q2-reliable,4,consumer_p99,14602448.0,us,False
2,nvhe,rabbitmq,q2-reliable,4,confirm_p95,158137.0,us,False
2,nvhe,rabbitmq,q2-reliable,4,confirm_p99,197864.0,us,False
2,nvhe,rabbitmq,q2-reliable,5,published,52235.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,5,received,51227.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,5,consumer_p95,7419794.0,us,False
2,nvhe,rabbitmq,q2-reliable,5,consumer_p99,7496490.0,us,False
2,nvhe,rabbitmq,q2-reliable,5,confirm_p95,155658.0,us,False
2,nvhe,rabbitmq,q2-reliable,5,confirm_p99,197254.0,us,False
2,nvhe,rabbitmq,q3-rate50,1,published,24014.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,1,received,24012.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,1,consumer_p95,774.0,us,False
2,nvhe,rabbitmq,q3-rate50,1,consumer_p99,903.0,us,False
2,nvhe,rabbitmq,q3-rate50,1,confirm_p95,926.0,us,False
2,nvhe,rabbitmq,q3-rate50,1,confirm_p99,1063.0,us,False
2,nvhe,rabbitmq,q3-rate50,2,published,24014.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,2,received,24008.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,2,consumer_p95,818.0,us,False
2,nvhe,rabbitmq,q3-rate50,2,consumer_p99,923.0,us,False
2,nvhe,rabbitmq,q3-rate50,2,confirm_p95,957.0,us,False
2,nvhe,rabbitmq,q3-rate50,2,confirm_p99,1078.0,us,False
2,nvhe,rabbitmq,q3-rate50,3,published,24011.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,3,received,24010.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,3,consumer_p95,803.0,us,False
2,nvhe,rabbitmq,q3-rate50,3,consumer_p99,912.0,us,False
2,nvhe,rabbitmq,q3-rate50,3,confirm_p95,941.0,us,False
2,nvhe,rabbitmq,q3-rate50,3,confirm_p99,1060.0,us,False
2,nvhe,rabbitmq,q3-rate50,4,published,24012.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,4,received,24009.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,4,consumer_p95,811.0,us,False
2,nvhe,rabbitmq,q3-rate50,4,consumer_p99,918.0,us,False
2,nvhe,rabbitmq,q3-rate50,4,confirm_p95,951.0,us,False
2,nvhe,rabbitmq,q3-rate50,4,confirm_p99,1067.0,us,False
2,nvhe,rabbitmq,q3-rate50,5,published,24016.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,5,received,24017.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,5,consumer_p95,788.0,us,False
2,nvhe,rabbitmq,q3-rate50,5,consumer_p99,895.0,us,False
2,nvhe,rabbitmq,q3-rate50,5,confirm_p95,927.0,us,False
2,nvhe,rabbitmq,q3-rate50,5,confirm_p99,1042.0,us,False
2,nvhe,rabbitmq,q3-rate70,1,published,33611.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,1,received,33609.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,1,consumer_p95,1032.0,us,False
2,nvhe,rabbitmq,q3-rate70,1,consumer_p99,1454.0,us,False
2,nvhe,rabbitmq,q3-rate70,1,confirm_p95,1457.0,us,False
2,nvhe,rabbitmq,q3-rate70,1,confirm_p99,2024.0,us,False
2,nvhe,rabbitmq,q3-rate70,2,published,33611.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,2,received,33612.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,2,consumer_p95,1008.0,us,False
2,nvhe,rabbitmq,q3-rate70,2,consumer_p99,1520.0,us,False
2,nvhe,rabbitmq,q3-rate70,2,confirm_p95,1413.0,us,False
2,nvhe,rabbitmq,q3-rate70,2,confirm_p99,2081.0,us,False
2,nvhe,rabbitmq,q3-rate70,3,published,33611.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,3,received,33608.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,3,consumer_p95,943.0,us,False
2,nvhe,rabbitmq,q3-rate70,3,consumer_p99,1193.0,us,False
2,nvhe,rabbitmq,q3-rate70,3,confirm_p95,1189.0,us,False
2,nvhe,rabbitmq,q3-rate70,3,confirm_p99,1808.0,us,False
2,nvhe,rabbitmq,q3-rate70,4,published,33613.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,4,received,33613.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,4,consumer_p95,958.0,us,False
2,nvhe,rabbitmq,q3-rate70,4,consumer_p99,1217.0,us,False
2,nvhe,rabbitmq,q3-rate70,4,confirm_p95,1232.0,us,False
2,nvhe,rabbitmq,q3-rate70,4,confirm_p99,1867.0,us,False
2,nvhe,rabbitmq,q3-rate70,5,published,33611.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,5,received,33610.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,5,consumer_p95,1022.0,us,False
2,nvhe,rabbitmq,q3-rate70,5,consumer_p99,1452.0,us,False
2,nvhe,rabbitmq,q3-rate70,5,confirm_p95,1421.0,us,False
2,nvhe,rabbitmq,q3-rate70,5,confirm_p99,2028.0,us,False
2,nvhe,rabbitmq,q3-rate85,1,published,40833.0,msg/s,True
2,nvhe,rabbitmq,q3-rate85,1,received,40834.0,msg/s,True
2,nvhe,rabbitmq,q3-rate85,1,consumer_p95,1598.0,us,False
2,nvhe,rabbitmq,q3-rate85,1,consumer_p99,2238.0,us,False
2,nvhe,rabbitmq,q3-rate85,1,confirm_p95,2181.0,us,False
2,nvhe,rabbitmq,q3-rate85,1,confirm_p99,3000.0,us,False
2,nvhe,rabbitmq,q3-rate85,2,published,40832.0,msg/s,True
2,nvhe,rabbitmq,q3-rate85,2,received,40832.0,msg/s,True
2,nvhe,rabbitmq,q3-rate85,2,consumer_p95,1834.0,us,False
