pair,mode,project,scenario,rep,metric,value,unit,higher_better
1,protected,rabbitmq,q2-reliable,1,received,49049.0,msg/s,True
1,protected,rabbitmq,q2-reliable,1,consumer_p95,9373574.0,us,False
1,protected,rabbitmq,q2-reliable,1,consumer_p99,9415212.0,us,False
1,protected,rabbitmq,q2-reliable,1,confirm_p95,162786.0,us,False
1,protected,rabbitmq,q2-reliable,1,confirm_p99,203171.0,us,False
1,protected,rabbitmq,q2-reliable,2,published,50659.0,msg/s,True
1,protected,rabbitmq,q2-reliable,2,received,50324.0,msg/s,True
1,protected,rabbitmq,q2-reliable,2,consumer_p95,6665921.0,us,False
1,protected,rabbitmq,q2-reliable,2,consumer_p99,6763403.0,us,False
1,protected,rabbitmq,q2-reliable,2,confirm_p95,160511.0,us,False
1,protected,rabbitmq,q2-reliable,2,confirm_p99,198011.0,us,False
1,protected,rabbitmq,q2-reliable,3,published,50752.0,msg/s,True
1,protected,rabbitmq,q2-reliable,3,received,50745.0,msg/s,True
1,protected,rabbitmq,q2-reliable,3,consumer_p95,5087419.0,us,False
1,protected,rabbitmq,q2-reliable,3,consumer_p99,5166465.0,us,False
1,protected,rabbitmq,q2-reliable,3,confirm_p95,160780.0,us,False
1,protected,rabbitmq,q2-reliable,3,confirm_p99,201464.0,us,False
1,protected,rabbitmq,q2-reliable,4,published,50532.0,msg/s,True
1,protected,rabbitmq,q2-reliable,4,received,50192.0,msg/s,True
1,protected,rabbitmq,q2-reliable,4,consumer_p95,8455718.0,us,False
1,protected,rabbitmq,q2-reliable,4,consumer_p99,8549122.0,us,False
1,protected,rabbitmq,q2-reliable,4,confirm_p95,160164.0,us,False
1,protected,rabbitmq,q2-reliable,4,confirm_p99,203552.0,us,False
1,protected,rabbitmq,q2-reliable,5,published,50517.0,msg/s,True
1,protected,rabbitmq,q2-reliable,5,received,50062.0,msg/s,True
1,protected,rabbitmq,q2-reliable,5,consumer_p95,5926365.0,us,False
1,protected,rabbitmq,q2-reliable,5,consumer_p99,6004948.0,us,False
1,protected,rabbitmq,q2-reliable,5,confirm_p95,161367.0,us,False
1,protected,rabbitmq,q2-reliable,5,confirm_p99,201036.0,us,False
1,protected,rabbitmq,q3-rate50,1,published,24401.0,msg/s,True
1,protected,rabbitmq,q3-rate50,1,received,24400.0,msg/s,True
1,protected,rabbitmq,q3-rate50,1,consumer_p95,825.0,us,False
1,protected,rabbitmq,q3-rate50,1,consumer_p99,938.0,us,False
1,protected,rabbitmq,q3-rate50,1,confirm_p95,968.0,us,False
1,protected,rabbitmq,q3-rate50,1,confirm_p99,1111.0,us,False
1,protected,rabbitmq,q3-rate50,2,published,24401.0,msg/s,True
1,protected,rabbitmq,q3-rate50,2,received,24398.0,msg/s,True
1,protected,rabbitmq,q3-rate50,2,consumer_p95,840.0,us,False
1,protected,rabbitmq,q3-rate50,2,consumer_p99,951.0,us,False
1,protected,rabbitmq,q3-rate50,2,confirm_p95,982.0,us,False
1,protected,rabbitmq,q3-rate50,2,confirm_p99,1136.0,us,False
1,protected,rabbitmq,q3-rate50,3,published,24403.0,msg/s,True
1,protected,rabbitmq,q3-rate50,3,received,24402.0,msg/s,True
1,protected,rabbitmq,q3-rate50,3,consumer_p95,852.0,us,False
1,protected,rabbitmq,q3-rate50,3,consumer_p99,968.0,us,False
1,protected,rabbitmq,q3-rate50,3,confirm_p95,996.0,us,False
1,protected,rabbitmq,q3-rate50,3,confirm_p99,1196.0,us,False
1,protected,rabbitmq,q3-rate50,4,published,24400.0,msg/s,True
1,protected,rabbitmq,q3-rate50,4,received,24398.0,msg/s,True
1,protected,rabbitmq,q3-rate50,4,consumer_p95,838.0,us,False
1,protected,rabbitmq,q3-rate50,4,consumer_p99,957.0,us,False
1,protected,rabbitmq,q3-rate50,4,confirm_p95,983.0,us,False
1,protected,rabbitmq,q3-rate50,4,confirm_p99,1157.0,us,False
1,protected,rabbitmq,q3-rate50,5,published,24401.0,msg/s,True
1,protected,rabbitmq,q3-rate50,5,received,24399.0,msg/s,True
1,protected,rabbitmq,q3-rate50,5,consumer_p95,850.0,us,False
1,protected,rabbitmq,q3-rate50,5,consumer_p99,969.0,us,False
1,protected,rabbitmq,q3-rate50,5,confirm_p95,996.0,us,False
1,protected,rabbitmq,q3-rate50,5,confirm_p99,1202.0,us,False
1,protected,rabbitmq,q3-rate70,1,published,34172.0,msg/s,True
1,protected,rabbitmq,q3-rate70,1,received,34171.0,msg/s,True
1,protected,rabbitmq,q3-rate70,1,consumer_p95,1043.0,us,False
1,protected,rabbitmq,q3-rate70,1,consumer_p99,1496.0,us,False
1,protected,rabbitmq,q3-rate70,1,confirm_p95,1489.0,us,False
1,protected,rabbitmq,q3-rate70,1,confirm_p99,2079.0,us,False
1,protected,rabbitmq,q3-rate70,2,published,34168.0,msg/s,True
1,protected,rabbitmq,q3-rate70,2,received,34168.0,msg/s,True
1,protected,rabbitmq,q3-rate70,2,consumer_p95,1039.0,us,False
1,protected,rabbitmq,q3-rate70,2,consumer_p99,1524.0,us,False
1,protected,rabbitmq,q3-rate70,2,confirm_p95,1485.0,us,False
1,protected,rabbitmq,q3-rate70,2,confirm_p99,2100.0,us,False
1,protected,rabbitmq,q3-rate70,3,published,34173.0,msg/s,True
1,protected,rabbitmq,q3-rate70,3,received,34175.0,msg/s,True
1,protected,rabbitmq,q3-rate70,3,consumer_p95,1116.0,us,False
1,protected,rabbitmq,q3-rate70,3,consumer_p99,1676.0,us,False
1,protected,rabbitmq,q3-rate70,3,confirm_p95,1641.0,us,False
1,protected,rabbitmq,q3-rate70,3,confirm_p99,2235.0,us,False
1,protected,rabbitmq,q3-rate70,4,published,34171.0,msg/s,True
1,protected,rabbitmq,q3-rate70,4,received,34168.0,msg/s,True
1,protected,rabbitmq,q3-rate70,4,consumer_p95,1119.0,us,False
1,protected,rabbitmq,q3-rate70,4,consumer_p99,1628.0,us,False
1,protected,rabbitmq,q3-rate70,4,confirm_p95,1663.0,us,False
1,protected,rabbitmq,q3-rate70,4,confirm_p99,2182.0,us,False
1,protected,rabbitmq,q3-rate70,5,published,34172.0,msg/s,True
1,protected,rabbitmq,q3-rate70,5,received,34173.0,msg/s,True
1,protected,rabbitmq,q3-rate70,5,consumer_p95,1009.0,us,False
1,protected,rabbitmq,q3-rate70,5,consumer_p99,1360.0,us,False
1,protected,rabbitmq,q3-rate70,5,confirm_p95,1413.0,us,False
1,protected,rabbitmq,q3-rate70,5,confirm_p99,2019.0,us,False
1,protected,rabbitmq,q3-rate85,1,published,41469.0,msg/s,True
1,protected,rabbitmq,q3-rate85,1,received,41469.0,msg/s,True
1,protected,rabbitmq,q3-rate85,1,consumer_p95,2343.0,us,False
1,protected,rabbitmq,q3-rate85,1,consumer_p99,3161.0,us,False
1,protected,rabbitmq,q3-rate85,1,confirm_p95,3124.0,us,False
1,protected,rabbitmq,q3-rate85,1,confirm_p99,4183.0,us,False
1,protected,rabbitmq,q3-rate85,2,published,41465.0,msg/s,True
1,protected,rabbitmq,q3-rate85,2,received,41468.0,msg/s,True
1,protected,rabbitmq,q3-rate85,2,consumer_p95,2270.0,us,False
1,protected,rabbitmq,q3-rate85,2,consumer_p99,3126.0,us,False
1,protected,rabbitmq,q3-rate85,2,confirm_p95,3039.0,us,False
1,protected,rabbitmq,q3-rate85,2,confirm_p99,4105.0,us,False
1,protected,rabbitmq,q3-rate85,3,published,41469.0,msg/s,True
1,protected,rabbitmq,q3-rate85,3,received,41469.0,msg/s,True
1,protected,rabbitmq,q3-rate85,3,consumer_p95,2243.0,us,False
1,protected,rabbitmq,q3-rate85,3,consumer_p99,3091.0,us,False
1,protected,rabbitmq,q3-rate85,3,confirm_p95,3010.0,us,False
1,protected,rabbitmq,q3-rate85,3,confirm_p99,4075.0,us,False
1,protected,rabbitmq,q3-rate85,4,published,41471.0,msg/s,True
1,protected,rabbitmq,q3-rate85,4,received,41470.0,msg/s,True
1,protected,rabbitmq,q3-rate85,4,consumer_p95,2316.0,us,False
1,protected,rabbitmq,q3-rate85,4,consumer_p99,3161.0,us,False
1,protected,rabbitmq,q3-rate85,4,confirm_p95,3100.0,us,False
1,protected,rabbitmq,q3-rate85,4,confirm_p99,4168.0,us,False
1,protected,rabbitmq,q3-rate85,5,published,41473.0,msg/s,True
1,protected,rabbitmq,q3-rate85,5,received,41472.0,msg/s,True
1,protected,rabbitmq,q3-rate85,5,consumer_p95,2232.0,us,False
1,protected,rabbitmq,q3-rate85,5,consumer_p99,3069.0,us,False
1,protected,rabbitmq,q3-rate85,5,confirm_p95,2981.0,us,False
1,protected,rabbitmq,q3-rate85,5,confirm_p99,4008.0,us,False
1,protected,rabbitmq,q4-join-late,1,published,10009.0,msg/s,True
1,protected,rabbitmq,q4-join-late,1,received,10007.0,msg/s,True
1,protected,rabbitmq,q4-join-late,1,consumer_p95,598.0,us,False
1,protected,rabbitmq,q4-join-late,1,consumer_p99,684.0,us,False
1,protected,rabbitmq,q4-join-late,1,confirm_p95,771.0,us,False
1,protected,rabbitmq,q4-join-late,1,confirm_p99,892.0,us,False
1,protected,rabbitmq,q4-join-late,2,published,10009.0,msg/s,True
1,protected,rabbitmq,q4-join-late,2,received,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,2,consumer_p95,596.0,us,False
1,protected,rabbitmq,q4-join-late,2,consumer_p99,675.0,us,False
1,protected,rabbitmq,q4-join-late,2,confirm_p95,771.0,us,False
1,protected,rabbitmq,q4-join-late,2,confirm_p99,895.0,us,False
1,protected,rabbitmq,q4-join-late,3,published,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,3,received,10007.0,msg/s,True
1,protected,rabbitmq,q4-join-late,3,consumer_p95,564.0,us,False
1,protected,rabbitmq,q4-join-late,3,consumer_p99,675.0,us,False
1,protected,rabbitmq,q4-join-late,3,confirm_p95,756.0,us,False
1,protected,rabbitmq,q4-join-late,3,confirm_p99,883.0,us,False
1,protected,rabbitmq,q4-join-late,4,published,10009.0,msg/s,True
1,protected,rabbitmq,q4-join-late,4,received,10007.0,msg/s,True
1,protected,rabbitmq,q4-join-late,4,consumer_p95,392.0,us,False
1,protected,rabbitmq,q4-join-late,4,consumer_p99,688.0,us,False
1,protected,rabbitmq,q4-join-late,4,confirm_p95,737.0,us,False
1,protected,rabbitmq,q4-join-late,4,confirm_p99,891.0,us,False
1,protected,rabbitmq,q4-join-late,5,published,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,5,received,10008.0,msg/s,True
1,protected,rabbitmq,q4-join-late,5,consumer_p95,552.0,us,False
1,protected,rabbitmq,q4-join-late,5,consumer_p99,676.0,us,False
1,protected,rabbitmq,q4-join-late,5,confirm_p95,739.0,us,False
1,protected,rabbitmq,q4-join-late,5,confirm_p99,879.0,us,False
1,protected,rabbitmq,q5-backlog,1,fill_time,17.86,s,False
1,protected,rabbitmq,q5-backlog,1,drain_time,15.83,s,False
1,protected,rabbitmq,q5-backlog,2,fill_time,17.52,s,False
1,protected,rabbitmq,q5-backlog,2,drain_time,12.83,s,False
1,protected,rabbitmq,q5-backlog,3,fill_time,17.93,s,False
1,protected,rabbitmq,q5-backlog,3,drain_time,12.82,s,False
1,protected,rabbitmq,q5-backlog,4,fill_time,17.69,s,False
1,protected,rabbitmq,q5-backlog,4,drain_time,14.81,s,False
1,protected,rabbitmq,q5-backlog,5,fill_time,17.54,s,False
1,protected,rabbitmq,q5-backlog,5,drain_time,14.82,s,False
1,protected,rabbitmq,q1-one-fast,1,published,62852.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,1,received,62841.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,1,consumer_p95,17110.0,us,False
1,protected,rabbitmq,q1-one-fast,1,consumer_p99,19417.0,us,False
1,protected,rabbitmq,q1-one-fast,2,published,67811.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,2,received,67827.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,2,consumer_p95,15648.0,us,False
1,protected,rabbitmq,q1-one-fast,2,consumer_p99,17760.0,us,False
1,protected,rabbitmq,q1-one-fast,3,published,70136.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,3,received,70183.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,3,consumer_p95,18570.0,us,False
1,protected,rabbitmq,q1-one-fast,3,consumer_p99,20757.0,us,False
1,protected,rabbitmq,q1-one-fast,4,published,70348.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,4,received,70398.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,4,consumer_p95,13992.0,us,False
1,protected,rabbitmq,q1-one-fast,4,consumer_p99,16334.0,us,False
1,protected,rabbitmq,q1-one-fast,5,published,67841.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,5,received,67829.0,msg/s,True
1,protected,rabbitmq,q1-one-fast,5,consumer_p95,14602.0,us,False
1,protected,rabbitmq,q1-one-fast,5,consumer_p99,16745.0,us,False
1,protected,geekbench,cpu,1,wall_time,398.84000000000003,s,False
1,protected,geekbench,cpu,2,wall_time,398.93,s,False
1,protected,geekbench,cpu,3,wall_time,399.84000000000003,s,False
1,protected,geekbench,cpu,4,wall_time,399.96,s,False
1,protected,geekbench,cpu,5,wall_time,398.88,s,False
2,nvhe,redis,r4-bgsave,1,throughput,93936.76,ops/s,True
2,nvhe,redis,r4-bgsave,1,latency_avg,0.715,ms,False
2,nvhe,redis,r4-bgsave,1,latency_p50,0.727,ms,False
2,nvhe,redis,r4-bgsave,1,latency_p95,0.879,ms,False
2,nvhe,redis,r4-bgsave,1,latency_p99,1.455,ms,False
2,nvhe,redis,r4-bgsave,2,throughput,93937.99,ops/s,True
2,nvhe,redis,r4-bgsave,2,latency_avg,0.719,ms,False
2,nvhe,redis,r4-bgsave,2,latency_p50,0.735,ms,False
2,nvhe,redis,r4-bgsave,2,latency_p95,0.887,ms,False
2,nvhe,redis,r4-bgsave,2,latency_p99,1.471,ms,False
2,nvhe,redis,r4-bgsave,3,throughput,93937.92,ops/s,True
2,nvhe,redis,r4-bgsave,3,latency_avg,0.716,ms,False
2,nvhe,redis,r4-bgsave,3,latency_p50,0.735,ms,False
2,nvhe,redis,r4-bgsave,3,latency_p95,0.879,ms,False
2,nvhe,redis,r4-bgsave,3,latency_p99,1.463,ms,False
2,nvhe,redis,r4-bgsave,4,throughput,93937.65,ops/s,True
2,nvhe,redis,r4-bgsave,4,latency_avg,0.719,ms,False
2,nvhe,redis,r4-bgsave,4,latency_p50,0.735,ms,False
2,nvhe,redis,r4-bgsave,4,latency_p95,0.879,ms,False
2,nvhe,redis,r4-bgsave,4,latency_p99,1.471,ms,False
2,nvhe,redis,r4-bgsave,5,throughput,93937.69,ops/s,True
2,nvhe,redis,r4-bgsave,5,latency_avg,0.719,ms,False
2,nvhe,redis,r4-bgsave,5,latency_p50,0.735,ms,False
2,nvhe,redis,r4-bgsave,5,latency_p95,0.887,ms,False
2,nvhe,redis,r4-bgsave,5,latency_p99,1.463,ms,False
2,nvhe,redis,r1-steady,1,throughput,94005.62,ops/s,True
2,nvhe,redis,r1-steady,1,latency_avg,0.553,ms,False
2,nvhe,redis,r1-steady,1,latency_p50,0.583,ms,False
2,nvhe,redis,r1-steady,1,latency_p95,0.727,ms,False
2,nvhe,redis,r1-steady,1,latency_p99,1.311,ms,False
2,nvhe,redis,r1-steady,2,throughput,94003.61,ops/s,True
2,nvhe,redis,r1-steady,2,latency_avg,0.685,ms,False
2,nvhe,redis,r1-steady,2,latency_p50,0.711,ms,False
2,nvhe,redis,r1-steady,2,latency_p95,0.775,ms,False
2,nvhe,redis,r1-steady,2,latency_p99,1.423,ms,False
2,nvhe,redis,r1-steady,3,throughput,94002.31,ops/s,True
2,nvhe,redis,r1-steady,3,latency_avg,0.686,ms,False
2,nvhe,redis,r1-steady,3,latency_p50,0.711,ms,False
2,nvhe,redis,r1-steady,3,latency_p95,0.783,ms,False
2,nvhe,redis,r1-steady,3,latency_p99,1.415,ms,False
2,nvhe,redis,r1-steady,4,throughput,94004.95,ops/s,True
2,nvhe,redis,r1-steady,4,latency_avg,0.685,ms,False
2,nvhe,redis,r1-steady,4,latency_p50,0.711,ms,False
2,nvhe,redis,r1-steady,4,latency_p95,0.775,ms,False
2,nvhe,redis,r1-steady,4,latency_p99,1.423,ms,False
2,nvhe,redis,r1-steady,5,throughput,94003.4,ops/s,True
2,nvhe,redis,r1-steady,5,latency_avg,0.685,ms,False
2,nvhe,redis,r1-steady,5,latency_p50,0.711,ms,False
2,nvhe,redis,r1-steady,5,latency_p95,0.775,ms,False
2,nvhe,redis,r1-steady,5,latency_p99,1.415,ms,False
2,nvhe,redis,r2-pipeline,1,throughput,636370.26,ops/s,True
2,nvhe,redis,r2-pipeline,1,latency_avg,2.512,ms,False
2,nvhe,redis,r2-pipeline,1,latency_p50,2.063,ms,False
2,nvhe,redis,r2-pipeline,1,latency_p95,3.535,ms,False
2,nvhe,redis,r2-pipeline,1,latency_p99,3.711,ms,False
2,nvhe,redis,r2-pipeline,2,throughput,632834.09,ops/s,True
2,nvhe,redis,r2-pipeline,2,latency_avg,2.526,ms,False
2,nvhe,redis,r2-pipeline,2,latency_p50,2.063,ms,False
2,nvhe,redis,r2-pipeline,2,latency_p95,3.567,ms,False
2,nvhe,redis,r2-pipeline,2,latency_p99,3.759,ms,False
2,nvhe,redis,r2-pipeline,3,throughput,634686.58,ops/s,True
2,nvhe,redis,r2-pipeline,3,latency_avg,2.519,ms,False
2,nvhe,redis,r2-pipeline,3,latency_p50,2.063,ms,False
2,nvhe,redis,r2-pipeline,3,latency_p95,3.551,ms,False
2,nvhe,redis,r2-pipeline,3,latency_p99,3.743,ms,False
2,nvhe,redis,r2-pipeline,4,throughput,631186.12,ops/s,True
2,nvhe,redis,r2-pipeline,4,latency_avg,2.533,ms,False
2,nvhe,redis,r2-pipeline,4,latency_p50,2.079,ms,False
2,nvhe,redis,r2-pipeline,4,latency_p95,3.583,ms,False
2,nvhe,redis,r2-pipeline,4,latency_p99,3.775,ms,False
2,nvhe,redis,r2-pipeline,5,throughput,638396.13,ops/s,True
2,nvhe,redis,r2-pipeline,5,latency_avg,2.504,ms,False
2,nvhe,redis,r2-pipeline,5,latency_p50,2.063,ms,False
2,nvhe,redis,r2-pipeline,5,latency_p95,3.535,ms,False
2,nvhe,redis,r2-pipeline,5,latency_p99,3.727,ms,False
2,nvhe,redis,r3-ttl-eviction,1,throughput,93940.75,ops/s,True
2,nvhe,redis,r3-ttl-eviction,1,latency_avg,0.822,ms,False
2,nvhe,redis,r3-ttl-eviction,1,latency_p50,0.831,ms,False
2,nvhe,redis,r3-ttl-eviction,1,latency_p95,0.975,ms,False
2,nvhe,redis,r3-ttl-eviction,1,latency_p99,1.687,ms,False
2,nvhe,redis,r3-ttl-eviction,2,throughput,93938.96,ops/s,True
2,nvhe,redis,r3-ttl-eviction,2,latency_avg,0.822,ms,False
2,nvhe,redis,r3-ttl-eviction,2,latency_p50,0.831,ms,False
2,nvhe,redis,r3-ttl-eviction,2,latency_p95,0.975,ms,False
2,nvhe,redis,r3-ttl-eviction,2,latency_p99,1.687,ms,False
2,nvhe,redis,r3-ttl-eviction,3,throughput,93939.77,ops/s,True
2,nvhe,redis,r3-ttl-eviction,3,latency_avg,0.822,ms,False
2,nvhe,redis,r3-ttl-eviction,3,latency_p50,0.839,ms,False
2,nvhe,redis,r3-ttl-eviction,3,latency_p95,0.975,ms,False
2,nvhe,redis,r3-ttl-eviction,3,latency_p99,1.695,ms,False
2,nvhe,redis,r3-ttl-eviction,4,throughput,93941.92,ops/s,True
2,nvhe,redis,r3-ttl-eviction,4,latency_avg,0.82,ms,False
2,nvhe,redis,r3-ttl-eviction,4,latency_p50,0.831,ms,False
2,nvhe,redis,r3-ttl-eviction,4,latency_p95,0.975,ms,False
2,nvhe,redis,r3-ttl-eviction,4,latency_p99,1.687,ms,False
2,nvhe,redis,r3-ttl-eviction,5,throughput,93942.9,ops/s,True
2,nvhe,redis,r3-ttl-eviction,5,latency_avg,0.821,ms,False
2,nvhe,redis,r3-ttl-eviction,5,latency_p50,0.831,ms,False
2,nvhe,redis,r3-ttl-eviction,5,latency_p95,0.975,ms,False
2,nvhe,redis,r3-ttl-eviction,5,latency_p99,1.687,ms,False
2,nvhe,rabbitmq,q2-reliable,1,published,50980.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,1,received,49454.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,1,consumer_p95,10880224.0,us,False
2,nvhe,rabbitmq,q2-reliable,1,consumer_p99,10929345.0,us,False
2,nvhe,rabbitmq,q2-reliable,1,confirm_p95,159252.0,us,False
2,nvhe,rabbitmq,q2-reliable,1,confirm_p99,202037.0,us,False
2,nvhe,rabbitmq,q2-reliable,2,published,51119.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,2,received,50443.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,2,consumer_p95,9075680.0,us,False
2,nvhe,rabbitmq,q2-reliable,2,consumer_p99,9145874.0,us,False
2,nvhe,rabbitmq,q2-reliable,2,confirm_p95,160278.0,us,False
2,nvhe,rabbitmq,q2-reliable,2,confirm_p99,203333.0,us,False
2,nvhe,rabbitmq,q2-reliable,3,published,51422.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,3,received,50576.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,3,consumer_p95,8228691.0,us,False
2,nvhe,rabbitmq,q2-reliable,3,consumer_p99,8288071.0,us,False
2,nvhe,rabbitmq,q2-reliable,3,confirm_p95,157841.0,us,False
2,nvhe,rabbitmq,q2-reliable,3,confirm_p99,200483.0,us,False
2,nvhe,rabbitmq,q2-reliable,4,published,51390.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,4,received,50622.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,4,consumer_p95,6873016.0,us,False
2,nvhe,rabbitmq,q2-reliable,4,consumer_p99,6956623.0,us,False
2,nvhe,rabbitmq,q2-reliable,4,confirm_p95,160330.0,us,False
2,nvhe,rabbitmq,q2-reliable,4,confirm_p99,201465.0,us,False
2,nvhe,rabbitmq,q2-reliable,5,published,52294.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,5,received,51994.0,msg/s,True
2,nvhe,rabbitmq,q2-reliable,5,consumer_p95,6085569.0,us,False
2,nvhe,rabbitmq,q2-reliable,5,consumer_p99,6162439.0,us,False
2,nvhe,rabbitmq,q2-reliable,5,confirm_p95,154670.0,us,False
2,nvhe,rabbitmq,q2-reliable,5,confirm_p99,194927.0,us,False
2,nvhe,rabbitmq,q3-rate50,1,published,24404.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,1,received,24403.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,1,consumer_p95,811.0,us,False
2,nvhe,rabbitmq,q3-rate50,1,consumer_p99,919.0,us,False
2,nvhe,rabbitmq,q3-rate50,1,confirm_p95,948.0,us,False
2,nvhe,rabbitmq,q3-rate50,1,confirm_p99,1061.0,us,False
2,nvhe,rabbitmq,q3-rate50,2,published,24400.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,2,received,24398.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,2,consumer_p95,842.0,us,False
2,nvhe,rabbitmq,q3-rate50,2,consumer_p99,951.0,us,False
2,nvhe,rabbitmq,q3-rate50,2,confirm_p95,982.0,us,False
2,nvhe,rabbitmq,q3-rate50,2,confirm_p99,1125.0,us,False
2,nvhe,rabbitmq,q3-rate50,3,published,24400.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,3,received,24401.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,3,consumer_p95,826.0,us,False
2,nvhe,rabbitmq,q3-rate50,3,consumer_p99,937.0,us,False
2,nvhe,rabbitmq,q3-rate50,3,confirm_p95,966.0,us,False
2,nvhe,rabbitmq,q3-rate50,3,confirm_p99,1102.0,us,False
2,nvhe,rabbitmq,q3-rate50,4,published,24401.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,4,received,24405.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,4,consumer_p95,802.0,us,False
2,nvhe,rabbitmq,q3-rate50,4,consumer_p99,905.0,us,False
2,nvhe,rabbitmq,q3-rate50,4,confirm_p95,939.0,us,False
2,nvhe,rabbitmq,q3-rate50,4,confirm_p99,1057.0,us,False
2,nvhe,rabbitmq,q3-rate50,5,published,24403.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,5,received,24399.0,msg/s,True
2,nvhe,rabbitmq,q3-rate50,5,consumer_p95,811.0,us,False
2,nvhe,rabbitmq,q3-rate50,5,consumer_p99,916.0,us,False
2,nvhe,rabbitmq,q3-rate50,5,confirm_p95,950.0,us,False
2,nvhe,rabbitmq,q3-rate50,5,confirm_p99,1069.0,us,False
2,nvhe,rabbitmq,q3-rate70,1,published,34174.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,1,received,34170.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,1,consumer_p95,963.0,us,False
2,nvhe,rabbitmq,q3-rate70,1,consumer_p99,1235.0,us,False
2,nvhe,rabbitmq,q3-rate70,1,confirm_p95,1258.0,us,False
2,nvhe,rabbitmq,q3-rate70,1,confirm_p99,1892.0,us,False
2,nvhe,rabbitmq,q3-rate70,2,published,34173.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,2,received,34171.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,2,consumer_p95,1010.0,us,False
2,nvhe,rabbitmq,q3-rate70,2,consumer_p99,1532.0,us,False
2,nvhe,rabbitmq,q3-rate70,2,confirm_p95,1428.0,us,False
2,nvhe,rabbitmq,q3-rate70,2,confirm_p99,2097.0,us,False
2,nvhe,rabbitmq,q3-rate70,3,published,34173.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,3,received,34171.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,3,consumer_p95,1060.0,us,False
2,nvhe,rabbitmq,q3-rate70,3,consumer_p99,1496.0,us,False
2,nvhe,rabbitmq,q3-rate70,3,confirm_p95,1515.0,us,False
2,nvhe,rabbitmq,q3-rate70,3,confirm_p99,2088.0,us,False
2,nvhe,rabbitmq,q3-rate70,4,published,34173.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,4,received,34173.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,4,consumer_p95,950.0,us,False
2,nvhe,rabbitmq,q3-rate70,4,consumer_p99,1233.0,us,False
2,nvhe,rabbitmq,q3-rate70,4,confirm_p95,1255.0,us,False
2,nvhe,rabbitmq,q3-rate70,4,confirm_p99,1878.0,us,False
2,nvhe,rabbitmq,q3-rate70,5,published,34171.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,5,received,34169.0,msg/s,True
2,nvhe,rabbitmq,q3-rate70,5,consumer_p95,999.0,us,False
2,nvhe,rabbitmq,q3-rate70,5,consumer_p99,1314.0,us,False
2,nvhe,rabbitmq,q3-rate70,5,confirm_p95,1344.0,us,False
2,nvhe,rabbitmq,q3-rate70,5,confirm_p99,1954.0,us,False
2,nvhe,rabbitmq,q3-rate85,1,published,41472.0,msg/s,True
2,nvhe,rabbitmq,q3-rate85,1,received,41471.0,msg/s,True
2,nvhe,rabbitmq,q3-rate85,1,consumer_p95,2084.0,us,False
2,nvhe,rabbitmq,q3-rate85,1,consumer_p99,2888.0,us,False
2,nvhe,rabbitmq,q3-rate85,1,confirm_p95,2804.0,us,False
2,nvhe,rabbitmq,q3-rate85,1,confirm_p99,3757.0,us,False
2,nvhe,rabbitmq,q3-rate85,2,published,41471.0,msg/s,True
2,nvhe,rabbitmq,q3-rate85,2,received,41472.0,msg/s,True
2,nvhe,rabbitmq,q3-rate85,2,consumer_p95,1877.0,us,False
