project,scenario,metric,unit,higher_better,pair,first_mode,nvhe_boot_median,protected_boot_median,raw_delta_pct,penalty_pct
redis,r3-ttl-eviction,latency_p95,ms,False,3,nvhe,0.983,0.999,1.6276703967446515,1.6276703967446515
redis,r3-ttl-eviction,latency_p95,ms,False,4,protected,0.975,0.991,1.6410256410256396,1.6410256410256396
redis,r3-ttl-eviction,latency_p95,ms,False,5,nvhe,0.983,0.999,1.6276703967446515,1.6276703967446515
redis,r3-ttl-eviction,latency_p99,ms,False,1,nvhe,1.687,1.743,3.319502074688807,3.319502074688807
redis,r3-ttl-eviction,latency_p99,ms,False,2,protected,1.687,1.727,2.371072910491989,2.371072910491989
redis,r3-ttl-eviction,latency_p99,ms,False,3,nvhe,1.687,1.719,1.8968583283935914,1.8968583283935914
redis,r3-ttl-eviction,latency_p99,ms,False,4,protected,1.695,1.719,1.415929203539834,1.415929203539834
redis,r3-ttl-eviction,latency_p99,ms,False,5,nvhe,1.711,1.711,0.0,0.0
redis,r3-ttl-eviction,throughput,ops/s,True,1,nvhe,93942.7,93846.99,-0.10188125314685159,0.10188125314685159
redis,r3-ttl-eviction,throughput,ops/s,True,2,protected,93940.75,93880.12,-0.0645406812272653,0.0645406812272653
redis,r3-ttl-eviction,throughput,ops/s,True,3,nvhe,93940.29,93885.39,-0.05844137802852867,0.05844137802852867
redis,r3-ttl-eviction,throughput,ops/s,True,4,protected,93934.95,93901.99,-0.035088111506942354,0.035088111506942354
redis,r3-ttl-eviction,throughput,ops/s,True,5,nvhe,93915.24,93903.26,-0.012756183128548315,0.012756183128548315
redis,r4-bgsave,latency_avg,ms,False,1,nvhe,0.718,0.739,2.924791086350975,2.924791086350975
redis,r4-bgsave,latency_avg,ms,False,2,protected,0.719,0.732,1.8080667593880495,1.8080667593880495
redis,r4-bgsave,latency_avg,ms,False,3,nvhe,0.718,0.729,1.532033426183843,1.532033426183843
redis,r4-bgsave,latency_avg,ms,False,4,protected,0.722,0.729,0.969529085872578,0.969529085872578
redis,r4-bgsave,latency_avg,ms,False,5,nvhe,0.726,0.727,0.13774104683195176,0.13774104683195176
redis,r4-bgsave,latency_p50,ms,False,1,nvhe,0.735,0.759,3.2653061224489743,3.2653061224489743
redis,r4-bgsave,latency_p50,ms,False,2,protected,0.735,0.751,2.176870748299331,2.176870748299331
redis,r4-bgsave,latency_p50,ms,False,3,nvhe,0.735,0.743,1.0884353741496655,1.0884353741496655
redis,r4-bgsave,latency_p50,ms,False,4,protected,0.735,0.743,1.0884353741496655,1.0884353741496655
redis,r4-bgsave,latency_p50,ms,False,5,nvhe,0.743,0.743,0.0,0.0
redis,r4-bgsave,latency_p95,ms,False,1,nvhe,0.879,0.903,2.7303754266211566,2.7303754266211566
redis,r4-bgsave,latency_p95,ms,False,2,protected,0.879,0.903,2.7303754266211566,2.7303754266211566
redis,r4-bgsave,latency_p95,ms,False,3,nvhe,0.887,0.895,0.901916572717032,0.901916572717032
redis,r4-bgsave,latency_p95,ms,False,4,protected,0.887,0.895,0.901916572717032,0.901916572717032
redis,r4-bgsave,latency_p95,ms,False,5,nvhe,0.895,0.895,0.0,0.0
redis,r4-bgsave,latency_p99,ms,False,1,nvhe,1.463,1.511,3.280929596719062,3.280929596719062
redis,r4-bgsave,latency_p99,ms,False,2,protected,1.463,1.495,2.1872863978127155,2.1872863978127155
redis,r4-bgsave,latency_p99,ms,False,3,nvhe,1.463,1.487,1.640464798359531,1.640464798359531
redis,r4-bgsave,latency_p99,ms,False,4,protected,1.471,1.487,1.0876954452753163,1.0876954452753163
redis,r4-bgsave,latency_p99,ms,False,5,nvhe,1.487,1.479,-0.5379959650302579,-0.5379959650302579
redis,r4-bgsave,throughput,ops/s,True,1,nvhe,93937.92,93931.2,-0.007153660630343506,0.007153660630343506
redis,r4-bgsave,throughput,ops/s,True,2,protected,93937.69,93930.75,-0.00738787594202206,0.00738787594202206
redis,r4-bgsave,throughput,ops/s,True,3,nvhe,93934.24,93931.6,-0.0028104767760939176,0.0028104767760939176
redis,r4-bgsave,throughput,ops/s,True,4,protected,93935.62,93933.12,-0.0026613972420652665,0.0026613972420652665
redis,r4-bgsave,throughput,ops/s,True,5,nvhe,93935.46,93932.79,-0.002842377095946258,0.002842377095946258
