mode	section	label	rc	thermal_gate_start_mc	thermal_wait_sec	thermal_gate_ready_mc	freq_before_khz	freq_after_khz	thermal_before_mc	thermal_after_mc	command
nvhe	mmap_split_full	mmap_populate_unmap-8MB-run-1	0	40000	5	37000	1418000	1795000	38000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-8MB-run-2	0	39000	10	37000	578000	1945000	38000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-8MB-run-1	0	39000	15	37000	2450000	1795000	40000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-8MB-run-2	0	38000	0	38000	1795000	1795000	40000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-8MB-run-1	0	40000	5	37000	578000	1795000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-8MB-run-2	0	39000	10	37000	578000	1418000	37000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-8MB-run-1	0	42000	5	37000	578000	578000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-8MB-run-2	0	38000	0	38000	1795000	1945000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-8MB-run-1	0	40000	15	37000	1795000	1795000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-8MB-run-2	0	37000	0	37000	578000	1549000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-8MB-run-1	0	38000	0	38000	1795000	578000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-8MB-run-2	0	39000	10	38000	2367000	578000	37000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-8MB-run-1	0	39000	5	37000	578000	578000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-8MB-run-2	0	37000	0	37000	578000	1795000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-8MB-run-1	0	40000	5	38000	578000	2130000	37000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-8MB-run-2	0	39000	5	37000	578000	578000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-8MB-run-1	0	38000	0	38000	910000	1795000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-8MB-run-2	0	38000	0	38000	578000	1795000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-8MB-run-1	0	42000	5	38000	648000	787000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-8MB-run-2	0	38000	0	38000	1418000	1065000	40000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-16MB-run-1	0	38000	0	38000	1795000	1795000	40000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-16MB-run-2	0	38000	0	38000	648000	2130000	41000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-16MB-run-1	0	40000	15	37000	578000	648000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-16MB-run-2	0	38000	0	38000	578000	578000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-16MB-run-1	0	39000	5	38000	1795000	1795000	46000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-16MB-run-2	0	39000	5	37000	578000	2245000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-16MB-run-1	0	39000	10	37000	578000	1795000	37000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-16MB-run-2	0	39000	5	38000	1795000	578000	39000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-16MB-run-1	0	39000	5	37000	1549000	578000	37000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-16MB-run-2	0	38000	0	38000	1795000	1795000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-16MB-run-1	0	40000	5	37000	357000	1549000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-16MB-run-2	0	39000	5	37000	648000	1795000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-16MB-run-1	0	39000	10	37000	578000	1945000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-16MB-run-2	0	40000	10	37000	578000	578000	37000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-16MB-run-1	0	38000	0	38000	578000	1418000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-16MB-run-2	0	39000	10	37000	578000	2130000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-16MB-run-1	0	40000	5	38000	578000	357000	40000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-16MB-run-2	0	39000	5	37000	357000	578000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-16MB-run-1	0	38000	0	38000	578000	1945000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-16MB-run-2	0	38000	0	38000	578000	578000	40000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-16MB-run-1	0	40000	5	38000	578000	1795000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-16MB-run-2	0	38000	0	38000	578000	578000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-16MB-run-1	0	39000	15	37000	648000	1418000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-16MB-run-2	0	40000	5	37000	578000	578000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '16' '1000' '/data/local/tmp/pixel-overview-early/lmb_16MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-64MB-run-1	0	39000	10	38000	578000	578000	37000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-64MB-run-2	0	37000	0	37000	578000	578000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-64MB-run-1	0	39000	10	37000	578000	578000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-64MB-run-2	0	39000	15	38000	1795000	648000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-64MB-run-1	0	37000	0	37000	1945000	648000	38000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-64MB-run-2	0	40000	10	37000	578000	1945000	37000	42000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-64MB-run-1	0	39000	5	37000	578000	910000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-64MB-run-2	0	38000	0	38000	357000	578000	38000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-64MB-run-1	0	39000	5	37000	578000	1549000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-64MB-run-2	0	38000	0	38000	578000	1795000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-64MB-run-1	0	38000	0	38000	578000	1795000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-64MB-run-2	0	38000	0	38000	910000	1795000	40000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-64MB-run-1	0	39000	15	38000	910000	1795000	37000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-64MB-run-2	0	40000	10	37000	910000	1549000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-64MB-run-1	0	37000	0	37000	578000	1795000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-64MB-run-2	0	39000	10	38000	578000	648000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-64MB-run-1	0	40000	5	37000	648000	1065000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-64MB-run-2	0	39000	5	37000	1945000	1795000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-64MB-run-1	0	37000	0	37000	578000	578000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-64MB-run-2	0	37000	0	37000	648000	1065000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-64MB-run-1	0	38000	0	38000	1795000	1795000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-64MB-run-2	0	37000	0	37000	578000	1795000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-64MB-run-1	0	38000	0	38000	578000	1795000	40000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-64MB-run-2	0	40000	5	37000	357000	1795000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '64' '300' '/data/local/tmp/pixel-overview-early/lmb_64MB.bin' 10 16 1
nvhe	lat_mem_rd	64MB-stride128-run-1	0	39000	10	37000	578000	1549000	39000	50000	'/data/local/tmp/pixel-overview-early/lat_mem_rd' -P 1 -W 1 -N 3 64 128
nvhe	lat_mem_rd	64MB-stride128-run-2	0	45000	20	38000	578000	1549000	39000	49000	'/data/local/tmp/pixel-overview-early/lat_mem_rd' -P 1 -W 1 -N 3 64 128
nvhe	bw_mem	rd-64m-run-1	0	46000	25	37000	578000	1549000	39000	40000	'/data/local/tmp/pixel-overview-early/bw_mem' -P 1 -W 1 -N 3 64m 'rd'
nvhe	bw_mem	rd-64m-run-2	0	39000	10	37000	1065000	1795000	38000	40000	'/data/local/tmp/pixel-overview-early/bw_mem' -P 1 -W 1 -N 3 64m 'rd'
nvhe	bw_mem	wr-64m-run-1	0	41000	5	37000	578000	1549000	39000	40000	'/data/local/tmp/pixel-overview-early/bw_mem' -P 1 -W 1 -N 3 64m 'wr'
nvhe	bw_mem	wr-64m-run-2	0	39000	10	37000	578000	1945000	38000	41000	'/data/local/tmp/pixel-overview-early/bw_mem' -P 1 -W 1 -N 3 64m 'wr'
nvhe	bw_mem	rdwr-64m-run-1	0	40000	5	37000	578000	1945000	38000	40000	'/data/local/tmp/pixel-overview-early/bw_mem' -P 1 -W 1 -N 3 64m 'rdwr'
nvhe	bw_mem	rdwr-64m-run-2	0	39000	20	37000	648000	1795000	37000	39000	'/data/local/tmp/pixel-overview-early/bw_mem' -P 1 -W 1 -N 3 64m 'rdwr'
nvhe	bw_mmap_rd	mmap_only-64m-run-1	0	38000	0	38000	578000	1549000	38000	39000	'/data/local/tmp/pixel-overview-early/bw_mmap_rd' -P 1 -W 1 -N 3 64m mmap_only '/data/local/tmp/pixel-overview-early/lmb_64MB.bin'
nvhe	bw_mmap_rd	open2close-64m-run-1	0	39000	45	37000	578000	1795000	38000	41000	'/data/local/tmp/pixel-overview-early/bw_mmap_rd' -P 1 -W 1 -N 3 64m open2close '/data/local/tmp/pixel-overview-early/lmb_64MB.bin'
nvhe	bw_mmap_rd	mmap_only-64m-run-2	0	39000	5	37000	578000	1795000	38000	40000	'/data/local/tmp/pixel-overview-early/bw_mmap_rd' -P 1 -W 1 -N 3 64m mmap_only '/data/local/tmp/pixel-overview-early/lmb_64MB.bin'
nvhe	bw_mmap_rd	open2close-64m-run-2	0	38000	0	38000	578000	1795000	39000	41000	'/data/local/tmp/pixel-overview-early/bw_mmap_rd' -P 1 -W 1 -N 3 64m open2close '/data/local/tmp/pixel-overview-early/lmb_64MB.bin'
