Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分24秒   999    105352   46.00    8.00    0.00    0.00   54.00     2      0.00      0.00 2669132  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分25秒   999    105352   42.00   13.00    0.00    0.00   55.00     2      0.00      0.00 2669132  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分26秒   999    105352   42.00   14.00    0.00    0.00   56.00     2      0.00      0.00 2669132  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分27秒   999    105352   44.00   10.00    0.00    0.00   54.00     2     10.00      0.00 2669132  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分28秒   999    105352   45.00   10.00    0.00    0.00   55.00     2      0.00      0.00 2669132  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分29秒   999    105352   43.00   13.00    0.00    0.00   56.00     2     28.00      0.00 2669132  117160   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分30秒   999    105352   45.00    9.00    0.00    0.00   54.00     2      0.00      0.00 2669132  117160   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分31秒   999    105352   44.00   11.00    0.00    0.00   55.00     2      0.00      0.00 2669132  117160   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分32秒   999    105352   78.00   28.00    0.00    0.00  106.00     2  20309.00      0.00 2751796  187216   0.58  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分33秒   999    105352  206.00   57.00    0.00    0.00  263.00     2  28239.00      0.00 2768600  206608   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分34秒   999    105352  204.00   48.00    0.00    0.00  252.00     2  26894.00      0.00 2784684  218980   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分35秒   999    105352  202.00   54.00    0.00    0.00  256.00     2  19214.00      0.00 2776952  213536   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分36秒   999    105352  194.00   56.00    0.00    0.00  250.00     2  29367.00      0.00 2765088  196328   0.60  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分37秒   999    105352  194.00   52.00    0.00    0.00  246.00     2  44335.00      0.00 2785760  216708   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分38秒   999    105352  196.00   59.00    0.00    0.00  255.00     2  27617.00      0.00 2778392  210824   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分39秒   999    105352  199.00   56.00    0.00    0.00  255.00     2  26994.00      0.00 2788396  213108   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分40秒   999    105352  198.00   58.00    0.00    0.00  256.00     2  23696.00      0.00 2783700  216240   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分41秒   999    105352  203.00   53.00    0.00    0.00  256.00     2  25668.00      0.00 2792864  212724   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分42秒   999    105352  197.00   58.00    0.00    0.00  255.00     2  23385.00      0.00 2779828  212324   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分43秒   999    105352  203.00   52.00    0.00    0.00  255.00     2  22384.00      0.00 2780444  216100   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分44秒   999    105352  206.00   52.00    0.00    0.00  258.00     2  25554.00      0.00 2778680  216372   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分45秒   999    105352  198.00   57.00    0.00    0.00  255.00     2  20660.00      0.00 2778368  211808   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分46秒   999    105352  197.00   61.00    0.00    0.00  258.00     2  20781.00      0.00 2777144  213564   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分47秒   999    105352  210.00   46.00    0.00    0.00  256.00     2  21664.00      0.00 2778276  215880   0.66  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分48秒   999    105352  200.00   55.00    0.00    0.00  255.00     2  27825.00      0.00 2779016  216388   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分49秒   999    105352  200.00   54.00    0.00    0.00  254.00     2  27224.00      0.00 2782328  218592   0.67  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分50秒   999    105352  154.00   67.00    0.00    0.00  221.00     2   4910.00      0.00 2768868  206040   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分51秒   999    105352   96.00   62.00    0.00    0.00  158.00     2     15.00      0.00 2765780  203164   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分52秒   999    105352   98.00   61.00    0.00    0.00  159.00     2     19.00      0.00 2763572  201664   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分53秒   999    105352  107.00   53.00    0.00    0.00  160.00     2     26.00      0.00 2762200  200264   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分54秒   999    105352   99.00   59.00    0.00    0.00  158.00     2     15.00      0.00 2760240  197860   0.61  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分55秒   999    105352  105.00   52.00    0.00    0.00  157.00     2     17.00      0.00 2757080  195124   0.60  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分56秒   999    105352  103.00   56.00    0.00    0.00  159.00     2     15.00      0.00 2755752  193412   0.59  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分57秒   999    105352  105.00   54.00    0.00    0.00  159.00     2     42.00      0.00 2754220  191324   0.59  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分58秒   999    105352  106.00   51.00    0.00    0.00  157.00     2    152.00      0.00 2752720  189516   0.58  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时55分59秒   999    105352  103.00   54.00    0.00    0.00  157.00     2     31.00      0.00 2750608  187724   0.58  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分00秒   999    105352  104.00   54.00    0.00    0.00  158.00     2     45.00      0.00 2748992  186184   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分01秒   999    105352  113.00   45.00    0.00    0.00  158.00     2     22.00      0.00 2746880  184536   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分02秒   999    105352  108.00   50.00    0.00    0.00  158.00     2     52.00      0.00 2745264  183040   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分03秒   999    105352  105.00   52.00    0.00    0.00  157.00     2     32.00      0.00 2743632  181328   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分04秒   999    105352  102.00   56.00    0.00    0.00  158.00     2     76.00      0.00 2742528  179780   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分05秒   999    105352  107.00   50.00    0.00    0.00  157.00     2     90.00      0.00 2741204  178296   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分06秒   999    105352  114.00   44.00    0.00    0.00  158.00     2      3.00      0.00 2738484  176764   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分07秒   999    105352  105.00   54.00    0.00    0.00  159.00     2     88.00      0.00 2737828  175132   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分08秒   999    105352  108.00   51.00    0.00    0.00  159.00     2      8.00      0.00 2734092  171848   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分09秒   999    105352  104.00   52.00    0.00    0.00  156.00     2    124.00      0.00 2733644  171104   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分10秒   999    105352  101.00   56.00    0.00    0.00  157.00     2     86.00      0.00 2731680  169132   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分11秒   999    105352  100.00   58.00    0.00    0.00  158.00     2     23.00      0.00 2729188  166968   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分12秒   999    105352  107.00   52.00    0.00    0.00  159.00     2     91.00      0.00 2728920  166264   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分13秒   999    105352  103.00   55.00    0.00    0.00  158.00     2     42.00      0.00 2727304  164564   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分14秒   999    105352  100.00   54.00    0.00    0.00  154.00     2    243.00      0.00 2725924  163088   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分15秒   999    105352   98.00   59.00    0.00    0.00  157.00     2     97.00      0.00 2721836  158724   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分16秒   999    105352  104.00   53.00    0.00    0.00  157.00     2     79.00      0.00 2719260  157128   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分17秒   999    105352  103.00   56.00    0.00    0.00  159.00     2    129.00      0.00 2716572  154508   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分18秒   999    105352  101.00   58.00    0.00    0.00  159.00     2     56.00      0.00 2708960  151052   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分19秒   999    105352  102.00   55.00    0.00    0.00  157.00     2     58.00      0.00 2706980  150664   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分20秒   999    105352  105.00   54.00    0.00    0.00  159.00     2     70.00      0.00 2706248  149984   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分21秒   999    105352   93.00   65.00    0.00    0.00  158.00     2     66.00      0.00 2705724  149540   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分22秒   999    105352  103.00   56.00    0.00    0.00  159.00     2     51.00      0.00 2705556  148280   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分23秒   999    105352  102.00   56.00    0.00    0.00  158.00     2     86.00      0.00 2704092  147332   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分24秒   999    105352  104.00   56.00    0.00    0.00  160.00     2     31.00      0.00 2703884  147188   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分25秒   999    105352  102.00   53.00    0.00    0.00  155.00     2    109.00      0.00 2701980  145976   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分26秒   999    105352   99.00   60.00    0.00    0.00  159.00     2    113.00      0.00 2698900  142844   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分27秒   999    105352   97.00   60.00    0.00    0.00  157.00     2    105.00      0.00 2698312  142156   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分28秒   999    105352  108.00   50.00    0.00    0.00  158.00     2    116.00      0.00 2697948  141836   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分29秒   999    105352  101.00   57.00    0.00    0.00  158.00     2    118.00      0.00 2697340  141696   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分30秒   999    105352  104.00   54.00    0.00    0.00  158.00     2    187.00      0.00 2697488  141660   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分31秒   999    105352  105.00   53.00    0.00    0.00  158.00     2    168.00      0.00 2697488  141952   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分32秒   999    105352  109.00   49.00    0.00    0.00  158.00     2      3.00      0.00 2696736  141556   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分33秒   999    105352  103.00   57.00    0.00    0.00  160.00     2     74.00      0.00 2696372  141200   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分34秒   999    105352  103.00   54.00    0.00    0.00  157.00     2     39.00      0.00 2696644  141068   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分35秒   999    105352  101.00   58.00    0.00    0.00  159.00     2     34.00      0.00 2696596  140932   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分36秒   999    105352  106.00   53.00    0.00    0.00  159.00     2     33.00      0.00 2695720  140608   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分37秒   999    105352  106.00   54.00    0.00    0.00  160.00     2     34.00      0.00 2695804  140340   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分38秒   999    105352  111.00   48.00    0.00    0.00  159.00     2     40.00      0.00 2695440  139920   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分39秒   999    105352  101.00   55.00    0.00    0.00  156.00     2     37.00      0.00 2694832  139920   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分40秒   999    105352  104.00   53.00    0.00    0.00  157.00     2      0.00      0.00 2694324  139260   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分41秒   999    105352  101.00   54.00    0.00    0.00  155.00     2      0.00      0.00 2693848  138896   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分42秒   999    105352  103.00   54.00    0.00    0.00  157.00     2     35.00      0.00 2694152  138624   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分43秒   999    105352  109.00   47.00    0.00    0.00  156.00     2     46.00      0.00 2692004  137096   0.42  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分44秒   999    105352  104.00   53.00    0.00    0.00  157.00     2     16.00      0.00 2689876  135356   0.42  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分45秒   999    105352  104.00   54.00    0.00    0.00  158.00     2     26.00      0.00 2689436  134408   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分46秒   999    105352  107.00   47.00    0.00    0.00  154.00     2     52.00      0.00 2689804  134268   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分47秒   999    105352   98.00   59.00    0.00    0.00  157.00     2     55.00      0.00 2688780  133608   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分48秒   999    105352  105.00   53.00    0.00    0.00  158.00     2    156.00      0.00 2689148  133768   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分49秒   999    105352  101.00   54.00    0.00    0.00  155.00     2     16.00      0.00 2688784  133424   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分50秒   999    105352  114.00   42.00    0.00    0.00  156.00     2      2.00      0.00 2688240  133424   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分51秒   999    105352  103.00   53.00    0.00    0.00  156.00     2     68.00      0.00 2688688  133084   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分52秒   999    105352  105.00   52.00    0.00    0.00  157.00     2    102.00      0.00 2686860  132172   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分53秒   999    105352   96.00   61.00    0.00    0.00  157.00     2     75.00      0.00 2686796  131692   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分54秒   999    105352  105.00   52.00    0.00    0.00  157.00     2    177.00      0.00 2687244  131956   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分55秒   999    105352  102.00   54.00    0.00    0.00  156.00     2     74.00      0.00 2686368  131656   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分56秒   999    105352   94.00   63.00    0.00    0.00  157.00     2     10.00      0.00 2686004  131292   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分57秒   999    105352  104.00   53.00    0.00    0.00  157.00     2      1.00      0.00 2685052  130396   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分58秒   999    105352  108.00   46.00    0.00    0.00  154.00     2     15.00      0.00 2684908  130252   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时56分59秒   999    105352  108.00   50.00    0.00    0.00  158.00     2     42.00      0.00 2684812  130380   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分00秒   999    105352  104.00   52.00    0.00    0.00  156.00     2     30.00      0.00 2685084  130060   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分01秒   999    105352   98.00   60.00    0.00    0.00  158.00     2     40.00      0.00 2685500  130060   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分02秒   999    105352  109.00   47.00    0.00    0.00  156.00     2     46.00      0.00 2684988  130060   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分03秒   999    105352   97.00   59.00    0.00    0.00  156.00     2     54.00      0.00 2684624  130060   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分04秒   999    105352  104.00   54.00    0.00    0.00  158.00     2      0.00      0.00 2683968  129852   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分05秒   999    105352  105.00   57.00    0.00    0.00  162.00     2     11.00      0.00 2683872  129852   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分06秒   999    105352   94.00   61.00    0.00    0.00  155.00     2      0.00      0.00 2683728  129624   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分07秒   999    105352  111.00   45.00    0.00    0.00  156.00     2     39.00      0.00 2683876  129624   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分08秒   999    105352  100.00   57.00    0.00    0.00  157.00     2      9.00      0.00 2682776  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分09秒   999    105352  104.00   53.00    0.00    0.00  157.00     2     26.00      0.00 2683800  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分10秒   999    105352  105.00   50.00    0.00    0.00  155.00     2     25.00      0.00 2683288  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分11秒   999    105352   96.00   60.00    0.00    0.00  156.00     2      0.00      0.00 2682776  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分12秒   999    105352  106.00   50.00    0.00    0.00  156.00     2     46.00      0.00 2683800  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分13秒   999    105352  103.00   53.00    0.00    0.00  156.00     2      0.00      0.00 2682776  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分14秒   999    105352  100.00   54.00    0.00    0.00  154.00     2     10.00      0.00 2682776  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分15秒   999    105352  106.00   50.00    0.00    0.00  156.00     2     17.00      0.00 2683288  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分16秒   999    105352   98.00   56.00    0.00    0.00  154.00     2      4.00      0.00 2682776  129492   0.40  beam.smp

