summary_order,category,bench,variant,unit,direction,n90_vhe_vm_mean,n90_nvhe_vm_mean,n90_pkvm_np_vm_mean,n90_pkvm_pvm_mean,kunpeng_regular_vm_mean,kunpeng_virtcca_cvm_mean,hygon_regular_vm_mean,hygon_csv_cvm_mean,n90_pkvm_pvm_over_nvhe_vm_ratio,n90_pkvm_pvm_over_nvhe_vm_delta_pct,n90_pkvm_pvm_over_vhe_vm_ratio,n90_pkvm_pvm_over_vhe_vm_delta_pct,n90_pkvm_np_over_nvhe_vm_ratio,n90_pkvm_np_over_nvhe_vm_delta_pct,kunpeng_virtcca_over_regular_vm_ratio,kunpeng_virtcca_over_regular_vm_delta_pct,hygon_csv_over_regular_vm_ratio,hygon_csv_over_regular_vm_delta_pct
9,File & VM system latencies,lat_fs,sz0K_create,ops/s,higher-is-better,54.800000,54.800000,54.900000,54.800000,627.100000,556.700000,108.000000,116.100000,1.000000,0.000000,1.000000,0.000000,1.001825,0.182482,0.887737,-11.226280,1.075000,7.500000
9,File & VM system latencies,lat_fs,sz0K_niters,count,unknown,1.000000,1.000000,1.000000,1.000000,6.900000,6.200000,1.600000,1.700000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.898551,-10.144928,1.062500,6.250000
9,File & VM system latencies,lat_fs,sz0K_unlink,ops/s,higher-is-better,711.100000,713.600000,728.400000,708.700000,6091.200000,5212.800000,1365.400000,1418.800000,0.993133,-0.686659,0.996625,-0.337505,1.020740,2.073991,0.855792,-14.420804,1.039109,3.910942
9,File & VM system latencies,lat_fs,sz10K_create,ops/s,higher-is-better,53.800000,53.100000,52.900000,54.200000,467.200000,400.000000,82.600000,88.200000,1.020716,2.071563,1.007435,0.743494,0.996234,-0.376648,0.856164,-14.383562,1.067797,6.779661
9,File & VM system latencies,lat_fs,sz10K_niters,count,unknown,1.000000,1.000000,1.000000,1.000000,5.400000,4.700000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.870370,-12.962963,1.000000,0.000000
9,File & VM system latencies,lat_fs,sz10K_unlink,ops/s,higher-is-better,740.700000,751.600000,751.000000,742.800000,6292.200000,5329.300000,1344.900000,1362.400000,0.988292,-1.170836,1.002835,0.283516,0.999202,-0.079830,0.846969,-15.303074,1.013012,1.301212
9,File & VM system latencies,lat_fs,sz1K_create,ops/s,higher-is-better,54.800000,54.800000,54.800000,54.800000,518.400000,458.200000,102.200000,102.900000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.883873,-11.612654,1.006849,0.684932
9,File & VM system latencies,lat_fs,sz1K_niters,count,unknown,1.000000,1.000000,1.000000,1.000000,5.900000,5.200000,1.500000,1.600000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.881356,-11.864407,1.066667,6.666667
9,File & VM system latencies,lat_fs,sz1K_unlink,ops/s,higher-is-better,737.100000,744.600000,747.400000,741.400000,6255.900000,5296.500000,1351.900000,1420.500000,0.995702,-0.429761,1.005834,0.583367,1.003760,0.376041,0.846641,-15.335923,1.050743,5.074340
9,File & VM system latencies,lat_fs,sz4K_create,ops/s,higher-is-better,54.800000,54.800000,54.800000,54.900000,519.800000,466.900000,99.200000,104.600000,1.001825,0.182482,1.001825,0.182482,1.000000,0.000000,0.898230,-10.176991,1.054435,5.443548
9,File & VM system latencies,lat_fs,sz4K_niters,count,unknown,1.000000,1.000000,1.000000,1.000000,6.100000,5.200000,1.500000,1.600000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.852459,-14.754098,1.066667,6.666667
9,File & VM system latencies,lat_fs,sz4K_unlink,ops/s,higher-is-better,742.500000,742.200000,742.400000,735.400000,6341.300000,5266.300000,1342.800000,1596.500000,0.990838,-0.916195,0.990438,-0.956229,1.000269,0.026947,0.830476,-16.952360,1.188934,18.893357
9,File & VM system latencies,lat_mmap,sz0.524288MB,us,lower-is-better,13988.200000,13987.700000,13987.500000,13988.200000,1522.500000,1757.500000,7534.200000,7343.800000,1.000036,0.003575,1.000000,0.000000,0.999986,-0.001430,1.154351,15.435140,0.974729,-2.527143
9,File & VM system latencies,lat_mmap,sz1.048576MB,us,lower-is-better,14988.500000,14988.300000,14988.400000,13987.800000,1820.900000,2035.600000,9247.200000,8674.900000,0.933248,-6.675207,0.933235,-6.676452,1.000007,0.000667,1.117909,11.790873,0.938111,-6.188900
9,File & VM system latencies,lat_mmap,sz16.777216MB,us,lower-is-better,26997.400000,27386.500000,30677.200000,24087.500000,11625.100000,13053.300000,66656.300000,58551.400000,0.879539,-12.046081,0.892216,-10.778445,1.120158,12.015774,1.122855,12.285486,0.878408,-12.159241
9,File & VM system latencies,lat_mmap,sz2.097152MB,us,lower-is-better,15188.100000,15187.800000,15588.700000,14988.000000,2471.500000,2922.600000,12652.800000,11788.400000,0.986845,-1.315530,0.986825,-1.317479,1.026396,2.639619,1.182521,18.252074,0.931683,-6.831689
9,File & VM system latencies,lat_mmap,sz33.554432MB,us,lower-is-better,39487.600000,40585.400000,46581.500000,34986.800000,21898.100000,26278.700000,127498.700000,117265.300000,0.862054,-13.794616,0.886020,-11.398008,1.147740,14.774032,1.200045,20.004475,0.919737,-8.026278
9,File & VM system latencies,lat_mmap,sz4.194304MB,us,lower-is-better,17187.900000,17187.500000,17587.400000,15988.100000,3732.600000,4174.500000,20873.700000,18537.900000,0.930217,-6.978327,0.930195,-6.980492,1.023267,2.326691,1.118389,11.838933,0.888098,-11.190158
9,File & VM system latencies,lat_mmap,sz67.108864MB,us,lower-is-better,65486.400000,66884.800000,79976.700000,56283.000000,43070.100000,50200.200000,249830.700000,230175.200000,0.841492,-15.850836,0.859461,-14.053910,1.195738,19.573805,1.165546,16.554640,0.921325,-7.867528
9,File & VM system latencies,lat_mmap,sz8.388608MB,us,lower-is-better,20486.100000,20687.400000,21686.700000,18987.500000,6219.300000,7370.000000,36365.500000,32028.600000,0.917829,-8.217079,0.926848,-7.315204,1.048305,4.830477,1.185021,18.502082,0.880741,-11.925864
9,File & VM system latencies,lat_pagefault,minor,us,lower-is-better,89.788220,84.654550,99.082990,85.612940,49.349470,58.672160,237.765650,258.651370,1.011321,1.132119,0.953499,-4.650142,1.170439,17.043904,1.188912,18.891165,1.087842,8.784162
10,Local communication bandwidths,bw_pipe,bw,MB/s,higher-is-better,3116.261000,3114.570000,3105.607000,3115.476000,2896.577000,2639.544000,6665.242000,6613.660000,1.000291,0.029089,0.999748,-0.025190,0.997122,-0.287776,0.911263,-8.873681,0.992261,-0.773895
10,Local communication bandwidths,bw_tcp,msg0.000001MB,MB/s,higher-is-better,0.111000,0.110000,0.111000,0.111000,0.077000,0.054000,0.050000,0.050000,1.009091,0.909091,1.000000,0.000000,1.009091,0.909091,0.701299,-29.870130,1.000000,0.000000
10,Local communication bandwidths,bw_tcp,msg0.000064MB,MB/s,higher-is-better,,,,,,1.710000,1.684000,1.690000,,,,,,,,,1.003563,0.356295
10,Local communication bandwidths,bw_unix,bw,MB/s,higher-is-better,2562.054000,2559.164000,2560.511000,2572.485000,2622.617000,2427.773000,5716.061000,5797.900000,1.005205,0.520522,1.004071,0.407134,1.000526,0.052634,0.925706,-7.429373,1.014317,1.431738
11,File and mmap bandwidths,bw_file_rd,sz0.000512,MB/s,higher-is-better,61.851000,61.808000,61.793000,61.465000,99.978000,98.859000,196.232000,196.681000,0.994451,-0.554944,0.993759,-0.624080,0.999757,-0.024269,0.988808,-1.119246,1.002288,0.228811
11,File and mmap bandwidths,bw_file_rd,sz0.001024,MB/s,higher-is-better,115.915000,115.915000,115.885000,114.946000,190.737000,189.352000,373.011000,373.764000,0.991640,-0.835957,0.991640,-0.835957,0.999741,-0.025881,0.992739,-0.726131,1.002019,0.201871
11,File and mmap bandwidths,bw_file_rd,sz0.002048,MB/s,higher-is-better,206.362000,206.393000,206.182000,205.058000,351.075000,348.834000,680.863000,682.854000,0.993532,-0.646824,0.993681,-0.631899,0.998978,-0.102232,0.993617,-0.638325,1.002924,0.292423
11,File and mmap bandwidths,bw_file_rd,sz0.004096,MB/s,higher-is-better,338.360000,338.100000,337.897000,335.251000,609.129000,601.972000,1158.874000,1161.157000,0.991573,-0.842650,0.990812,-0.918844,0.999400,-0.060041,0.988250,-1.174956,1.001970,0.197002
11,File and mmap bandwidths,bw_file_rd,sz0.008192,MB/s,higher-is-better,468.319000,467.362000,467.485000,464.651000,865.103000,854.198000,1692.549000,1696.098000,0.994199,-0.580064,0.992168,-0.783227,1.000263,0.026318,0.987395,-1.260544,1.002097,0.209684
11,File and mmap bandwidths,bw_file_rd,sz0.016384,MB/s,higher-is-better,578.145000,578.705000,579.156000,574.897000,1095.626000,1066.825000,2200.876000,2206.196000,0.993420,-0.658021,0.994382,-0.561797,1.000779,0.077933,0.973713,-2.628725,1.002417,0.241722
11,File and mmap bandwidths,bw_file_rd,sz0.032768,MB/s,higher-is-better,655.308000,655.259000,655.139000,652.451000,1259.368000,1245.884000,2589.520000,2590.556000,0.995715,-0.428533,0.995640,-0.435978,0.999817,-0.018313,0.989293,-1.070696,1.000400,0.040007
11,File and mmap bandwidths,bw_file_rd,sz0.065536,MB/s,higher-is-better,702.311000,702.550000,702.661000,697.806000,1361.677000,1343.368000,2844.880000,2845.811000,0.993247,-0.675254,0.993585,-0.641454,1.000158,0.015800,0.986554,-1.344592,1.000327,0.032725
11,File and mmap bandwidths,bw_file_rd,sz0.131072,MB/s,higher-is-better,710.450000,710.191000,710.029000,705.108000,1386.227000,1376.199000,2892.202000,2890.577000,0.992843,-0.715723,0.992481,-0.751918,0.999772,-0.022811,0.992766,-0.723402,0.999438,-0.056186
11,File and mmap bandwidths,bw_file_rd,sz0.262144,MB/s,higher-is-better,713.282000,713.040000,712.797000,707.828000,1397.642000,1377.280000,2904.448000,2907.080000,0.992690,-0.730955,0.992354,-0.764634,0.999659,-0.034079,0.985431,-1.456882,1.000906,0.090620
11,File and mmap bandwidths,bw_file_rd,sz0.524288,MB/s,higher-is-better,82.209000,82.458000,86.148000,84.478000,188.765000,119.887000,18.862000,19.571000,1.024497,2.449732,1.027600,2.760038,1.044750,4.475005,0.635112,-36.488756,1.037589,3.758880
11,File and mmap bandwidths,bw_file_rd,sz1.05,MB/s,higher-is-better,53.115000,54.472000,59.038000,58.135000,130.497000,82.237000,12.585000,13.095000,1.067246,6.724556,1.094512,9.451191,1.083823,8.382288,0.630183,-36.981693,1.040524,4.052443
11,File and mmap bandwidths,bw_file_rd,sz16.78,MB/s,higher-is-better,44.645000,42.364000,45.814000,44.720000,99.306000,81.227000,26.365000,19.575000,1.055613,5.561326,1.001680,0.167992,1.081437,8.143707,0.817947,-18.205345,0.742462,-25.753840
11,File and mmap bandwidths,bw_file_rd,sz2.10,MB/s,higher-is-better,46.005000,47.298000,51.270000,50.497000,114.726000,76.136000,14.430000,11.221000,1.067635,6.763500,1.097642,9.764156,1.083978,8.397818,0.663633,-33.636665,0.777616,-22.238392
11,File and mmap bandwidths,bw_file_rd,sz33.55,MB/s,higher-is-better,41.015000,42.160000,43.889000,44.508000,99.371000,81.454000,22.900000,20.932000,1.055693,5.569260,1.085164,8.516396,1.041010,4.101044,0.819696,-18.030411,0.914061,-8.593886
11,File and mmap bandwidths,bw_file_rd,sz4.19,MB/s,higher-is-better,43.433000,44.466000,47.793000,47.167000,106.537000,82.343000,13.591000,10.471000,1.060743,6.074304,1.085971,8.597150,1.074821,7.482121,0.772905,-22.709481,0.770436,-22.956368
11,File and mmap bandwidths,bw_file_rd,sz67.11,MB/s,higher-is-better,42.748000,41.800000,45.295000,44.448000,97.187000,80.269000,21.427000,21.300000,1.063349,6.334928,1.039768,3.976794,1.083612,8.361244,0.825923,-17.407678,0.994073,-0.592710
11,File and mmap bandwidths,bw_file_rd,sz8.39,MB/s,higher-is-better,41.631000,43.058000,46.358000,45.819000,104.785000,83.782000,18.118000,16.775000,1.064123,6.412281,1.100598,10.059811,1.076641,7.664081,0.799561,-20.043899,0.925875,-7.412518
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.000512,MB/s,higher-is-better,0.036603,0.036603,0.036603,0.036600,0.441822,0.385381,0.102833,0.091695,0.999926,-0.007376,0.999926,-0.007376,1.000005,0.000546,0.872255,-12.774534,0.891685,-10.831521
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.001024,MB/s,higher-is-better,0.073207,0.073206,0.073203,0.073198,0.881791,0.757709,0.206004,0.183394,0.999888,-0.011201,0.999884,-0.011611,0.999954,-0.004644,0.859284,-14.071639,0.890244,-10.975580
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.002048,MB/s,higher-is-better,0.146405,0.146407,0.146415,0.146412,1.776000,1.565000,0.411868,0.366629,1.000035,0.003483,1.000050,0.004986,1.000056,0.005601,0.881194,-11.880631,0.890161,-10.983948
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.004096,MB/s,higher-is-better,0.292814,0.292812,0.292826,0.292818,3.530000,3.092000,0.824076,0.733795,1.000022,0.002152,1.000015,0.001469,1.000050,0.004986,0.875921,-12.407932,0.890446,-10.955364
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.008192,MB/s,higher-is-better,0.585658,0.585649,0.585649,0.585653,6.859000,5.999000,1.597000,1.408000,1.000007,0.000717,0.999993,-0.000717,1.000000,-0.000017,0.874617,-12.538271,0.881653,-11.834690
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.016384,MB/s,higher-is-better,1.170000,1.170000,1.170000,1.170000,12.718000,11.162000,3.013000,2.610000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.877654,-12.234628,0.866246,-13.375373
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.032768,MB/s,higher-is-better,2.220000,2.235000,2.280000,2.310000,22.651000,19.437000,5.403000,4.562000,1.033557,3.355705,1.040541,4.054054,1.020134,2.013423,0.858108,-14.189219,0.844346,-15.565427
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.065536,MB/s,higher-is-better,4.370000,4.370000,4.370000,4.370000,36.597000,31.152000,8.949000,7.307000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.851217,-14.878269,0.816516,-18.348419
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.131072,MB/s,higher-is-better,7.815000,7.862000,8.006000,8.053000,53.917000,45.962000,13.324000,10.531000,1.024294,2.429407,1.030454,3.045425,1.018316,1.831595,0.852458,-14.754159,0.790378,-20.962174
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.262144,MB/s,higher-is-better,13.253000,13.323000,13.531000,13.680000,68.972000,58.777000,17.643000,14.532000,1.026796,2.679577,1.032219,3.221912,1.015612,1.561210,0.852186,-14.781361,0.823669,-17.633056
11,File and mmap bandwidths,bw_file_rd_o2c,sz0.524288,MB/s,higher-is-better,19.709000,19.827000,20.295000,20.106000,80.866000,67.269000,21.032000,17.084000,1.014072,1.407172,1.020143,2.014308,1.023604,2.360418,0.831858,-16.814236,0.812286,-18.771396
11,File and mmap bandwidths,bw_file_rd_o2c,sz1.05,MB/s,higher-is-better,26.221000,26.638000,28.015000,28.309000,87.993000,73.817000,23.302000,18.759000,1.062730,6.272993,1.079631,7.963083,1.051693,5.169307,0.838896,-16.110372,0.805038,-19.496181
11,File and mmap bandwidths,bw_file_rd_o2c,sz16.78,MB/s,higher-is-better,39.234000,43.089000,40.038000,42.531000,96.481000,79.485000,20.966000,20.646000,0.987050,-1.294994,1.084034,8.403426,0.929193,-7.080693,0.823841,-17.615904,0.984737,-1.526281
11,File and mmap bandwidths,bw_file_rd_o2c,sz2.10,MB/s,higher-is-better,32.013000,33.560000,34.586000,35.232000,92.648000,77.641000,23.080000,19.772000,1.049821,4.982122,1.100553,10.055290,1.030572,3.057211,0.838021,-16.197867,0.856672,-14.332756
11,File and mmap bandwidths,bw_file_rd_o2c,sz33.55,MB/s,higher-is-better,36.826000,40.949000,42.605000,41.341000,95.031000,79.314000,21.336000,19.120000,1.009573,0.957288,1.122604,12.260360,1.040441,4.044055,0.834612,-16.538814,0.896138,-10.386202
11,File and mmap bandwidths,bw_file_rd_o2c,sz4.19,MB/s,higher-is-better,35.316000,36.000000,37.480000,38.198000,94.721000,79.086000,23.732000,20.321000,1.061056,6.105556,1.081606,8.160607,1.041111,4.111111,0.834936,-16.506371,0.856270,-14.372998
11,File and mmap bandwidths,bw_file_rd_o2c,sz67.11,MB/s,higher-is-better,42.025000,41.139000,44.724000,43.388000,95.918000,80.558000,24.413000,22.011000,1.054668,5.466832,1.032433,3.243308,1.087144,8.714359,0.839863,-16.013678,0.901610,-9.839020
11,File and mmap bandwidths,bw_file_rd_o2c,sz8.39,MB/s,higher-is-better,37.765000,37.011000,39.644000,42.428000,96.194000,79.808000,23.998000,22.160000,1.146362,14.636189,1.123474,12.347412,1.071141,7.114101,0.829657,-17.034326,0.923410,-7.658972
11,File and mmap bandwidths,bw_mmap_rd,sz0.000512,MB/s,higher-is-better,20911.330000,20906.165000,20903.042000,20715.172000,37493.678000,36756.181000,54761.976000,54215.019000,0.990864,-0.913573,0.990620,-0.938047,0.999851,-0.014938,0.980330,-1.966990,0.990012,-0.998790
11,File and mmap bandwidths,bw_mmap_rd,sz0.001024,MB/s,higher-is-better,17393.522000,17394.110000,17391.234000,17252.918000,30968.036000,30468.243000,48904.237000,48905.297000,0.991883,-0.811723,0.991916,-0.808370,0.999835,-0.016534,0.983861,-1.613900,1.000022,0.002168
11,File and mmap bandwidths,bw_mmap_rd,sz0.002048,MB/s,higher-is-better,18083.160000,18080.449000,18080.474000,17889.002000,31232.686000,30414.393000,51832.877000,51826.709000,0.989411,-1.058862,0.989263,-1.073695,1.000001,0.000138,0.973800,-2.619989,0.999881,-0.011900
11,File and mmap bandwidths,bw_mmap_rd,sz0.004096,MB/s,higher-is-better,18415.892000,18413.873000,18413.673000,18226.780000,31453.635000,31066.157000,53434.906000,53435.657000,0.989840,-1.016044,0.989731,-1.026896,0.999989,-0.001086,0.987681,-1.231902,1.000014,0.001405
11,File and mmap bandwidths,bw_mmap_rd,sz0.008192,MB/s,higher-is-better,18588.783000,18586.156000,18586.059000,18380.869000,31572.719000,30813.158000,54245.485000,54251.051000,0.988955,-1.104516,0.988815,-1.118492,0.999995,-0.000522,0.975942,-2.405751,1.000103,0.010261
11,File and mmap bandwidths,bw_mmap_rd,sz0.016384,MB/s,higher-is-better,18675.826000,18673.568000,18674.767000,18509.310000,31597.242000,31007.180000,54652.347000,54672.328000,0.991204,-0.879628,0.991084,-0.891613,1.000064,0.006421,0.981326,-1.867448,1.000366,0.036560
11,File and mmap bandwidths,bw_mmap_rd,sz0.032768,MB/s,higher-is-better,18720.695000,18717.021000,18715.805000,18495.742000,31613.841000,31123.857000,54589.408000,54619.704000,0.988178,-1.182234,0.987984,-1.201627,0.999935,-0.006497,0.984501,-1.549903,1.000555,0.055498
11,File and mmap bandwidths,bw_mmap_rd,sz0.065536,MB/s,higher-is-better,18641.741000,18639.686000,18639.009000,18389.971000,31587.582000,30907.373000,54096.416000,54112.028000,0.986603,-1.339695,0.986494,-1.350571,0.999964,-0.003632,0.978466,-2.153406,1.000289,0.028860
11,File and mmap bandwidths,bw_mmap_rd,sz0.131072,MB/s,higher-is-better,18011.722000,18011.117000,18007.257000,17818.766000,31054.974000,30410.513000,54474.387000,54482.209000,0.989320,-1.067957,0.989287,-1.071280,0.999786,-0.021431,0.979248,-2.075226,1.000144,0.014359
11,File and mmap bandwidths,bw_mmap_rd,sz0.262144,MB/s,higher-is-better,17993.454000,17975.261000,17986.834000,17759.811000,31150.567000,28410.110000,54460.424000,54444.303000,0.988014,-1.198592,0.987015,-1.298489,1.000644,0.064383,0.912025,-8.797455,0.999704,-0.029601
11,File and mmap bandwidths,bw_mmap_rd,sz0.524288,MB/s,higher-is-better,84.708000,84.607000,88.138000,86.815000,156.057000,134.322000,46.830000,49.556000,1.026097,2.609713,1.024874,2.487368,1.041734,4.173414,0.860724,-13.927603,1.058211,5.821055
11,File and mmap bandwidths,bw_mmap_rd,sz1.05,MB/s,higher-is-better,53.102000,54.621000,59.661000,57.210000,105.575000,90.471000,31.537000,33.430000,1.047399,4.739935,1.077361,7.736055,1.092272,9.227220,0.856936,-14.306417,1.060025,6.002473
11,File and mmap bandwidths,bw_mmap_rd,sz16.78,MB/s,higher-is-better,40.902000,41.631000,45.771000,44.167000,80.791000,67.607000,24.064000,23.867000,1.060916,6.091614,1.079825,7.982495,1.099445,9.944513,0.836814,-16.318649,0.991813,-0.818650
11,File and mmap bandwidths,bw_mmap_rd,sz2.10,MB/s,higher-is-better,46.175000,47.081000,51.402000,49.673000,90.709000,78.015000,27.140000,28.565000,1.055054,5.505406,1.075755,7.575528,1.091778,9.177800,0.860058,-13.994201,1.052506,5.250553
11,File and mmap bandwidths,bw_mmap_rd,sz33.55,MB/s,higher-is-better,40.894000,43.090000,46.742000,41.880000,79.898000,66.800000,25.490000,20.595000,0.971919,-2.808076,1.024111,2.411112,1.084753,8.475284,0.836066,-16.393402,0.807964,-19.203609
11,File and mmap bandwidths,bw_mmap_rd,sz4.19,MB/s,higher-is-better,43.327000,43.599000,47.729000,46.377000,84.855000,70.590000,25.279000,26.844000,1.063717,6.371706,1.070395,7.039490,1.094727,9.472694,0.831890,-16.811031,1.061909,6.190909
11,File and mmap bandwidths,bw_mmap_rd,sz67.11,MB/s,higher-is-better,44.188000,39.803000,45.258000,45.864000,80.300000,66.538000,22.791000,24.967000,1.152275,15.227495,1.037929,3.792885,1.137050,13.704997,0.828618,-17.138232,1.095476,9.547628
11,File and mmap bandwidths,bw_mmap_rd,sz8.39,MB/s,higher-is-better,41.592000,42.658000,46.090000,45.118000,82.303000,70.100000,22.887000,25.898000,1.057668,5.766796,1.084776,8.477592,1.080454,8.045384,0.851731,-14.826920,1.131559,13.155940
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.000512,MB/s,higher-is-better,0.021343,0.021342,0.021344,0.021344,0.277867,0.243867,0.064023,0.064974,1.000080,0.007965,1.000047,0.004685,1.000066,0.006560,0.877638,-12.236232,1.014857,1.485725
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.001024,MB/s,higher-is-better,0.042688,0.042687,0.042688,0.042686,0.562424,0.494984,0.131329,0.129811,0.999979,-0.002108,0.999967,-0.003280,1.000014,0.001406,0.880091,-11.990851,0.988441,-1.155872
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.002048,MB/s,higher-is-better,0.085371,0.085374,0.085375,0.085377,1.131000,0.992479,0.262927,0.259679,1.000032,0.003163,1.000077,0.007731,1.000004,0.000351,0.877524,-12.247622,0.987644,-1.235588
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.004096,MB/s,higher-is-better,0.170751,0.170754,0.170739,0.170745,2.253000,1.960000,0.526118,0.520273,0.999947,-0.005329,0.999963,-0.003690,0.999913,-0.008667,0.869951,-13.004882,0.988891,-1.110892
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.008192,MB/s,higher-is-better,0.341494,0.341508,0.341505,0.341480,4.390000,3.803000,1.025372,1.015123,0.999916,-0.008375,0.999957,-0.004275,0.999992,-0.000820,0.866287,-13.371298,0.990004,-0.999559
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.016384,MB/s,higher-is-better,0.683008,0.683045,0.683017,0.683005,8.321000,7.308000,1.958000,1.935000,0.999942,-0.005841,0.999996,-0.000410,0.999958,-0.004172,0.878260,-12.174018,0.988253,-1.174668
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.032768,MB/s,higher-is-better,1.322000,1.328000,1.352000,1.316000,15.103000,13.262000,3.592000,3.552000,0.990964,-0.903614,0.995461,-0.453858,1.018072,1.807229,0.878104,-12.189631,0.988864,-1.113586
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.065536,MB/s,higher-is-better,2.620000,2.620000,2.580000,2.620000,25.497000,22.158000,6.130000,6.096000,1.000000,0.000000,1.000000,0.000000,0.984733,-1.526718,0.869043,-13.095658,0.994454,-0.554649
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.131072,MB/s,higher-is-better,4.896000,4.932000,4.968000,4.950000,40.435000,34.605000,9.595000,9.531000,1.003650,0.364964,1.011029,1.102941,1.007299,0.729927,0.855818,-14.418202,0.993330,-0.667014
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.262144,MB/s,higher-is-better,8.838000,8.830000,8.862000,8.812000,55.340000,47.898000,13.395000,13.285000,0.997961,-0.203851,0.997058,-0.294184,1.003624,0.362401,0.865522,-13.447777,0.991788,-0.821202
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz0.524288,MB/s,higher-is-better,14.262000,14.370000,14.570000,14.283000,65.259000,55.802000,15.623000,16.585000,0.993946,-0.605428,1.001472,0.147244,1.013918,1.391788,0.855085,-14.491488,1.061576,6.157588
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz1.05,MB/s,higher-is-better,20.864000,21.339000,22.074000,21.548000,71.684000,61.842000,17.804000,18.946000,1.009794,0.979427,1.032784,3.278374,1.034444,3.444398,0.862703,-13.729703,1.064143,6.414289
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz16.78,MB/s,higher-is-better,36.615000,38.724000,41.866000,40.836000,79.312000,66.942000,22.056000,20.935000,1.054540,5.453982,1.115281,11.528062,1.081138,8.113831,0.844034,-15.596631,0.949175,-5.082517
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz2.10,MB/s,higher-is-better,27.550000,27.701000,29.598000,28.811000,75.472000,65.018000,19.073000,20.446000,1.040071,4.007076,1.045771,4.577132,1.068481,6.848128,0.861485,-13.851495,1.071987,7.198658
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz33.55,MB/s,higher-is-better,40.862000,39.954000,43.309000,42.112000,79.617000,65.912000,23.919000,22.922000,1.054012,5.401211,1.030591,3.059077,1.083972,8.397157,0.827863,-17.213660,0.958318,-4.168234
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz4.19,MB/s,higher-is-better,33.562000,33.795000,35.330000,34.690000,77.882000,66.456000,19.825000,22.675000,1.026483,2.648321,1.033609,3.360944,1.045421,4.542092,0.853291,-14.670912,1.143758,14.375788
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz67.11,MB/s,higher-is-better,39.775000,40.387000,45.578000,42.945000,79.817000,66.754000,23.841000,23.621000,1.063337,6.333721,1.079698,7.969830,1.128531,12.853146,0.836338,-16.366188,0.990772,-0.922780
11,File and mmap bandwidths,bw_mmap_rd_o2c,sz8.39,MB/s,higher-is-better,38.472000,34.884000,37.779000,38.386000,79.084000,66.324000,20.220000,23.133000,1.100390,10.038986,0.997765,-0.223539,1.082989,8.298934,0.838653,-16.134743,1.144065,14.406528
11,File and mmap bandwidths,lmdd,file_write_bw,KB/s,higher-is-better,4248.400000,4208.900000,4149.000000,4270.500000,5584.700000,5382.800000,4382.000000,4379.400000,1.014636,1.463565,1.005202,0.520196,0.985768,-1.423175,0.963848,-3.615234,0.999407,-0.059334
12,Memory bandwidths,bw_mem_bcopy_aligned,sz0.000512,MB/s,higher-is-better,23958.888000,23941.488000,23935.154000,23936.350000,64765.206000,64112.039000,21141.818000,21151.733000,0.999785,-0.021461,0.999059,-0.094069,0.999735,-0.026456,0.989915,-1.008515,1.000469,0.046898
12,Memory bandwidths,bw_mem_bcopy_aligned,sz0.001024,MB/s,higher-is-better,26299.792000,26299.119000,26292.638000,26287.260000,65782.959000,65064.530000,36787.043000,36800.197000,0.999549,-0.045093,0.999523,-0.047651,0.999754,-0.024643,0.989079,-1.092120,1.000358,0.035757
